front,meaning,pos,frequency,lexique_cgram,kaikki_pos,kaikki_meaning,source,rank
pierre,"real estate; stone (substance); stone (rock, a pebble)",noun,50.819000,NOM,name|noun,"real estate; stone (substance); stone (rock, a pebble)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1145
commandant,major (rank); commander (function),noun,50.797000,NOM,noun,major (rank); commander (function),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1146
taxi,taxi; act of transporting troops; helicopter or plane used for transport,noun,50.744000,NOM,noun,taxi; act of transporting troops; helicopter or plane used for transport,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1147
rompre,"to break; to stop, to block, to interrupt",verb,50.677000,VER,verb,"to break; to stop, to block, to interrupt",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1148
annoncer,to show; to declare; to announce,verb,50.538000,VER,verb,to show; to declare; to announce,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1149
celui-là,that one; the former,pronoun,50.427000,PRO:dem,pron,that one; the former,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1150
article,"article; section (of a law); joint, articulation",noun,50.320000,NOM,noun,"article; section (of a law); joint, articulation",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1151
double,double; sixteenth note; duplicate (an identical copy),adjective / noun,50.320000,ADJ|NOM,adj|noun|verb,double; sixteenth note; duplicate (an identical copy),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1152
ennuyer,"to worry; to be bored; to annoy, bother, trouble",verb,50.260000,VER,verb,"to worry; to be bored; to annoy, bother, trouble",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1153
résoudre,"to resolve, to make up one's mind; to resolve (to find a solution to)",verb,50.248000,VER,verb,"to resolve, to make up one's mind; to resolve (to find a solution to)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1154
neuf,"brand new, very new",adjective,50.141000,ADJ|ADJ:num,adj|num,"brand new, very new",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1155
contraire,"opposite; contradictory; hostile, unfavourable",adjective / noun,50.136000,ADJ|NOM,adj|noun,"opposite; contradictory; hostile, unfavourable",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1156
acte,act,noun,50.092000,NOM,noun,act,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1157
joindre,"to join; to reach, to contact",verb,49.975000,VER,verb,"to join; to reach, to contact",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1158
changement,change,noun,49.950000,NOM,noun,change,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1159
étoile,star; mullet; a white mark on the forehead of a horse or bull,noun,49.949000,NOM,noun,star; mullet; a white mark on the forehead of a horse or bull,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1160
signal,signal,noun,49.943000,NOM,noun,signal,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1161
élever,"to raise; to bring up; to rise, to soar",verb,49.923000,VER,verb,"to raise; to bring up; to rise, to soar",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1162
bus,bus,noun,49.797000,NOM,noun|verb,bus,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1163
déplacer,"to move around; to get around; to travel; to come over; to go to; to travel to (a place, especially for work or an appointment); to move, shift (an object or material from one place to another); to relocate; to displace",verb,49.765000,VER,verb,"to move around; to get around; to travel; to come over; to go to; to travel to (a place, especially for work or an appointment); to move, shift (an object or material from one place to another); to relocate; to displace",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1164
taille,"size; waist; the act of cutting, pruning, trimming",noun,49.643000,NOM,noun,"size; waist; the act of cutting, pruning, trimming",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1165
soutenir,to argue; to keep up; to support,verb,49.567000,VER,verb,to argue; to keep up; to support,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1166
goût,"appetite; taste (sense); taste, flavour",noun,49.547000,NOM,noun,"appetite; taste (sense); taste, flavour",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1167
après-midi,afternoon,noun,49.297000,NOM,noun,afternoon,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1168
identifier,to log in; to identify,verb,49.249000,VER,verb,to log in; to identify,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1169
malin,"malignant; nocive, pernicious; shrewd person, smart person",adjective / noun,49.219000,ADJ|NOM,adj|name|noun,"malignant; nocive, pernicious; shrewd person, smart person",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1170
direction,direction; government; the director of the administration/organisation,noun,49.187000,NOM,noun,direction; government; the director of the administration/organisation,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1171
détendre,"to relax; to help relax, to calm; to loosen, to untighten",verb,49.174000,VER,verb,"to relax; to help relax, to calm; to loosen, to untighten",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1172
beauté,beauty,noun,49.098000,NOM,noun,beauty,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1173
deuxième,second,adjective,49.048000,ADJ,adj,second,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1174
ange,angel,noun,48.968000,NOM,name|noun,angel,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1175
inquiet,anxious; worried,adjective,48.804000,ADJ,adj,anxious; worried,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1176
droite,"straight line; right-handed punch; the right, right wing",noun,48.620000,NOM,adj|noun,"straight line; right-handed punch; the right, right wing",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1177
imbécile,imbecile,adjective / noun,48.620000,ADJ|NOM,adj|noun,imbecile,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1178
nombre,number,noun,48.614000,NOM,noun,number,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1179
danse,dance,noun,48.610000,NOM,noun|verb,dance,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1180
combattre,"to oppose, to struggle; to fight, to combat (against)",verb,48.542000,VER,verb,"to oppose, to struggle; to fight, to combat (against)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1181
parmi,"amid, amidst; among, amongst",preposition,48.522000,PRE,prep,"amid, amidst; among, amongst",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1182
pont,deck; bridge,noun,48.472000,NOM,name|noun,deck; bridge,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1183
passe,pass; trick (paid-for sex act),noun,48.316000,NOM,noun|verb,pass; trick (paid-for sex act),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1184
courage,courage,noun,48.285000,NOM,intj|noun,courage,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1185
accès,"access; attack, sudden fit, bout",noun,48.203000,NOM,noun,"access; attack, sudden fit, bout",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1186
repartir,"to retort; to leave again, to go back; to restart, to set off again",verb,48.202000,VER,verb,"to retort; to leave again, to go back; to restart, to set off again",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1187
interroger,"to question, interrogate",verb,48.153000,VER,verb,"to question, interrogate",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1188
nord,north,noun,48.130000,NOM,name|noun,north,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1189
source,"source, spring (of water); source, origin (of anything)",noun,48.085000,NOM,noun|verb,"source, spring (of water); source, origin (of anything)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1190
posséder,to own; to possess,verb,48.031000,VER,verb,to own; to possess,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1191
totalement,totally,adverb,48.003000,ADV,adv,totally,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1192
puisque,"since, because",conjunction,47.991000,CON,conj,"since, because",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1193
valeur,"value, worth; valor, gallantry; quality, character",noun,47.946000,NOM,noun,"value, worth; valor, gallantry; quality, character",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1194
livrer,"to betray; abandon oneself, give oneself over; to deliver (a package, merchandise etc.)",verb,47.895000,VER,verb,"to betray; abandon oneself, give oneself over; to deliver (a package, merchandise etc.)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1195
allumer,"to go on; to flare up; to arouse, to turn on",verb,47.740000,VER,verb,"to go on; to flare up; to arouse, to turn on",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1196
enregistrer,to save; to record on; to tape a movie or otherwise record it,verb,47.636000,VER,verb,to save; to record on; to tape a movie or otherwise record it,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1197
bonheur,"happiness; goodhap, good fortune",noun,47.623000,NOM,noun,"happiness; goodhap, good fortune",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1198
objet,"object; aim, goal; subject line",noun,47.582000,NOM,noun,"object; aim, goal; subject line",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1199
appareil,"aircraft; telephone; apparatus, device",noun,47.570000,NOM,noun,"aircraft; telephone; apparatus, device",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1200
presse,"haste, hurry, rush; press, papers (the media); press (e.g. printing press)",noun,47.554000,NOM,noun|verb,"haste, hurry, rush; press, papers (the media); press (e.g. printing press)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1201
superbe,"haughty; pride, arrogance; proud, arrogant person",adjective / noun,47.551000,ADJ|NOM,adj|noun,"haughty; pride, arrogance; proud, arrogant person",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1202
adieu,"hello; farewell; goodbye, see you soon",noun / interjection,47.501000,NOM|ONO,intj|noun,"hello; farewell; goodbye, see you soon",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1203
prêter,to lend; to borrow; to attribute,verb,47.481000,VER,verb,to lend; to borrow; to attribute,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1204
puissant,powerful; mighty,adjective,47.406000,ADJ,adj,powerful; mighty,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1205
inventer,to invent (to create a mistruth); to invent (to make something for the first time),verb,47.343000,VER,verb,to invent (to create a mistruth); to invent (to make something for the first time),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1206
fouiller,"to dig; to search (place, thing); to search, frisk (person)",verb,47.335000,VER,verb,"to dig; to search (place, thing); to search, frisk (person)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1207
lors,"then, at that time",adverb,47.275000,ADV,adv,"then, at that time",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1208
rigoler,"to joke, to kid; to laugh, especially laugh out loud",verb,47.267000,VER,verb,"to joke, to kid; to laugh, especially laugh out loud",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1209
alcool,"alcohol, especially domestic, medical, methylated spirits; spirits, hard liquor (strong alcoholic beverage, excludes wine, cider, beer)",noun,47.209000,NOM,noun,"alcohol, especially domestic, medical, methylated spirits; spirits, hard liquor (strong alcoholic beverage, excludes wine, cider, beer)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1210
utile,useful,adjective,47.196000,ADJ,adj,useful,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1211
médicament,"drug, medication, medicine, pharmaceutical, prescription",noun,47.158000,NOM,noun,"drug, medication, medicine, pharmaceutical, prescription",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1212
terme,"rent; terms (conditions); term (word, expression)",noun,46.946000,NOM,noun,"rent; terms (conditions); term (word, expression)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1213
emporter,to win; to take; to get angry; to lose one's temper; to flare up,verb,46.906000,VER,verb,to win; to take; to get angry; to lose one's temper; to flare up,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1214
militaire,military; a soldier,adjective / noun,46.882000,ADJ|NOM,adj|noun,military; a soldier,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1215
durant,"during, while",preposition,46.877000,PRE,postp|prep|verb,"during, while",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,1216
