rank,front,meaning,pos,root,frequency,calima_exact_analyses,source
1190,يومي,daily,adj,,2285154,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1191,شكوى,complaint; grievance,noun,,2282264,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1192,عاش,live; exist,verb,,2279405,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1193,ثني,fold; bend,noun,,2277612,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1194,مميز,distinguished; special,adj,,2273483,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1195,قراءة,reading,noun,,2258500,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1196,إيراني,Iranian,adj,,2249975,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1197,عنصر,element; factor,noun,ع ن ص ر,2240784,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1198,ملف,file; dossier,noun,ل ف ف,2239086,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1199,نسخة,copies,noun,ن س خ,2234521,11,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1200,شهادة,certificate; witness; testimony,noun,ش ه د,2233352,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1201,متميز,distinguished; outstanding; prominent,adj,,2228007,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1202,جسم,body; form,noun,ج س م,2219621,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1203,سبيل,way; road,noun,س ب ل,2216863,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1204,عالي,high; elevated,noun,,2206707,5,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1205,سيدة,lady,noun,,2195994,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1206,سنوي,yearly; annual,adj,,2194362,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1207,مرئي,visual; seen; visible,adj,,2177010,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1208,تفسير,explanation; commentary,noun,ف س ر,2176402,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1209,رغب,wish; desire,verb,ر غ ب,2169610,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1210,متخصص,specialized; specialist,adj,خ ص ص,2163686,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1211,مركزي,central,adj,ر ك ز,2149115,11,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1212,ورق,paper; sheet,noun,,2137321,48,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1213,ولي,follow; come after,verb,,2135860,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1214,شريف,noble; honorable; respectable,adj,ش ر ف,2131664,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1215,أنشأ,establish; found; install,verb,,2118700,4,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1216,بينما,while,conj_sub,,2112877,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1217,بلدية,municipality; township,noun,ب ل د,2100950,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1218,أربع,four,adj,ر ب ع,2093502,4,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1219,مكافحة,confrontation; battle,noun,ك ف ح,2086186,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1220,صوتيات,phonetics,noun,,2084667,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1221,سهل,easy; simple,noun,س ه ل,2083002,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1222,فرد,individual; unit,noun,ف ر د,2079438,24,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1223,محامي,lawyers; defense counsel,noun,,2051365,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1224,بريد,mail; post office,noun,ب ر د,2044424,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1225,سمى,name; designate,verb,,2041876,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1226,نص,text,noun,ن ص ص,2040678,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1227,قريب,near; close,adj,ق ر ب,2039030,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1228,شقة,apartment,noun,ش ق ق,2037642,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1229,ضم,include; comprise; incorporate,verb,ض م م,2037027,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1230,بصر,vision; glance,noun,ب ص ر,2028474,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1231,شمالي,north; northern,adj,ش م ل,2024789,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1232,شمل,comprise; include; contain,verb,ش م ل,2023354,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1233,مشير,indicative; indicating,adj,,2022837,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1234,جنوبي,southern; south,adj,ج ن ب,2021364,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1235,سلعة,commodity; commercial article,noun,س ل ع,2021063,11,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1236,روسي,Russian,adj,,2020322,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1237,نقاش,debate; argument; controversy,noun,ن ق ش,2010162,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1238,ساحة,scene; field; arena; forum,noun,,2003931,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1239,شرقي,Eastern; Oriental,adj,ش ر ق,2002086,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1240,سهم,share; stock,noun,س ه م,1992850,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1241,تاريخي,historical,adj,,1991000,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1242,تكنولوجيا,technology,noun,,1989900,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1243,مترجم,translator; interpreter,noun,ت ر ج م,1988846,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1244,شهيد,martyr,noun,ش ه د,1982326,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1245,بي,B,abbrev,,1980194,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1246,مفتوح,open; opened,adj,ف ت ح,1979486,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1247,خلق,creation,noun,خ ل ق,1968491,24,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1248,طير,bird,noun,,1963811,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1249,جزر,islands,noun,ج ز ر,1962220,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1250,بريطاني,British,adj,,1961511,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1251,ألماني,German,adj,,1958332,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1252,سعى,strive; pursue,verb,,1957400,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1253,زراعة,agriculture; cultivation,noun,ز ر ع,1954158,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1254,خبرة,experience; expertise,noun,خ ب ر,1915561,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1255,فئة,faction; party,noun,,1912660,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1256,عميل,agent,noun,ع م ل,1901289,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1257,رابطة,league; union,noun,ر ب ط,1894521,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1258,واسع,wide; extensive; broad,adj,,1892476,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1259,صفة,attribute; characteristic; feature,noun,,1890541,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1260,فرض,imposing; levying,noun,ف ر ض,1884391,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1261,تضمن,guarantee; comprise; include,verb,ض م ن,1873388,9,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1262,تشغيل,operation; activation,noun,ش غ ل,1870944,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1263,دينار,dinar,noun,د ن ر,1870141,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1264,أفاد,report; inform; provide,verb,,1868661,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1265,مسجد,mosque,noun,س ج د,1866192,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1266,مريض,patient; sick person,noun,م ر ض,1863124,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1267,سياحي,tourist; tourism,adj,,1860829,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1268,كيفية,manner; mode; way,noun,,1857365,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1269,يمني,Yemeni,adj,,1854371,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1270,إبداع,originality; creativity,noun,ب د ع,1852838,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1271,علامة,mark; sign; point,noun,ع ل م,1849500,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1272,إرهاب,terrorism; terrorizing,noun,ر ه ب,1847168,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1273,شامل,comprehensive; general; complete; mass,adj,ش م ل,1840636,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1274,أحمر,red,noun,ح م ر,1837497,4,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1275,سادس,sixth,adj,س د س,1835490,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1276,معروف,known; well-known,adj,ع ر ف,1834750,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1277,مساحة,surface; space; land; terrain,noun,م س ح,1824689,28,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1278,شحن,transportation; shipment; freighting,noun,ش ح ن,1823709,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1279,عقار,real estate; immovable property,noun,ع ق ر,1812393,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1280,موظف,employee,noun,,1808360,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1281,جوي,air; aerial; atmospheric,adj,,1806675,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1282,مجلة,magazine; journal,noun,ج ل ل,1792236,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1283,صحفي,newspapers,noun,ص ح ف,1790456,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1284,عصر,age; period; epoch,noun,ع ص ر,1785053,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1285,ديوان,office; agency; anthology,noun,,1783900,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1286,بشري,human,adj,ب ش ر,1782486,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1287,فضائي,space; cosmic,adj,,1776888,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1288,دراسي,educational; scholastic; instructional,adj,د ر س,1774986,16,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1289,مطلوب,required; necessary; demanded,noun,ط ل ب,1773168,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1290,تحويل,conversion; transfer,noun,,1768562,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1291,وفر,provide; fulfill,verb,,1768513,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1292,محل,place; location,noun,ح ل ل,1758294,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1293,سمح,allow; permit; authorize,verb,س م ح,1756847,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1294,أداة,tool; instrument; apparatus,noun,,1755144,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1295,فرع,branch; section; subdivision,noun,ف ر ع,1754902,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1296,خاطر,mind; feeling; wish,noun,خ ط ر,1754653,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1297,خيار,good; better; best,noun,,1751371,36,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1298,أثار,provoke; agitate,verb,,1750826,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1299,أون,calm; serenity,noun,,1740223,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1300,صناعي,industrial; artificial,adj,ص ن ع,1730631,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1301,إسباني,Spanish; Spaniard,adj,,1728843,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1302,متواجد,present; available,noun,,1714630,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1303,خلفية,background,noun,خ ل ف,1712180,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1304,صيني,Chinese,adj,,1711576,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1305,إخوة,brothers,noun,,1710986,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1306,شريك,partner; associate,noun,ش ر ك,1695160,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1307,رشد,integrity; forthrightness,noun,ر ش د,1692038,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1308,زار,visit,verb,,1688978,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1309,جزائري,Algerian,adj,ج ز ر,1688439,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1310,كبري,land; earth,noun,ب ر ر,1672802,8,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1311,غد,tomorrow,noun,,1671992,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1312,عانى,suffer,verb,,1671948,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1313,جرح,wound; injury,noun,ج ر ح,1670194,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1314,سفير,ambassador,noun,س ف ر,1667967,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1315,متنوع,diverse; sundry; various,adj,,1665261,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1316,حيوان,animal; creature,noun,,1664495,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1317,جبل,mountain,noun,ج ب ل,1663364,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1318,ترجمة,translation; interpretation,noun,ت ر ج م,1662651,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
1319,خبير,expert; specialist,noun,خ ب ر,1660969,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
