rank,front,published_meaning,risk,reason,supporting_sources,external_agreement_pairs,kaikki_meaning,readurdu_meaning,word2word_meaning,evidence_tier,semantic_basis
1933,غیرملکی,stranger; alien; unknown,review,no_independent_bilingual_support,,,,"foreign, foreigner",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1942,شکیل,fine-looking; good-looking; better-looking; handsome; well-favored; well-favoured,review,no_independent_bilingual_support,,,,,pull; doctor; if; see; house,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1944,ایشین,Asian; Asiatic,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1946,عادل,veracious; honest; evenhanded,review,no_independent_bilingual_support,,,,"(act. part. of عدل 'to act justly,' &c.)",merciful; predecessors; proved; aware; yet,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1948,رواج,method; vogue; trend; style,review,no_independent_bilingual_support,,,,"custom, practice",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1957,متحرک,divergence; divergency; moving,review,no_independent_bilingual_support,,,,"(act. part. of تحرّك, v. of (and syn. with) حرك 'to move, become movent'), part.",MOBILIZED; HAVE; BEEN; ALL,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1959,غذائی,alimentary; alimental; nourishing; nutrient; nutritious; nutritive,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1963,بک,buck,review,no_independent_bilingual_support,,,,"s.m. The heron, Ardea torra, or A. Nivea (syn. baglā): — bak-ćāl","Facebook; ""; Dude; Tupac; Was",A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1964,رجوع,investigation; investigating,review,no_independent_bilingual_support,,,,(inf. n. of رجع 'to return'),looks; Approach; elevator; airborne; powder,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1971,اسباب,things,review,no_independent_bilingual_support,,,"causes, means, motives, appliance, materiel",(pl. of سبب sabab),,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1972,بسر,adjustment; accommodation; fitting,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1978,حلف,oath,review,no_independent_bilingual_support,,,,(inf. n. of حلف 'to swear'),retirement; My; become; Unbelievable; anything,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1985,عبور,specialization; specialisation; specialty; speciality; specialism,review,no_independent_bilingual_support,,,,"(inf. n. of عبر 'to cross,' &c.)",Hah; blowing; crossing; storm; level,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1986,ہلکی,mindless,review,no_independent_bilingual_support,,,,(fr. hulaknā),,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1994,عدلیہ,court; tribunal; judicature,review,no_independent_bilingual_support,,,,judiciary,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1997,نیاز,offertory,review,no_independent_bilingual_support,,,,"offering, supplication; need",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1998,بہال,healthy,review,no_independent_bilingual_support,,,,"s.f. Point or head of an arrow, &c.; iron spike; spear, lance, pike; —",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2003,پسماندہ,downtrodden; backward; behind(p),review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2007,سعادت,good fortune; luckiness; good luck,review,no_independent_bilingual_support,,,,"(for A. سعادة, inf. n. of سعد 'to be prosperous,' &c.)",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2008,عدالتی,judicial; juridical; juridic,review,no_independent_bilingual_support,,,,(rel. n. fr. ʻadālat),DOJ; Call; em; let; Reports,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2013,ہائی وے,highway; main road,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2016,کارپوریشن,corporate,review,no_independent_bilingual_support,,,,,Corp; front; Lex; was; of,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2018,آرٹ,art; artistry; prowess,review,no_independent_bilingual_support,,,,,-Mixed; redefining; Jon; passionate; Sixteen,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2022,صوفی,Sufi; saint; holy man; holy person; angel; fakir; fakeer; faqir; faquir; sage; sadhu; saddhu,review,no_independent_bilingual_support,,,,"adj. Woollen; — wise, intelligent; pious, devout; —",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2023,فطری,modest; restrained; unostentatious; natural; instinctive; naturalistic; realistic; elegant; arbitrary; foreordained; predestinate; predestined,review,no_independent_bilingual_support,,,,,trustful; default; confiding; by; Man,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2024,دہ,ten; 10; x,review,no_independent_bilingual_support,,,village,"s.m. Very deep water, a deep pool; depth, abyss; pool or eddy (in a river), whirlpool, vortex; a lake; a…",comfortable; Far; painful; Comfortable; yours,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2032,نظرانداز,disregard; neglect,review,no_independent_bilingual_support,,,,,bullet; ignore; head; chance; Courts,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2039,متوازن,well-balanced; temperate; reasoned; sound; well-grounded; shapely; balanced,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2042,خوشحال,rich; safe; risk-free; riskless; unhazardous; felicitous; happy,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2044,مولوی,enlightened; knowing; knowledgeable; learned; lettered; well-educated; well-read; Mullah; Mollah; Mulla,review,no_independent_bilingual_support,,,,(rel. n. fr. maulā,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2045,دیوان,bench; bed; minister; government minister,review,no_independent_bilingual_support,,,,collection of poetry; royal court,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2048,کیسا,pocket,review,no_independent_bilingual_support,,,,"adj. (f. -ī), &",How; promise; unicorn; deal; Baluchi,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2049,محاذ,war,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2050,پرامن,placidly; quiet,review,no_independent_bilingual_support,,,,,peaceful; prosperous; invasion; prevent; Titans,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2052,آمادہ,ready,review,no_independent_bilingual_support,,,,(perf. part. of āmādan; ā+rt. Zend mā = S.,lure; tar; pit; To; giant,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2053,شخصی,racial; private,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2056,حق پرست,probity; veracious; honest; blunt; candid; forthright; frank; free-spoken; outspoken; plainspoken; point-blank; straight-from-the-shoulder,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2057,ٹاپ,hoof,review,no_independent_bilingual_support,,,,,Put; top; LAPTOP; LET; GO,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2058,وٹامن,vitamin,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2060,پلان,planning; preparation; provision,review,no_independent_bilingual_support,,,,s.m. A space of ground between two occupied lots left for future disposal,PLAN; YOUR; S; WHAT; B,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2064,دانشور,thoughtful; serious-minded,review,no_independent_bilingual_support,,,,person who engages in critical thinking and reasoning,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2071,فضائی,ecological; ecologic; bionomical; bionomic; atmospheric; atmospherical; space; infinite,review,no_independent_bilingual_support,,,,,GETTIN; AIR; Aerial; unfruitful; reconnaissance,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2072,منصور,hold; beatable; vanquishable; vincible; winner; victor,review,no_independent_bilingual_support,,,,"(pass. part. of نصر 'to aid, help,' &c.), part.",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2078,عطیہ,subsidy; bonus; incentive; contribution; donation; grant,review,no_independent_bilingual_support,,,,(for A. عطية = ʻat̤ā,Atiyah; Abd; al-Rahman; What; tell,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2083,سینٹ,penny; cent; centime,review,no_independent_bilingual_support,,,,saint,Nor; Senate; statement; 312-421-6700; twenty-five,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2086,ایریا,scope; range; reach; orbit; compass; ambit,review,no_independent_bilingual_support,,,,,canvassing; neighborhood; until; keep; find,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2088,بابر,Babar,review,no_independent_bilingual_support,,,,"s.m. A kind of grass (of which a sort of twine is made, and which is used for bed-strings and for thatching);…",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2092,عوض,compensation,review,no_independent_bilingual_support,,,,"(inf. n. of عوض 'to give (one) a substitute,' &c.)",Please; mil; table; trade; gives,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2099,مسرت,cheerfulness; cheer; sunniness; sunshine,review,no_independent_bilingual_support,,,,"(for A. مسرة, inf. n. of سَرّ 'to rejoice, to make glad or happy')",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2101,بجا,resonant; resonating; resounding; reverberating; reverberative; rolling; cogent; telling; weighty,review,no_independent_bilingual_support,,,,perfective masculine of بَجْنا (bajnā — to play (a musical instrument)),,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2109,سرفراز,adorned; decorated,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2114,تذکرہ,mention; reference,review,no_independent_bilingual_support,,,substantial,s.m. = P تذکرت taẕkirat,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2115,قلیل,little(a),review,no_independent_bilingual_support,,,,,short-tempered; some; friends; new; Yeah,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2116,مصنوعی,artificial; constrained; forced; strained; fabricated; fancied; fictional; fictitious; invented; made-up,review,no_independent_bilingual_support,,,,(fr. muṣnūʻ),fake; infamous; joining; satellite; via,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2117,مڈل,intermediate,review,no_independent_bilingual_support,,,,,middleweight; beating; working; been; number,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2129,کنونشن,assembly; assemblage; gathering,review,no_independent_bilingual_support,,,,,?; angle; Conventions; Okay; What,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2134,مقررہ,assured; planned; circumscribed; limited,review,no_independent_bilingual_support,,,,"(for A. مقررة muqarrarat, fem. of muqarrar), part.",,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2138,ہم آہنگی,coordination; congruity; congruousness; congruence; homogeneity; homogeneousness,review,no_independent_bilingual_support,,,,,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2139,جراثیم,microbe; bug; germ,review,no_independent_bilingual_support,,,,organism consisting of only one cell,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
