rank,front,meaning,pos,root,frequency,calima_raw_meaning,kaikki_meaning,semantic_basis,source
1124,مهندس,engineer,noun,ه ن د س,2489574,engineer;technician,clever; engineer; geometer,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1125,نبي,prophet,adj,,2474828,prophet,prophet,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1126,خمس,five,adj,خ م س,2473427,five,one fifth; the five digits of the hand,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1127,خامس,fifth,adj,خ م س,2464709,fifth,fifth,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1128,أظهر,show; manifest,verb,ظ ه ر,2455097,show;manifest;demonstrate,"to show; to exhibit, to expose, to reveal, to manifest",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1129,أثاث,furniture; equipment,noun,,2441268,furniture;equipment,equipment; furniture,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1130,مغربي,Moroccan,adj,غ ر ب,2420203,Moroccan,"Moroccan; see the adjective; western, occidental",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1131,لوحة,blackboard; slate,noun,,2373573,blackboard;slate,plank; board; blackboard; slate; sheet,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1132,قرن,century,noun,ق ر ن,2361570,century;age,horn; century; to make conical,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1133,نجم,star,noun,ن ج م,2356161,star;constellation,to rise; to appear; lucky star,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1134,جودة,excellence; high quality,noun,,2349089,excellence;high quality,quality (level of excellence); verbal noun of جَادَ (jāda) (form I),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1135,لون,color,noun,,2320411,color;tint,"color; type, variety; to colour, to paint",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1136,تصريح,permit; license,noun,ص ر ح,2319633,permit;license,"permission; explanation; permit, license",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1137,ترحيب,welcoming,noun,ر ح ب,2314355,welcoming;greeting,verbal noun of رَحَّبَ (raḥḥaba) (form II): the act of welcoming; a welcome,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1138,مليار,billion,noun,م ل ر,2297529,billion,billion (10⁹),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1139,مستخدم,employee,noun,خ د م,2291676,employee,user; employee; employer,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1140,يومي,daily,adj,,2285154,daily,daily; by the day,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1141,شكوى,complaint,noun,,2282264,complaint;grievance,complaint; verbal noun of شَكَا (šakā) (form I),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1142,عاش,live,verb,,2279405,live;exist,"to live, to be alive",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1143,ثني,fold; bend,noun,,2277612,fold;bend,"folding, bending; flexing (bending a joint); a single repetition of a thing; time",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1144,مميز,distinguished; special,adj,,2273483,distinguished;special,"discerning, discriminative; distinctive, distinct, special; distinguished by some mark or quality",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1145,قراءة,reading,noun,,2258500,reading,reading; verbal noun of قَرَأَ (qaraʔa) (form I); one of the variants in the recitation of the Quran,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1146,إيراني,Iranian,adj,,2249975,Iranian,Iranian,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1147,عنصر,element,noun,ع ن ص ر,2240784,element;factor,race; origin; element,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1148,ملف,file,noun,ل ف ف,2239086,file;dossier,file,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1149,نسخة,copy,noun,ن س خ,2234521,copy,copy; transcript; written amulet,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1150,شهادة,martyrdom,noun,ش ه د,2233352,martyrdom,diploma; martyrdom; statement,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1151,متميز,distinguished; prominent,adj,,2228007,distinguished;outstanding;prominent,"prominent; distinguished, distinctive; active participle of تَمَيَّزَ (tamayyaza, “to be distinguished”)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1152,جسم,body,noun,ج س م,2219621,body;form,"a body; an object; to become bulky or massive, to swell, to enlarge",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1153,سيدة,lady,noun,,2195994,lady,"Mrs; mistress, princess; madam, lady (title of address)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1154,سنوي,yearly; annual,adj,,2194362,yearly;annual,"annual, yearly",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1155,مرئي,visual; visible,adj,,2177010,visual;seen;visible,"visible; perceived by sight, visual; passive participle of رَأَى (raʔā)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1156,تفسير,explanation; commentary,noun,ف س ر,2176402,explanation;commentary,"exegesis; interpretation; explanation, commentary",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1157,رغب,desire,verb,ر غ ب,2169610,wish;desire,"to desire, to seek; to become soft (of the land); to be greedy, to be gluttonous",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1158,متخصص,specialist,adj,خ ص ص,2163686,specialized;specialist,"specialist, expert",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1159,مركزي,central,adj,ر ك ز,2149115,central,central,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1160,ورق,paper; sheet,noun,,2137321,paper;sheet,"paper; sheet metal; foliage, leaves",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1161,شريف,noble,adj,ش ر ف,2131664,noble;honorable;respectable,"of noble lineage; excellent, eminent; noble, honored, celebrated",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1162,أنشأ,establish; found,verb,,2118700,establish;found;install,"to create, to establish, to found",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1163,بينما,while,conj_sub,,2112877,while,while; whereas,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1164,بلدية,municipality,noun,ب ل د,2100950,municipality;township,city hall; municipality; municipal council,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1165,صوتيات,phonetics,noun,,2084667,phonetics,acoustics; phonetics,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1166,سهل,easy,noun,س ه ل,2083002,easy;simple,easy; to flatten; flat; level,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1167,فرد,pistol,noun,ف ر د,2079438,pistol,lonely; pistol; singular,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1168,بريد,post office,noun,ب ر د,2044424,mail;post office,"post office, a stationed relay; a measure of distance, a postal route; crumb, piece of bread eaten to a stew for volume",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1169,سمى,name; designate,verb,,2041876,name;designate,"to nominate, to appoint; to say بِسْمِ ٱللَّهِ (bismi l-lahi, “in the name of God”); to name, to call, to designate, to denominate, to title, to entitle",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1170,نص,text,noun,ن ص ص,2040678,text,"text, document; to fix, to determine; to arrange, to stipulate",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1171,قريب,near; close,adj,ق ر ب,2039030,near;close,"relative; relation; near, close, adjacent; simple, easily understood",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1172,شقة,distance,noun,ش ق ق,2037642,distance,piece; distance; splinter,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1173,بصر,vision,noun,ب ص ر,2028474,vision;glance,"to see; vision, sight, gaze; to make (someone) see",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1174,شمالي,northern,adj,ش م ل,2024789,north;northern,northern,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1175,جنوبي,southern,adj,ج ن ب,2021364,southern;south,southern,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1176,سلعة,commodity; commercial article,noun,س ل ع,2021063,commodity;commercial article,"a knob that comes forth in a tree; commodity, good, article, piece of merchandise; ganglion, ulcer on the skin of size from chickpeas to melons",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1177,روسي,Russian,adj,,2020322,Russian,Russian,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1178,ساحة,field,noun,,2003931,scene;field;arena;forum,"field, area; yard, court, courtyard",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1179,شرقي,Eastern,adj,ش ر ق,2002086,Eastern;Oriental,eastern,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1180,سهم,arrow,noun,س ه م,1992850,arrow,"mast; cosine; arrow, dart",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1181,تكنولوجيا,technology,noun,,1989900,technology,technology,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
1182,مترجم,translated,noun,ت ر ج م,1988846,translated,biographer; translated; synchronized,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
