rank,front,lemma_undiac,pos,root,english_gloss,frequency,surface_types,top_surfaces
157,تَصْمِيم,تصميم,noun,ص م م,plan;sketch;design+[def.gen.],6797099,19,تصميم:2090046 | التصميم:1735345 | التصاميم:800440 | تصاميم:786270 | والتصميم:277082 | والتصاميم:186430
158,حَلْقَة,حلقة,noun,ح ل ق,ring;circle;link+[fem.sg.],6795392,7,حلقة:3977229 | الحلقة:2032433 | حلقات:504484 | الحلقات:208473 | الحلقه:31913 | وحلقات:21802
159,آن,آن,noun,,the+time;moment+[def.acc.],6769445,7,الآن:4856566 | الان:1143186 | آن:259169 | الأن:247747 | والآن:185589 | والان:56747
160,دَوْر,دور,noun,,role;part+[def.gen.],6768939,30,دور:2132400 | الدور:1313424 | دورا:474149 | بدوره:331416 | بدور:305718 | دورها:249822
161,قَناة,قناة,noun,,the+canals;channels+[fem.pl.],6754311,16,القنوات:2186572 | قناة:1708400 | قنوات:1226320 | القناة:1039083 | والقنوات:135725 | لقناة:112965
162,مَجْمُوعَة,مجموعة,noun,ج م ع,collection;group;bloc+[fem.sg.],6745460,18,مجموعة:3734502 | المجموعة:1295767 | المجموعات:434658 | مجموعات:408759 | لمجموعة:249494 | ومجموعة:153541
163,دُكْتُور,دكتور,noun,,the+doctor+[def.nom.],6728901,10,الدكتور:4222024 | دكتور:1510290 | الدكتورة:347404 | والدكتور:263678 | للدكتور:176455 | دكتوراه:87044
164,مُسْتَوَى,مستوى,noun,,level;standard,6726616,21,مستوى:3154655 | المستوى:1806055 | مستويات:489553 | المستويات:320180 | مستوي:172516 | بمستوى:167480
165,مُشْكِلَة,مشكلة,noun,ش ك ل,problems;inconveniences;issues+[def.acc.],6689396,30,مشاكل:2058733 | مشكلة:1118156 | المشاكل:902432 | المشكلة:840202 | المشكلات:315298 | مشكلات:279024
166,وَضْع,وضع,noun,,situation;status+[def.gen.],6678054,30,وضع:2336042 | الوضع:1495252 | الأوضاع:460702 | ووضع:415851 | بوضع:381933 | لوضع:275398
167,ماضِي,ماضي,adj,,the+past;bygone,6665772,7,الماضي:4097180 | الماضية:1743178 | الماضى:478158 | الماضيين:156440 | ماضي:98049 | ماضية:50240
168,مُخْتَلِف,مختلف,adj,خ ل ف,different;various+[def.gen.],6587197,14,مختلف:2414769 | المختلفة:1657677 | مختلفة:1574202 | بمختلف:292591 | المختلفه:141110 | لمختلف:114742
169,لَيْزِر,ليزر,noun,,with;by + the+laser,6572774,2,بالليزر:3671029 | الليزر:2901745
170,عَدَم,عدم,noun,ع د م,absence of;lack of;non-+[def.gen.],6548448,7,عدم:3938563 | وعدم:1300053 | بعدم:634966 | لعدم:516958 | عدمه:108549 | العدم:27641
171,إِعْلان,إعلان,noun,ع ل ن,the+declaration;statement;announcement+[def.nom.],6532040,34,الإعلان:900042 | إعلان:847694 | اعلانات:787950 | الإعلانات:707504 | اعلان:565192 | إعلانات:519685
172,ذَكَر,ذكر,verb,ذ ك ر,mention;cite;remember+he;it <verb>,6492715,31,ذكر:1408897 | يذكر:1259407 | وذكر:718730 | ذكرت:677494 | وذكرت:521275 | ذكره:349951
173,أَيّ,أي,noun_quant,,any,6471027,18,اي:3041996 | أى:1050340 | بأي:873224 | اى:549131 | باي:238184 | لاي:153552
174,أَلْف,ألف,noun,,thousand+[def.gen.],6460145,29,ألف:2542239 | آلاف:1077422 | الف:1043942 | ألفا:307258 | الآلاف:288913 | الاف:242595
175,قَرار,قرار,noun,ق ر ر,decision;resolution+[def.gen.],6457014,24,قرار:1989305 | القرار:1688028 | قرارات:576284 | القرارات:564216 | قرارا:410521 | بقرار:215512
176,عِلاج,علاج,noun,ع ل ج,while+medical treatment;therapy;processing+its;his,6433885,21,وعلاجه:1457688 | علاج:1399281 | العلاج:1287890 | وعلاجها:896131 | لعلاج:438828 | للعلاج:153695
177,نَتِيجَة,نتيجة,noun,ن ت ج,result;consequence+[fem.sg.],6384089,21,نتيجة:2057613 | نتائج:1897612 | النتائج:820200 | النتيجة:466919 | بنتيجة:217945 | ونتائج:122248
178,إِلِكْترُونِيّ,إلكتروني,adj,,the+electronic,6357071,27,الإلكتروني:1632816 | الإلكترونية:1283612 | الالكترونية:841311 | الالكتروني:634182 | الكترونية:370868 | إلكترونية:275184
179,ثالِث,ثالث,adj,ث ل ث,the+third+[def.gen.],6333775,11,الثالث:2662494 | الثالثة:2447887 | ثالث:407594 | ثالثة:297226 | ثالثا:223230 | والثالث:118656
180,شَيْء,شيء,noun,,something,6323710,22,شيء:2754492 | شيئا:1060311 | الأشياء:452549 | الشيء:449896 | شئ:366506 | أشياء:257834
181,لَجْنَة,لجنة,noun,ل ج ن,the+council;committee;commission+[fem.sg.],6313529,13,اللجنة:2514604 | لجنة:2446967 | اللجان:344924 | للجنة:343399 | لجان:280774 | ولجنة:84921
182,هَدَف,هدف,noun,ه د ف,by;with+goal;objective;intention+[def.gen.],6310157,40,بهدف:1167145 | الهدف:952135 | هدف:819752 | أهداف:704072 | الأهداف:397648 | هدفا:294872
183,نائِب,نائب,noun,,the+deputy;delegate;vice-+[def.nom.],6291293,19,النائب:1677182 | نائب:1662337 | النواب:1482063 | نواب:407849 | نائبا:199110 | والنائب:148875
184,بَيان,بيان,noun,,communique;statement;declaration+[indef.gen.],6275262,21,بيان:2155370 | بيانات:1259998 | البيانات:975282 | البيان:960733 | بيانا:260344 | وبيان:77693
185,حالَة,حالة,noun,,condition;case;situation+[fem.sg.],6273804,23,حالة:3216366 | الحالة:812663 | حالات:756724 | الحالات:646435 | بحالة:145672 | حالته:105229
186,حَلّ,حل,noun,ح ل ل,solution;dissolution;cancellation+[indef.gen.],6273506,26,حل:1694214 | حلول:958668 | الحل:710774 | وحلول:542724 | الحلول:434841 | لحل:434381
187,عَرْض,عرض,noun,ع ر ض,offers;tenders+[indef.gen.],6212397,26,عروض:1894631 | العرض:880557 | العروض:853624 | لعرض:457407 | أعراض:412474 | بعرض:203563
188,رِسالَة,رسالة,noun,ر س ل,the+letters;messages+[def.gen.],6209563,23,الرسائل:2212387 | رسالة:1635013 | رسائل:892753 | الرسالة:696168 | رسالته:109840 | برسالة:89102
189,شَعْب,شعب,noun,ش ع ب,the+people;nation+[def.gen.],6209101,33,الشعب:3211986 | الشعوب:502626 | شعب:415010 | للشعب:401965 | شعبنا:289972 | والشعب:188094
190,فَقَط,فقط,adv,ف ق ط,only,6202714,2,فقط:6177857 | وفقط:24857
191,كَتَب,كتب,verb,ك ت ب,write+he;it <verb>,6176476,21,كتب:4088628 | كتبت:342735 | يكتب:338514 | وكتب:279515 | كتبه:171824 | تكتب:156021
192,سَلام,سلام,noun,س ل م,the+greeting;salute;salutation+[def.gen.],6171841,10,السلام:4380652 | سلام:716839 | والسلام:574934 | للسلام:208729 | بسلام:87509 | بالسلام:56893
193,عاد,عاد,verb,,he;it+no longer,6167396,26,يعد:1551445 | تعد:1174069 | يعود:877949 | تعود:616104 | عاد:524445 | عادت:228095
194,سابِق,سابق,adj,س ب ق,the+former;previous;preceding+[def.gen.],6109077,11,السابق:2580929 | السابقة:1239274 | سابق:753217 | سابقا:689681 | سابقة:506798 | السابقين:205831
195,قَدَّم,قدم,verb,ق د م,offer;present;introduce+he;it <verb>,6101029,34,قدم:1261637 | يقدم:1042621 | نقدم:555719 | قدمت:500318 | تقدمها:272434 | وقدم:262577
196,نَوْع,نوع,noun,,types;kinds;forms+[def.gen.],6088839,32,أنواع:1328522 | نوع:1236720 | النوع:858412 | انواع:683459 | نوعا:264349 | نوعها:255474
197,نِسْبَة,نسبة,noun,ن س ب,with;by + the+link;relation+[fem.sg.],6076617,13,بالنسبة:1960499 | نسبة:1650982 | بنسبة:1393294 | النسبة:228348 | وبالنسبة:180150 | ونسبة:169029
198,رِياضِيّ,رياضي,adj,,the+sports;sportive;mathematical+[fem.sg.],6040607,17,الرياضية:1737960 | الرياضي:1299574 | الرياضيات:1210509 | رياضية:485770 | رياضيات:281456 | رياضي:270244
199,ساعَة,ساعة,noun,,the+hour;time+[fem.sg.],5989057,17,الساعة:2323284 | ساعة:1639726 | ساعات:1042256 | الساعات:299376 | ساعتين:157113 | لساعات:87170
200,أَعْلَن,أعلن,verb,ع ل ن,announce;declare+he;it <verb>,5986528,24,أعلن:1336044 | أعلنت:1156962 | تعلن:846104 | اعلن:641963 | يعلن:492072 | اعلنت:398385
201,أَراد,أراد,verb,,he;it+want;desire;intend,5961759,40,يريد:1279085 | تريد:1034570 | نريد:433891 | أراد:406916 | يريدون:371497 | أريد:330495
202,مَعْلُومَة,معلومة,noun,ع ل م,the+information;data+[fem.pl.],5939574,11,المعلومات:3003827 | معلومات:1846336 | والمعلومات:249299 | المعلومة:242720 | ومعلومات:186955 | معلومة:150760
203,عَبْر,عبر,noun,ع ب ر,crossing+[def.acc.],5937304,3,عبر:5872839 | عبرها:39749 | عبره:24716
204,مُؤَسَّسَة,مؤسسة,noun,,institution;organization+[fem.sg.],5932348,22,مؤسسة:1725968 | المؤسسات:1195403 | المؤسسة:1109093 | مؤسسات:546939 | والمؤسسات:430811 | ومؤسسات:151790
205,صِحَّة,صحة,noun,ص ح ح,the+health;truth;correctness+[fem.sg.],5920594,17,الصحة:2707227 | صحة:1441573 | والصحة:660083 | صحتك:173821 | الصحه:142639 | بصحة:120199
206,طَلَب,طلب,noun,ط ل ب,requests;demands+[fem.pl.],5915831,20,طلبات:2558816 | الطلب:675276 | الطلبات:630634 | طلبة:374449 | بطلب:362483 | وطلبات:241437
207,عَلِم,علم,verb,ع ل م,be known;be found out+he;it <verb>,5879851,30,علم:2334730 | تعلم:1144935 | يعلم:579197 | وعلم:249220 | نعلم:226619 | علمت:194006
208,حُكْم,حكم,noun,ح ك م,the+judgment;decision+[def.gen.],5866369,28,الحكم:1928852 | حكم:1218861 | أحكام:619461 | الأحكام:336651 | بحكم:243306 | حكما:188238
209,قِصَّة,قصة,noun,ق ص ص,stories+[indef.gen.],5856037,19,قصص:1683537 | القصص:1590541 | قصة:1047398 | القصة:652834 | والقصص:216713 | وقصص:146614
210,مَرَّة,مرة,noun,م ر ر,once;one time+[fem.sg.],5832103,12,مرة:2968701 | مرات:754667 | المرة:666872 | للمرة:611169 | مرتين:318704 | مره:164454
211,مُجْتَمَع,مجتمع,noun,ج م ع,the+society+[def.gen.],5820308,23,المجتمع:3297579 | والمجتمع:627160 | مجتمع:544189 | المجتمعات:361058 | للمجتمع:174485 | مجتمعنا:128639
212,أَهْل,أهل,noun,,qualified+[def.gen.],5800777,38,أهل:1827941 | أهلا:925549 | اهل:345014 | أهالي:332273 | اهلا:215402 | أهله:204366
213,مَصْدَر,مصدر,noun,ص د ر,sources+[def.nom.],5775960,20,مصادر:1796981 | مصدر:1433183 | المصدر:1246526 | المصادر:709503 | مصدرا:102849 | مصدرها:58846
214,قَضِيَّة,قضية,noun,,problem;issue+[fem.sg.],5773562,21,قضية:1560996 | القضية:1197844 | قضايا:1173084 | القضايا:871626 | وقضايا:152622 | بقضية:109778
215,مَكان,مكان,noun,,place;location;position+[indef.gen.],5753624,25,مكان:2078021 | المكان:1101790 | أماكن:615219 | الأماكن:396022 | مكانه:205649 | الاماكن:150457
216,تَسْجِيل,تسجيل,noun,س ج ل,the+registration;recording;documentation+[def.acc.],5740395,16,التسجيل:1951114 | تسجيل:1127600 | للتسجيل:961334 | بتسجيل:701986 | بالتسجيل:332174 | تسجيلات:113826
217,صاحِب,صاحب,noun,ص ح ب,friend;companion+[def.gen.],5735888,26,صاحب:1758356 | أصحاب:1001884 | أصحابها:591027 | لصاحب:351879 | صاحبة:301955 | اصحاب:293883
218,دِين,دين,noun,,the+religion+[def.gen.],5725182,21,الدين:3654460 | دين:478689 | الأديان:359097 | الديون:177413 | والدين:154539 | دينه:117861
219,مَجال,مجال,noun,,area;field;arena;context+[def.gen.],5717918,14,مجال:2641262 | المجال:1213345 | مجالات:843673 | المجالات:712396 | مجالا:77201 | بمجال:60644
220,أَخِير,أخير,adj,,the+last;latest;recent;latter+[fem.sg.],5714796,18,الأخيرة:2438116 | الأخير:1066771 | الاخيرة:713133 | أخيرا:363127 | الاخير:354869 | وأخيرا:264340
221,إِضافَة,إضافة,noun,,with;by + the+addition;appending+[fem.sg.],5699194,16,بالإضافة:1820380 | إضافة:1644945 | اضافة:1031123 | بالاضافة:476623 | بإضافة:199348 | اضافات:106425
222,نادِي,نادي,noun,,club;association,5697514,31,نادي:2223894 | النادي:1229123 | الأندية:338648 | النادى:242440 | أندية:175686 | لنادي:130475
223,أَضاف,أضاف,verb,,and+add+he;it <verb>,5677748,26,وأضاف:2303463 | واضاف:1006723 | وأضافت:508884 | أضاف:295219 | ويضيف:186498 | واضافت:182486
224,ضُعْف,ضعف,noun,ض ع ف,weakness;impotence+[def.gen.],5652992,12,ضعف:4947968 | الضعف:183914 | لضعف:142982 | وضعف:91192 | أضعاف:88468 | اضعاف:38649
225,حَدّ,حد,noun,ح د د,stop;halt+[indef.gen.],5648246,20,حد:1491241 | الحدود:1327491 | الحد:935118 | حدود:891093 | للحد:272028 | بحد:115786
226,طالِب,طالب,noun,ط ل ب,the+students+[def.gen.],5644176,30,الطلاب:1302153 | طلاب:899064 | الطلبة:621856 | الطالب:589695 | للطلاب:241175 | الطالبات:200214
227,تَحْقِيق,تحقيق,noun,ح ق ق,achievement;realization+[def.gen.],5630821,20,تحقيق:2094507 | التحقيق:931995 | لتحقيق:777120 | التحقيقات:397258 | وتحقيق:334197 | للتحقيق:186147
228,فِيدْيُو,فيديو,noun,,video,5603752,10,فيديو:2374804 | الفيديو:1806490 | بالفيديو:410424 | فيديوهات:340402 | والفيديو:299422 | الفيديوهات:167762
229,مُباراة,مباراة,noun,,match;game;competition+[fem.sg.],5600255,16,مباراة:2079984 | المباراة:1492655 | مباريات:912754 | المباريات:452296 | لمباراة:124615 | مباراته:96336
230,عَلاقَة,علاقة,noun,ع ل ق,the+ties;relations;contacts;links+[fem.pl.],5592454,30,العلاقات:1765239 | علاقة:1100414 | العلاقة:908738 | علاقات:575809 | والعلاقات:204841 | للعلاقات:118082
231,حَدِيث,حديث,noun,ح د ث,the+discussion;talk;interview+[def.nom.],5528599,18,الحديث:2484504 | حديث:1236527 | حديثه:389412 | الأحاديث:320489 | والحديث:192251 | أحاديث:186522
232,دِراسَة,دراسة,noun,د ر س,study+[fem.sg.],5514921,19,دراسة:1208326 | الدراسات:1188884 | الدراسة:1130012 | دراسات:520806 | والدراسات:241399 | للدراسات:229026
233,مُدِير,مدير,noun,,director;manager;chief+[def.nom.],5446447,25,مدير:2775312 | المدير:1207282 | ومدير:239952 | مديرة:174954 | مديرا:140702 | بمديرية:136812
234,عَمِل,عمل,verb,ع م ل,it;they;she+work;function;act,5420076,26,تعمل:1672253 | يعمل:1395064 | نعمل:440512 | يعملون:288518 | وعمل:283630 | عملت:232030
235,مُحافَظَة,محافظة,noun,ح ف ظ,province;governorate+[fem.sg.],5405765,15,محافظة:2092596 | المحافظة:1061023 | بمحافظة:531171 | المحافظات:480217 | محافظات:399309 | بالمحافظة:191355
236,نَقْل,نقل,noun,ن ق ل,transportation;transfer+[def.gen.],5404793,12,نقل:2860155 | النقل:1109990 | لنقل:355729 | بنقل:202079 | نقله:197045 | والنقل:188686
237,دُخُول,دخول,noun,د خ ل,the+entrance;penetration+[def.gen.],5394192,13,الدخول:1972677 | دخول:1354920 | لدخول:751774 | بالدخول:626426 | للدخول:173318 | بدخول:112869
