front,frequency,frequency_source,reason
فلمی,2034,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
چوہدری,2033,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
نبی,2029,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
توازن,2023,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لگانے,2018,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مریضوں,2018,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بدہ,2015,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
یقینی,2008,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
دوسروں,2007,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
صوبوں,2005,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لاکہوں,1994,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
وڈیو,1994,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ڈرا,1994,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بالا,1993,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کیجئے,1993,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لائن,1991,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لحاظ,1988,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لگی,1986,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
اتنے,1981,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
نکال,1974,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
دیکہتے,1965,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کرانے,1962,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بسیں,1960,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
رکہتی,1959,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
جیسی,1958,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
فرد,1952,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
دریافت,1940,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ڈاٹ,1933,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
عرصے,1928,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
وزیراعلی,1928,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
زہریلی,1921,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کاموں,1919,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بٹ,1908,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کروں,1908,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بہاری,1906,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مصارف,1906,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
شمالی,1899,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
معاشیات,1896,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کین,1893,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ملتا,1890,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ایشن,1886,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ضروریات,1884,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
جدوجہد,1881,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
انڈین,1879,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ملزمان,1875,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سمجہتے,1874,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لہریں,1867,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
دراندازی,1865,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بطور,1863,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مرتب,1861,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بہوت,1858,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ہونی,1857,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سینئر,1855,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
صنعتی,1854,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پچہلے,1852,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
وڈ,1852,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
متعلقہ,1849,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ریلوے,1846,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پڑ,1842,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
فیڈریشن,1839,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مقرر,1837,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
دہماکے,1835,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ہمراہ,1827,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مرزا,1822,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
رشید,1818,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
قدرتی,1807,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ہائی,1807,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
انور,1800,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
جسمانی,1796,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
موثر,1796,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ندیم,1794,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
فاروق,1786,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سویڈش,1768,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
فرائض,1765,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
فنڈ,1762,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مسٹر,1758,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پوچہا,1742,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پہلو,1728,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مختتم,1724,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
وائرس,1721,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
شپ,1718,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
وسیم,1718,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
موٹر,1715,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ادویات,1713,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
وضاحت,1713,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ملتی,1711,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مرحوم,1709,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
منافع,1706,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ارشد,1701,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لانے,1701,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ایٹمی,1700,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
حکومتوں,1695,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سسٹم,1695,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
طاہر,1688,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کارکنوں,1681,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ڈسٹرکٹ,1681,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ایکڑ,1680,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
زبردست,1675,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مین,1669,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ملازمین,1660,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
برسوں,1659,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
تر,1658,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
براہ,1640,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بیٹہ,1639,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
تنظیموں,1637,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سکور,1631,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کہیلے,1626,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بیٹنگ,1625,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
معاشرتی,1625,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کہڑے,1622,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
چیک,1612,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ایوارڈ,1609,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
فاؤنڈیشن,1606,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ہوئیں,1606,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ناظمین,1603,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سڑکوں,1596,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
دکہ,1595,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
نسبت,1586,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سیمی,1580,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
وصول,1577,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سالوں,1569,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کمپنیوں,1569,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ویسٹ,1567,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سول,1566,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
باب,1562,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
منفی,1559,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بڑہتی,1556,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
نوعیت,1551,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
شعبوں,1550,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پڑہ,1549,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بیماریوں,1544,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
فارم,1541,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لگائے,1540,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
انتخابی,1538,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پیمانے,1537,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
اسلم,1526,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کوششوں,1515,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لیڈر,1514,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مرحلے,1511,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لیکر,1505,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
قیمتیں,1503,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
اعجاز,1495,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سوسائٹی,1494,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
حکمران,1491,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
انڈسٹری,1483,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سمجہا,1482,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بیرون,1480,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بڑہا,1476,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بیٹہے,1476,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
عارف,1468,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بخاری,1463,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کیس,1463,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
وابستہ,1463,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
اہلکار,1461,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سہولتیں,1458,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پارلیمانی,1456,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
دہماکوں,1449,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پہول,1447,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
دیے,1447,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
فوجیوں,1446,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بوجہ,1445,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
اوسط,1443,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بدستور,1443,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
خاتمے,1440,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
موومنٹ,1436,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ڈاکٹروں,1435,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
جانی,1434,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کرایا,1431,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
انہی,1430,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
لیاقت,1425,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مذکورہ,1423,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
باتوں,1422,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
باری,1422,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بلدیاتی,1422,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
الزامات,1420,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ٹیموں,1419,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بولنگ,1417,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
خاں,1417,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
پڑی,1416,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
تعین,1416,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ذخائر,1412,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
ساڑہے,1410,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
کتنی,1410,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
بیشتر,1408,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
نصف,1407,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
مواقع,1404,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
اداکار,1400,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
جتنی,1400,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
میسر,1400,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
سیکورٹی,1399,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
فنڈز,1398,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
نوجوانوں,1398,CLE Urdu top-5000 frequency list,no_two_source_semantic_agreement
