frequency,frequency_source,front,reason
1886,CLE Urdu top-5000 frequency list,ایشن,no_direct_mapping_and_not_indowordnet_lemma
1884,CLE Urdu top-5000 frequency list,ضروریات,no_direct_mapping_and_not_indowordnet_lemma
1875,CLE Urdu top-5000 frequency list,ملزمان,no_direct_mapping_and_not_indowordnet_lemma
1874,CLE Urdu top-5000 frequency list,سمجہتے,no_direct_mapping_and_not_indowordnet_lemma
1867,CLE Urdu top-5000 frequency list,لہریں,no_direct_mapping_and_not_indowordnet_lemma
1863,CLE Urdu top-5000 frequency list,بطور,no_direct_mapping_and_not_indowordnet_lemma
1858,CLE Urdu top-5000 frequency list,بہوت,no_direct_mapping_and_not_indowordnet_lemma
1855,CLE Urdu top-5000 frequency list,سینئر,no_direct_mapping_and_not_indowordnet_lemma
1852,CLE Urdu top-5000 frequency list,پچہلے,no_direct_mapping_and_not_indowordnet_lemma
1852,CLE Urdu top-5000 frequency list,وڈ,no_direct_mapping_and_not_indowordnet_lemma
1839,CLE Urdu top-5000 frequency list,فیڈریشن,no_direct_mapping_and_not_indowordnet_lemma
1838,CLE Urdu top-5000 frequency list,چاہتی,no_direct_mapping_and_not_indowordnet_lemma
1838,CLE Urdu top-5000 frequency list,درآمد,no_direct_mapping_and_not_indowordnet_lemma
1835,CLE Urdu top-5000 frequency list,دہماکے,no_direct_mapping_and_not_indowordnet_lemma
1822,CLE Urdu top-5000 frequency list,مرزا,no_direct_mapping_and_not_indowordnet_lemma
1818,CLE Urdu top-5000 frequency list,رشید,no_direct_mapping_and_not_indowordnet_lemma
1815,CLE Urdu top-5000 frequency list,ہمہ جہت,no_direct_mapping_and_not_indowordnet_lemma
1807,CLE Urdu top-5000 frequency list,ہائی,no_direct_mapping_and_not_indowordnet_lemma
1800,CLE Urdu top-5000 frequency list,انور,no_direct_mapping_and_not_indowordnet_lemma
1794,CLE Urdu top-5000 frequency list,ندیم,no_direct_mapping_and_not_indowordnet_lemma
1786,CLE Urdu top-5000 frequency list,فاروق,no_direct_mapping_and_not_indowordnet_lemma
1776,CLE Urdu top-5000 frequency list,فلمیں,no_direct_mapping_and_not_indowordnet_lemma
1765,CLE Urdu top-5000 frequency list,فرائض,no_direct_mapping_and_not_indowordnet_lemma
1758,CLE Urdu top-5000 frequency list,مسٹر,no_direct_mapping_and_not_indowordnet_lemma
1751,CLE Urdu top-5000 frequency list,زلزلہ زدگان,no_direct_mapping_and_not_indowordnet_lemma
1742,CLE Urdu top-5000 frequency list,پوچہا,no_direct_mapping_and_not_indowordnet_lemma
1735,CLE Urdu top-5000 frequency list,صوبے,no_direct_mapping_and_not_indowordnet_lemma
1732,CLE Urdu top-5000 frequency list,کہنے,no_direct_mapping_and_not_indowordnet_lemma
1724,CLE Urdu top-5000 frequency list,مختتم,no_direct_mapping_and_not_indowordnet_lemma
1718,CLE Urdu top-5000 frequency list,شپ,no_direct_mapping_and_not_indowordnet_lemma
1718,CLE Urdu top-5000 frequency list,وسیم,no_direct_mapping_and_not_indowordnet_lemma
1713,CLE Urdu top-5000 frequency list,ادویات,no_direct_mapping_and_not_indowordnet_lemma
1711,CLE Urdu top-5000 frequency list,ملتی,no_direct_mapping_and_not_indowordnet_lemma
1709,CLE Urdu top-5000 frequency list,مرحوم,no_direct_mapping_and_not_indowordnet_lemma
1706,CLE Urdu top-5000 frequency list,منافع,no_direct_mapping_and_not_indowordnet_lemma
1701,CLE Urdu top-5000 frequency list,ارشد,no_direct_mapping_and_not_indowordnet_lemma
1701,CLE Urdu top-5000 frequency list,لانے,no_direct_mapping_and_not_indowordnet_lemma
1695,CLE Urdu top-5000 frequency list,حکومتوں,no_direct_mapping_and_not_indowordnet_lemma
1688,CLE Urdu top-5000 frequency list,طاہر,no_direct_mapping_and_not_indowordnet_lemma
1681,CLE Urdu top-5000 frequency list,کارکنوں,no_direct_mapping_and_not_indowordnet_lemma
1681,CLE Urdu top-5000 frequency list,ڈسٹرکٹ,no_direct_mapping_and_not_indowordnet_lemma
1669,CLE Urdu top-5000 frequency list,مین,no_direct_mapping_and_not_indowordnet_lemma
1660,CLE Urdu top-5000 frequency list,ملازمین,no_direct_mapping_and_not_indowordnet_lemma
1659,CLE Urdu top-5000 frequency list,برسوں,no_direct_mapping_and_not_indowordnet_lemma
1640,CLE Urdu top-5000 frequency list,براہ,no_direct_mapping_and_not_indowordnet_lemma
1639,CLE Urdu top-5000 frequency list,بیٹہ,no_direct_mapping_and_not_indowordnet_lemma
1637,CLE Urdu top-5000 frequency list,تنظیموں,no_direct_mapping_and_not_indowordnet_lemma
1631,CLE Urdu top-5000 frequency list,سکور,no_direct_mapping_and_not_indowordnet_lemma
1626,CLE Urdu top-5000 frequency list,کہیلے,no_direct_mapping_and_not_indowordnet_lemma
1625,CLE Urdu top-5000 frequency list,بیٹنگ,no_direct_mapping_and_not_indowordnet_lemma
1622,CLE Urdu top-5000 frequency list,کہڑے,no_direct_mapping_and_not_indowordnet_lemma
1606,CLE Urdu top-5000 frequency list,فاؤنڈیشن,no_direct_mapping_and_not_indowordnet_lemma
1606,CLE Urdu top-5000 frequency list,ہوئیں,no_direct_mapping_and_not_indowordnet_lemma
1603,CLE Urdu top-5000 frequency list,ناظمین,no_direct_mapping_and_not_indowordnet_lemma
1596,CLE Urdu top-5000 frequency list,سڑکوں,no_direct_mapping_and_not_indowordnet_lemma
1595,CLE Urdu top-5000 frequency list,دکہ,no_direct_mapping_and_not_indowordnet_lemma
1584,CLE Urdu top-5000 frequency list,لیتا,no_direct_mapping_and_not_indowordnet_lemma
1580,CLE Urdu top-5000 frequency list,سیمی,no_direct_mapping_and_not_indowordnet_lemma
1569,CLE Urdu top-5000 frequency list,سالوں,no_direct_mapping_and_not_indowordnet_lemma
1569,CLE Urdu top-5000 frequency list,کمپنیوں,no_direct_mapping_and_not_indowordnet_lemma
1567,CLE Urdu top-5000 frequency list,ویسٹ,no_direct_mapping_and_not_indowordnet_lemma
1559,CLE Urdu top-5000 frequency list,منفی,no_direct_mapping_and_not_indowordnet_lemma
1556,CLE Urdu top-5000 frequency list,بڑہتی,no_direct_mapping_and_not_indowordnet_lemma
1551,CLE Urdu top-5000 frequency list,نوعیت,no_direct_mapping_and_not_indowordnet_lemma
1550,CLE Urdu top-5000 frequency list,شعبوں,no_direct_mapping_and_not_indowordnet_lemma
1549,CLE Urdu top-5000 frequency list,پڑہ,no_direct_mapping_and_not_indowordnet_lemma
1544,CLE Urdu top-5000 frequency list,بیماریوں,no_direct_mapping_and_not_indowordnet_lemma
1540,CLE Urdu top-5000 frequency list,لگائے,no_direct_mapping_and_not_indowordnet_lemma
1537,CLE Urdu top-5000 frequency list,پیمانے,no_direct_mapping_and_not_indowordnet_lemma
1526,CLE Urdu top-5000 frequency list,اسلم,no_direct_mapping_and_not_indowordnet_lemma
1515,CLE Urdu top-5000 frequency list,کوششوں,no_direct_mapping_and_not_indowordnet_lemma
1511,CLE Urdu top-5000 frequency list,مرحلے,no_direct_mapping_and_not_indowordnet_lemma
1505,CLE Urdu top-5000 frequency list,لیکر,no_direct_mapping_and_not_indowordnet_lemma
1503,CLE Urdu top-5000 frequency list,قیمتیں,no_direct_mapping_and_not_indowordnet_lemma
1495,CLE Urdu top-5000 frequency list,اعجاز,no_direct_mapping_and_not_indowordnet_lemma
1491,CLE Urdu top-5000 frequency list,حکمران,no_direct_mapping_and_not_indowordnet_lemma
1482,CLE Urdu top-5000 frequency list,سمجہا,no_direct_mapping_and_not_indowordnet_lemma
1482,CLE Urdu top-5000 frequency list,منصوبہ بندی,no_direct_mapping_and_not_indowordnet_lemma
1476,CLE Urdu top-5000 frequency list,بڑہا,no_direct_mapping_and_not_indowordnet_lemma
1476,CLE Urdu top-5000 frequency list,بیٹہے,no_direct_mapping_and_not_indowordnet_lemma
1468,CLE Urdu top-5000 frequency list,عارف,no_direct_mapping_and_not_indowordnet_lemma
1463,CLE Urdu top-5000 frequency list,بخاری,no_direct_mapping_and_not_indowordnet_lemma
1458,CLE Urdu top-5000 frequency list,سہولتیں,no_direct_mapping_and_not_indowordnet_lemma
1456,CLE Urdu top-5000 frequency list,پارلیمانی,no_direct_mapping_and_not_indowordnet_lemma
1449,CLE Urdu top-5000 frequency list,دہماکوں,no_direct_mapping_and_not_indowordnet_lemma
1447,CLE Urdu top-5000 frequency list,پہول,no_direct_mapping_and_not_indowordnet_lemma
1447,CLE Urdu top-5000 frequency list,دیے,no_direct_mapping_and_not_indowordnet_lemma
1446,CLE Urdu top-5000 frequency list,فوجیوں,no_direct_mapping_and_not_indowordnet_lemma
1445,CLE Urdu top-5000 frequency list,بوجہ,no_direct_mapping_and_not_indowordnet_lemma
1440,CLE Urdu top-5000 frequency list,خاتمے,no_direct_mapping_and_not_indowordnet_lemma
1436,CLE Urdu top-5000 frequency list,موومنٹ,no_direct_mapping_and_not_indowordnet_lemma
1435,CLE Urdu top-5000 frequency list,ڈاکٹروں,no_direct_mapping_and_not_indowordnet_lemma
1434,CLE Urdu top-5000 frequency list,جانی,no_direct_mapping_and_not_indowordnet_lemma
1432,CLE Urdu top-5000 frequency list,پیش نظر,no_direct_mapping_and_not_indowordnet_lemma
1430,CLE Urdu top-5000 frequency list,انہی,no_direct_mapping_and_not_indowordnet_lemma
1422,CLE Urdu top-5000 frequency list,باتوں,no_direct_mapping_and_not_indowordnet_lemma
1422,CLE Urdu top-5000 frequency list,بلدیاتی,no_direct_mapping_and_not_indowordnet_lemma
1420,CLE Urdu top-5000 frequency list,الزامات,no_direct_mapping_and_not_indowordnet_lemma
1419,CLE Urdu top-5000 frequency list,ٹیموں,no_direct_mapping_and_not_indowordnet_lemma
1416,CLE Urdu top-5000 frequency list,تعین,no_direct_mapping_and_not_indowordnet_lemma
1410,CLE Urdu top-5000 frequency list,ساڑہے,no_direct_mapping_and_not_indowordnet_lemma
1410,CLE Urdu top-5000 frequency list,کتنی,no_direct_mapping_and_not_indowordnet_lemma
1404,CLE Urdu top-5000 frequency list,مواقع,no_direct_mapping_and_not_indowordnet_lemma
1400,CLE Urdu top-5000 frequency list,جتنی,no_direct_mapping_and_not_indowordnet_lemma
1399,CLE Urdu top-5000 frequency list,سیکورٹی,no_direct_mapping_and_not_indowordnet_lemma
1398,CLE Urdu top-5000 frequency list,فنڈز,no_direct_mapping_and_not_indowordnet_lemma
1398,CLE Urdu top-5000 frequency list,نوجوانوں,no_direct_mapping_and_not_indowordnet_lemma
1397,CLE Urdu top-5000 frequency list,بڑہانے,no_direct_mapping_and_not_indowordnet_lemma
1395,CLE Urdu top-5000 frequency list,پہنچنے,no_direct_mapping_and_not_indowordnet_lemma
1392,CLE Urdu top-5000 frequency list,وجوہات,no_direct_mapping_and_not_indowordnet_lemma
1390,CLE Urdu top-5000 frequency list,ناصر,no_direct_mapping_and_not_indowordnet_lemma
1388,CLE Urdu top-5000 frequency list,تینوں,fallback_no_two_source_semantic_agreement
1388,CLE Urdu top-5000 frequency list,ورک,no_direct_mapping_and_not_indowordnet_lemma
1388,CLE Urdu top-5000 frequency list,ویسے,no_direct_mapping_and_not_indowordnet_lemma
1387,CLE Urdu top-5000 frequency list,شخصیات,no_direct_mapping_and_not_indowordnet_lemma
1386,CLE Urdu top-5000 frequency list,جرائم,no_direct_mapping_and_not_indowordnet_lemma
1383,CLE Urdu top-5000 frequency list,پڑہنے,no_direct_mapping_and_not_indowordnet_lemma
1383,CLE Urdu top-5000 frequency list,کب,no_direct_mapping_and_not_indowordnet_lemma
1382,CLE Urdu top-5000 frequency list,انتظامات,no_direct_mapping_and_not_indowordnet_lemma
1382,CLE Urdu top-5000 frequency list,ایکشن,no_direct_mapping_and_not_indowordnet_lemma
1381,CLE Urdu top-5000 frequency list,بنی,no_direct_mapping_and_not_indowordnet_lemma
1381,CLE Urdu top-5000 frequency list,چاروں,no_direct_mapping_and_not_indowordnet_lemma
1374,CLE Urdu top-5000 frequency list,ساتہی,no_direct_mapping_and_not_indowordnet_lemma
1372,CLE Urdu top-5000 frequency list,وکٹیں,no_direct_mapping_and_not_indowordnet_lemma
1371,CLE Urdu top-5000 frequency list,ڈیڑہ,no_direct_mapping_and_not_indowordnet_lemma
1367,CLE Urdu top-5000 frequency list,تہوڑی,no_direct_mapping_and_not_indowordnet_lemma
1361,CLE Urdu top-5000 frequency list,تصاویر,no_direct_mapping_and_not_indowordnet_lemma
1357,CLE Urdu top-5000 frequency list,حلقوں,no_direct_mapping_and_not_indowordnet_lemma
1351,CLE Urdu top-5000 frequency list,انعقاد,no_direct_mapping_and_not_indowordnet_lemma
1349,CLE Urdu top-5000 frequency list,رو,no_direct_mapping_and_not_indowordnet_lemma
1344,CLE Urdu top-5000 frequency list,اختلافات,no_direct_mapping_and_not_indowordnet_lemma
1334,CLE Urdu top-5000 frequency list,کاروں,no_direct_mapping_and_not_indowordnet_lemma
1332,CLE Urdu top-5000 frequency list,کرائی,no_direct_mapping_and_not_indowordnet_lemma
1329,CLE Urdu top-5000 frequency list,کتنے,no_direct_mapping_and_not_indowordnet_lemma
1328,CLE Urdu top-5000 frequency list,لایا,no_direct_mapping_and_not_indowordnet_lemma
1327,CLE Urdu top-5000 frequency list,پرانے,no_direct_mapping_and_not_indowordnet_lemma
1327,CLE Urdu top-5000 frequency list,مردوں,no_direct_mapping_and_not_indowordnet_lemma
1326,CLE Urdu top-5000 frequency list,انسانوں,no_direct_mapping_and_not_indowordnet_lemma
1325,CLE Urdu top-5000 frequency list,گاڑیوں,no_direct_mapping_and_not_indowordnet_lemma
1322,CLE Urdu top-5000 frequency list,ایڈووکیٹ,no_direct_mapping_and_not_indowordnet_lemma
1321,CLE Urdu top-5000 frequency list,مالیت,no_direct_mapping_and_not_indowordnet_lemma
1320,CLE Urdu top-5000 frequency list,کہی,no_direct_mapping_and_not_indowordnet_lemma
1319,CLE Urdu top-5000 frequency list,سیکریٹری,no_direct_mapping_and_not_indowordnet_lemma
1314,CLE Urdu top-5000 frequency list,آنکہیں,no_direct_mapping_and_not_indowordnet_lemma
1313,CLE Urdu top-5000 frequency list,چلنے,no_direct_mapping_and_not_indowordnet_lemma
1312,CLE Urdu top-5000 frequency list,اہلکاروں,no_direct_mapping_and_not_indowordnet_lemma
1311,CLE Urdu top-5000 frequency list,روکنے,no_direct_mapping_and_not_indowordnet_lemma
1306,CLE Urdu top-5000 frequency list,اظہر,no_direct_mapping_and_not_indowordnet_lemma
1304,CLE Urdu top-5000 frequency list,لائے,no_direct_mapping_and_not_indowordnet_lemma
1303,CLE Urdu top-5000 frequency list,بچانے,no_direct_mapping_and_not_indowordnet_lemma
1302,CLE Urdu top-5000 frequency list,ارباب,no_direct_mapping_and_not_indowordnet_lemma
1300,CLE Urdu top-5000 frequency list,دریں,no_direct_mapping_and_not_indowordnet_lemma
1299,CLE Urdu top-5000 frequency list,مجید,no_direct_mapping_and_not_indowordnet_lemma
1298,CLE Urdu top-5000 frequency list,آپس,no_direct_mapping_and_not_indowordnet_lemma
1295,CLE Urdu top-5000 frequency list,بدولت,no_direct_mapping_and_not_indowordnet_lemma
1295,CLE Urdu top-5000 frequency list,مخدوم,no_direct_mapping_and_not_indowordnet_lemma
1289,CLE Urdu top-5000 frequency list,حزب,no_direct_mapping_and_not_indowordnet_lemma
1288,CLE Urdu top-5000 frequency list,حمید,no_direct_mapping_and_not_indowordnet_lemma
1283,CLE Urdu top-5000 frequency list,حضرات,no_direct_mapping_and_not_indowordnet_lemma
1280,CLE Urdu top-5000 frequency list,زکوۃ,no_direct_mapping_and_not_indowordnet_lemma
1279,CLE Urdu top-5000 frequency list,جانتے,no_direct_mapping_and_not_indowordnet_lemma
1277,CLE Urdu top-5000 frequency list,بہائیوں,no_direct_mapping_and_not_indowordnet_lemma
1277,CLE Urdu top-5000 frequency list,پانے,no_direct_mapping_and_not_indowordnet_lemma
1276,CLE Urdu top-5000 frequency list,سمجہتا,no_direct_mapping_and_not_indowordnet_lemma
1276,CLE Urdu top-5000 frequency list,لگائیں,no_direct_mapping_and_not_indowordnet_lemma
1271,CLE Urdu top-5000 frequency list,چیزیں,no_direct_mapping_and_not_indowordnet_lemma
1263,CLE Urdu top-5000 frequency list,منصوبوں,no_direct_mapping_and_not_indowordnet_lemma
1261,CLE Urdu top-5000 frequency list,کہلے,no_direct_mapping_and_not_indowordnet_lemma
1259,CLE Urdu top-5000 frequency list,قیدیوں,no_direct_mapping_and_not_indowordnet_lemma
1255,CLE Urdu top-5000 frequency list,قادری,no_direct_mapping_and_not_indowordnet_lemma
1253,CLE Urdu top-5000 frequency list,دیکہنا,no_direct_mapping_and_not_indowordnet_lemma
1253,CLE Urdu top-5000 frequency list,سپریم,no_direct_mapping_and_not_indowordnet_lemma
1250,CLE Urdu top-5000 frequency list,آفیسر,no_direct_mapping_and_not_indowordnet_lemma
1245,CLE Urdu top-5000 frequency list,ترین,no_direct_mapping_and_not_indowordnet_lemma
1242,CLE Urdu top-5000 frequency list,سوالات,no_direct_mapping_and_not_indowordnet_lemma
1240,CLE Urdu top-5000 frequency list,صلاحیتوں,no_direct_mapping_and_not_indowordnet_lemma
1236,CLE Urdu top-5000 frequency list,تعلقہ,no_direct_mapping_and_not_indowordnet_lemma
1235,CLE Urdu top-5000 frequency list,امیدواروں,no_direct_mapping_and_not_indowordnet_lemma
1234,CLE Urdu top-5000 frequency list,عملدرآمد,no_direct_mapping_and_not_indowordnet_lemma
1233,CLE Urdu top-5000 frequency list,دوں,no_direct_mapping_and_not_indowordnet_lemma
1232,CLE Urdu top-5000 frequency list,عناصر,no_direct_mapping_and_not_indowordnet_lemma
1231,CLE Urdu top-5000 frequency list,بہیج,no_direct_mapping_and_not_indowordnet_lemma
1231,CLE Urdu top-5000 frequency list,مسعود,no_direct_mapping_and_not_indowordnet_lemma
1229,CLE Urdu top-5000 frequency list,پرائیویٹ,no_direct_mapping_and_not_indowordnet_lemma
1228,CLE Urdu top-5000 frequency list,سونے,no_direct_mapping_and_not_indowordnet_lemma
1228,CLE Urdu top-5000 frequency list,عہدے,no_direct_mapping_and_not_indowordnet_lemma
1225,CLE Urdu top-5000 frequency list,پرانی,no_direct_mapping_and_not_indowordnet_lemma
1222,CLE Urdu top-5000 frequency list,دیکہیں,no_direct_mapping_and_not_indowordnet_lemma
1222,CLE Urdu top-5000 frequency list,راشد,no_direct_mapping_and_not_indowordnet_lemma
1221,CLE Urdu top-5000 frequency list,بنائیں,no_direct_mapping_and_not_indowordnet_lemma
1219,CLE Urdu top-5000 frequency list,صارفین,no_direct_mapping_and_not_indowordnet_lemma
1218,CLE Urdu top-5000 frequency list,اشرف,no_direct_mapping_and_not_indowordnet_lemma
