rank,front,meaning,frequency_evidence,frequency_source,semantic_support,kaikki_readurdu_agree,kaikki_word2word_agree,readurdu_word2word_agree,kaikki_meaning,readurdu_meaning,word2word_meaning
1153,سمندر,sea; ocean; vast; boundless,1328,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"sea, ocean; vast; boundless; limitless (entity, land etc.)","n. sea, ocean; vast; boundless; limitless (entity, land etc.) | Platts: (said to be fr. sām, 'fire'+andar, 'in')",sea; ocean; ere; O; forthwith
1154,پرانے,plural masculine of پُرانا (purānā — old (ie. of an earlier time,1327,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"plural masculine of پُرانا (purānā — old (ie. of an earlier time, in the past))",old; times; regimen; Chasing; enchantress
1155,مختصر,concise; abbreviated; brief; short (in duration or area),1327,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"concise; abbreviated; brief, short (in duration or area)","adj. brief, short (in duration or area); concise; abbreviated | Platts: (pass. part. of اختصر 'to abridge, curtail,' &c., viii of خصر; but prob. fr. ḵẖaṣr, 'middle; waist'), part. &…",short; tiny; cut; weird; hundreds
1156,استحکام,courage; establishment; stability; firmness,1320,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"courage; establishment, stability, firmness, corroboration, ratification, fastness, prolongation","n. establishment, stability, firmness, corroboration, ratification, fastness, prolongation; courage | Platts:",find; their; or; populace; stability
1157,دلچسپ,interesting,1319,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,interesting,interesting,exciting; fascinating; interesting; Interesting; intriguing
1158,دراصل,in reality; in fact; actually; truly,1318,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"in reality, in fact, actually, truly, in essence, in origin","in reality, in fact, actually, truly, in essence, in origin",Actually; really; ACTUALLY; WELL; YESTERDAY
1159,تکمیل,finishing; completion; conclusion,1314,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"finishing, completion, conclusion","n. finishing, completion, conclusion | Platts:",updates; Something; collecting; finished; already
1160,تیس,thirty,1313,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,thirty,num. thirty | Platts:,Thirty; Thirty-eight; seconds; Twenty; turn
1161,شعور,consciousness; puberty; maturity; intellect,1313,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"consciousness; puberty, maturity; intellect, wisdom; good sense","n. intellect, wisdom; good sense; consciousness; puberty, maturity | Platts: (inf. n. of شعر 'to know, to understand,' &c.)",wisdom; remains; men; Our; all
1162,سنچری,century,1312,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,century,century,hundred; point; fucking; got; at
1163,حساب,account; calculation; arithmetic,1309,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"account; viewpoint, perspective; calculation; arithmetic","n. account; calculation; arithmetic; bill (a list of items needed to paid for) | Platts: (inf. n. of حسب, and also of iii of حسب 'to number,' &c.)",miscalculation; anytime; tiny; One; anyone
1164,چوری,theft,1307,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,theft,n. theft | Platts:,steal; stealing; stolen; thief; STOLEN
1165,رخ,face; cheek; direction; attention,1306,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"rook; face, cheek; direction, attention","n. face, cheek; appearance, countenance; direction, attention | Platts:",informant; daddy; critical; With; course
1166,ایوان,hall; palace,1304,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,hall; porch; palace,n. hall; palace; chamber | Platts:,
1167,چاند,moon,1301,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,moon; silver; a crown,n. moon; a lunar month; the last day of the month. | Platts:,moon; More; than; -; the
1168,گرفتاری,arrest,1296,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"s.f. Seizure, capture, arrest, apprehension; — captivity, imprisonment, bondage; embarrassment, entanglement",arrest; understood; immediate; arraign; vandalism
1169,بدولت,through (someone); due to; by the grace (of); by the generosity (of),1295,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"through (someone), due to; by the grace (of), by the generosity (of)","through (someone), due to; by the grace (of), by the generosity (of)",
1170,مخدوم,lord,1295,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,lord,"n. lord | Platts: (pass. part. of خدم 'to serve'), part. Served, waited on; —",
1171,ترکی,the Turkish language; a horse of Turkish breed; Turkish,1294,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"the Turkish language; a horse of Turkish breed; of or belonging to a Turk; Turkish, Turk-like",Turkey; Turkish,Turkish; Turkey; venerable; harem; disease
1172,غذا,food; diet; victuals; provisions,1288,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"food, diet, victuals, provisions","food, diet, victuals, provisions",diet; watch; your; I
1173,محفل,assembly; gathering,1283,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,assembly; gathering; congregation,"gathering, assembly",rooms; chat; online; over; someone
1174,زکوۃ,alms; charity; Almsgiving; zakat,1280,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"alms, charity; Almsgiving; zakat, one of the five pillars of Islam","alms, charity; Almsgiving; zakat, one of the five pillars of Islam",
1175,ظلم,oppression,1280,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,True,"tyranny, oppression; wrongdoing, misdeed, injustice","oppression, cruelty",oppressed; cruelty; arrogance; From; being
1176,جانتے,know (,1279,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,know (plural of جاننا),know; KNOW; knew; -I; knows
1177,ترجمہ,translation,1276,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"rendering, rendition; translation; interpretation",translation,examples; forms; dialect; translate; speak
1178,جون,June,1276,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,June,name: June | Platts:,June; Can; bun; hot; seat
1179,جہاز,craft; plane; ship,1272,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"craft; plane, ship","n. plane, ship; craft; clipping of ہَوائی جَہاز (havāī jahāz, “aircraft”) | Platts:",ship; plane; spaceship; Stop; Evanston
1180,چیزیں,“thing”),1271,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"direct plural of چِیز (cīz, “thing”)",things; stuff; Things; rethink; unite
1181,مرضی,need; will; choice,1269,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,need; will; choice,n. choice; will; need,wish; will; bends; Does; confuse
1182,سوار,rider; horseman,1267,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"rider, horseman","n. rider, horseman | Platts: ( = S.",ride; Ride; Wanna; bride; BUY
1183,جنم,birth; emergence,1265,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,birth; emergence,n. birth; emergence | Platts:,begs; One; another; Soft; stoop
1184,تب,then,1261,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,then,"adv. then | Platts: adv. & conj. Then, at that time; afterwards; thereupon; therefore, hence: — tab-bhī, adv. Even then, then too…",woods; Into; since; Then; Fine
1185,سردی,the cold; winter (season of the year),1258,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,the cold; shivering; winter (season of the year),"n. the cold; winter (season of the year); the common cold, flu (ie. illness) | Platts:",sweaty; shirt; winter; catch; change
1186,افواج,forces,1255,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"forces, armies (plural of فوج)",forces; combine; outmatched; contacting; military
1187,نمائندگی,representation (broadly; not limited.),1255,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"representation (broadly, not limited.)","representation (broadly, not limited.)",represent; Represent; warn; Strategic; Scientific
1188,آفیسر,officer,1250,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,officer,officer,Corporal; Talk; fit; officers; thank
1189,نشست,seat; session; sitting,1250,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,False,"seat; session; gathering, sitting","s.f. Sitting; session; — fixing; — position, attitude; — a sitting-room (i.q. nishast-gāh): —…",seat; Grab; a
1190,انتہا,limit,1249,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"end; limit, extent","extreme, utmost limit",everlasting; ends; Creator; Earth; traded
1191,پاؤں,leg; foot,1247,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,leg; foot; interference; meddling,foot; footprint; leg,feet; foot; Raise; Everyone; cold
1192,سیٹ,a seat,1246,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,a seat,set; seat; boss; ringer; vibrate
1193,توانائی,energy; power; ability; strength,1244,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"energy; power, ability, strength","n. energy; power, ability, strength | Platts:",energy; passion; stops; signature; ENERGY
1194,ترجیح,priority; preference; precedence,1243,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"priority; preference, precedence","n. preference, precedence; priority | Platts:",prefer; priority; live; dealer; reveal
1195,ٹن,ton,1243,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,ton,tin; making; foil; hat; ton
1196,سوالات,“question”),1242,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"n. formal plural of سَوَال (savāl, “question”) | Platts:",questions; disappearance; raises; intentionally; answered
1197,صلاحیتوں,plural,1240,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,plural oblique of صَلاحِیَّت (salāhiyyat — capability; capacity (to do or carry out something),capabilities; beyond; working; architecture; oppression
1198,امیدواروں,contestant (in an election or examinati),1235,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"plural oblique of اُمِّیدْوار (ummīdvār — candidate, contestant (in an election or examinati)",candidates; breaking; see; are; in
1199,گرام,gram (unit of mass),1235,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,gram (unit of mass),gram,150; kilograms; popped; high; explosives
1200,خفیہ,concealed; secret,1233,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,concealed; secret,"adj. concealed; secret | Platts: (for A. خفية ḵẖufyat, fem.; inf. n. of خفي 'to hide oneself,' &c.), adj. &",secret; covert; undercover; build; encryption
1201,ٹکٹ,ticket,1233,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,ticket,ticket,ticket; Tickets; Could; stamps; top
1202,رحمت,inf. n. of رحم 'to have mercy'),1231,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"(for A. رحمة, inf. n. of رحم 'to have mercy')",mercy; Mercy; battered; Consider; swarming
1203,حرکت,v.n. fr. حرك 'to move'),1224,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"(for A. حرکة ḥarakat, fem.; v.n. fr. حرك 'to move')",Move; Hustle; Let; maintained; 3D
1204,نقطہ,dot; nuqta,1223,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,True,dot; focus; nuqta,"n. nuqta; point; dot | Platts: (for A. نقطة nuqt̤at, v.n. fr. نقط 'to mark (a letter) with (the diacritical) points')",point; POINT; missing; THE; GUESS
1205,ریڈیو,radio,1222,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,radio,radio,radio; RADIO; CHATTER; transmitter; CONTINUE
1206,جناب,sir; mister; Excellency; Honour,1221,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"sir, mister; Excellency, Honour","n. sir, mister; Excellency, Honour; form of address for a judge | Platts:",sir; Mr; Sir; Mister; Luthor
1207,رواں,flowing; fluent; well-versed,1219,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"flowing; fluent, well-versed; free (ie. of part of a machine)","flowing; fluent, well-versed; en route, set off (of a vehicle, group etc. on a journey)",climate; current; able; being; Staff
1208,باز,skilled in,1218,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"skilled in; open, open wide; hawk, falcon, eagle",suffix skilled in | Platts: act. part. [of bāḵẖtan; rt. Zend baz; S.,Cheater; thrower; crimes; communicate; Whatever
1209,طالبان,Taliban,1217,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"Taliban (a Deobandi Islamist and largely Pashtun religious political movement founded in Afghanistan in 1994 by mullah Mohammad Omar, which has governed the country from 1996 to 2001 and since 2021)",the Taliban; seekers (plural of طالب),Former; Taliban; claim; officials; hanging
1210,اغوا,abduction; kidnapping,1214,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"abduction, kidnapping","n. abduction, kidnapping | Platts:",kidnapped; kidnap; response; She; runs
1211,روح,soul; spirit,1214,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"soul, spirit; essence, quintessence","soul, spirit",spirit; soul; her; Too; independent
1212,شہرت,fame,1214,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"notoriety; fame, reputation; renown",fame,
1213,معاہدہ,a peace treaty; agreement,1214,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"a peace treaty, accord; an alliance; confederacy; contract; agreement; the matter which is legally enforceable","agreement, treaty",agreement; extradition; quiet; does; discreet
1214,قدیم,ancient; old (ie. historical),1213,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"ancient, old (ie. historical); obsolete (ie. no longer in existence, or use); eternal (something which has existed since the beginning and has no end, such as God)","ancient, old",oldest; wisdom; remains; Beneath; container
1215,مبنی,based; founded (on); foundation; base,1213,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"based, founded (on); foundation, base, origin","n. foundation, base, origin | Platts: (pass. part. of بنی 'to build,' &c.), part. Built, constructed, formed; founded, based (on); — (in",driven; diagrams; mapped; based; These
1216,منزل,destination (of a journey),1213,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,a line; house; abode; destination (of a journey),destination; storey,floor; ground; arrive; engulfed; destination
1217,نوٹس,notice,1213,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,notice,notice; isn; properly; further; scratches
1218,ایمان,faith; belief,1212,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,creed; intention; faith; belief,"faith, belief; integrity",faith; Faith; Evasion; dishonesty; Synesius
1219,قاتل,killer; murderer; assassin,1209,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"killer, murderer, assassin","n. killer, murderer, assassin | Platts: (act. part. of قتل 'to kill'), part.",murderer; killer; assassin; Murderer; Cage
