frequency_evidence,frequency_source,front,kaikki,readurdu,reason,word2word
3064,CLE Urdu top-5000 frequency list,دودہ,,(see dūd),not_indowordnet_lemma,
3051,CLE Urdu top-5000 frequency list,شعبہ,,"(for A. شعبة shǒʻbat, v.n. fr. شعب 'to collect;' 'to separate,' &c.)",ambiguous_direct_mapping_tied_after_corroboration,department; deep-science; Nazi; This; division
3041,CLE Urdu top-5000 frequency list,ہاتہوں,,,not_indowordnet_lemma,
3040,CLE Urdu top-5000 frequency list,خالد,,,not_indowordnet_lemma,Khalid; thinking; Shaikh; Mohammed; facilitators
3032,CLE Urdu top-5000 frequency list,ملین,,"(act. part. of ليّن 'to smooth; to soften,' &c., ii of لان (for لين) 'to be smooth,' &c.)",ambiguous_direct_mapping_tied_after_corroboration,million; PM; Five; Buried; 30
3019,CLE Urdu top-5000 frequency list,کہیلوں,,,not_indowordnet_lemma,
3014,CLE Urdu top-5000 frequency list,مقابلے,,,not_indowordnet_lemma,than; 13; Than; More; 00
2964,CLE Urdu top-5000 frequency list,رہتی,,feminine singular of رَہْنا (rahnā — to live),not_indowordnet_lemma,Guy; confused; His; ingesting; poisonous
2958,CLE Urdu top-5000 frequency list,اکرم,,"adj. compar. & superl. (of کريم karīm), Most merciful; very kind, very generous, bountiful",not_indowordnet_lemma,
2927,CLE Urdu top-5000 frequency list,نمایاں,,alternative form of,direct_mapping_without_independent_corroboration,
2918,CLE Urdu top-5000 frequency list,نیٹ,,,direct_mapping_without_independent_corroboration,interconnected; cave; parallel; global; cutouts
2911,CLE Urdu top-5000 frequency list,ملنے,,,not_indowordnet_lemma,meet; meeting; None; scene; schedule
2909,CLE Urdu top-5000 frequency list,طریقے,,plural direct of طَرِیقَہ (tarīqa — method),not_indowordnet_lemma,everything; rethink; ways; posters; correctly
2904,CLE Urdu top-5000 frequency list,سردار,,"(sar+dār, q",direct_mapping_without_independent_corroboration,Warlord; Kosh; payment; A; from
2900,CLE Urdu top-5000 frequency list,ایل,,the English letter L (in acronyms),direct_mapping_without_independent_corroboration,Kal-El; LA; days; SQL; injections
2880,CLE Urdu top-5000 frequency list,دورے,,,not_indowordnet_lemma,manage; visit; how; take; join
2869,CLE Urdu top-5000 frequency list,طلبہ,,"(for A. طلبة, pl. of t̤ālib)",not_indowordnet_lemma,
2859,CLE Urdu top-5000 frequency list,چاہتا,,wants (masculine),not_indowordnet_lemma,wants; wanted; WILL; wishes; Nizam
2851,CLE Urdu top-5000 frequency list,پائی,,"s.f. A small copper coin; the fourth part of an ānā or anna, a paisā or pice; a vertical line (in Hindī…",fallback_no_two_source_agreement,pseudonym; found; This; dead; which
2842,CLE Urdu top-5000 frequency list,دیر,,"(rare) [old P. drañga; Pehl. darg, der; Zend daregha, fr. darez = S.",ambiguous_direct_mapping_tied_after_corroboration,late; long; longer; running; Late
2835,CLE Urdu top-5000 frequency list,ریکارڈ,,record,ambiguous_direct_mapping_tied_after_corroboration,records; RECORDED; record; wrongs; indicate
2816,CLE Urdu top-5000 frequency list,تلاش,,(prob.,ambiguous_direct_mapping_tied_after_corroboration,find; Find; looking; search; searching
2806,CLE Urdu top-5000 frequency list,اثرات,,"plural formal of اَثَر (asar — result, consequence, impact)",not_indowordnet_lemma,effects; influences; RIPPLING; EFFECTS; THROUGHOUT
2801,CLE Urdu top-5000 frequency list,ضلعی,,,not_indowordnet_lemma,
2788,CLE Urdu top-5000 frequency list,پڑا,,,not_indowordnet_lemma,had; suffered; ropes; snake; groveling
2783,CLE Urdu top-5000 frequency list,آئیں,,,not_indowordnet_lemma,Come; show; changes; joining; Will
2779,CLE Urdu top-5000 frequency list,پڑتا,,,not_indowordnet_lemma,matters; interfere; practices; skills; trading
2778,CLE Urdu top-5000 frequency list,اینڈ,,"city in and county seat of Garfield County, Oklahoma, United States",not_indowordnet_lemma,calling; civilian; Thank; personnel; Incorporated
2770,CLE Urdu top-5000 frequency list,وسائل,,,direct_mapping_without_independent_corroboration,Damaging; environment; resources; compete; useless
2762,CLE Urdu top-5000 frequency list,گہنٹے,,,not_indowordnet_lemma,
2754,CLE Urdu top-5000 frequency list,آنکہوں,,,not_indowordnet_lemma,
2743,CLE Urdu top-5000 frequency list,ڈے,,,not_indowordnet_lemma,perilous; Day; trading; sport; Favorite
2728,CLE Urdu top-5000 frequency list,طویل,,,ambiguous_direct_mapping_tied_after_corroboration,long; longest; taller; -Too; Taller
2684,CLE Urdu top-5000 frequency list,ذیل,,"s.m. The latter, hinder, last, or hindmost part (of anything), lower part, bottom; supplementary part; skirt,…",not_indowordnet_lemma,below; Stay; FOLLOWING; COUNTIES; INCLUDING
2677,CLE Urdu top-5000 frequency list,سنگہ,,,not_indowordnet_lemma,
2677,CLE Urdu top-5000 frequency list,فنکار,,,direct_mapping_without_independent_corroboration,
2657,CLE Urdu top-5000 frequency list,آٹہ,,,not_indowordnet_lemma,
2651,CLE Urdu top-5000 frequency list,میران,,s.m. A portion paid to the head of a department out of the fees received by the inferior officers…,not_indowordnet_lemma,wants; us; He; him; go
2647,CLE Urdu top-5000 frequency list,مجلس,,(n. of place fr. جلس 'to sit'),direct_mapping_without_independent_corroboration,October; bump; conversation; political; having
2646,CLE Urdu top-5000 frequency list,مشکلات,,"s.f. pl. (of mushkil), Difficulties; intricacies; doubts, &c.",not_indowordnet_lemma,-This; troubles; resolved; problems; difficulties
2632,CLE Urdu top-5000 frequency list,کوچ,,"s.m. Armour, mail, coat of mail, cuirass; — an amulet, a charm (part of a mantra, or a mystical verse or…",ambiguous_direct_mapping_tied_after_corroboration,Coach; armor; coach; layer; Armor
2628,CLE Urdu top-5000 frequency list,پریس,,,direct_mapping_without_independent_corroboration,press; swarming; Free; Press; BAT
2628,CLE Urdu top-5000 frequency list,لگتا,,part.,not_indowordnet_lemma,think; guess; seems; Looks; sounds
2627,CLE Urdu top-5000 frequency list,رکہی,,"s.m. Protector, guardian ( = rakshak",not_indowordnet_lemma,
2625,CLE Urdu top-5000 frequency list,نیشنل,,,not_indowordnet_lemma,National; Pentagon; Or; away; contact
2622,CLE Urdu top-5000 frequency list,منصوبے,,,not_indowordnet_lemma,project; HAD; THINK; DIDN; headlines
2617,CLE Urdu top-5000 frequency list,دلچسپی,,interest,ambiguous_direct_mapping_tied_after_corroboration,interested; interest; underdogs; context; ahead
2615,CLE Urdu top-5000 frequency list,سعید,,,direct_mapping_without_independent_corroboration,Sayeed; phone; Roomi; Taimur; Mmm-hmm
2613,CLE Urdu top-5000 frequency list,چلے,,"moved, went (plural)",not_indowordnet_lemma,outta; gone; OUTTA; Here; GET
2612,CLE Urdu top-5000 frequency list,اخراجات,,"s.m. (pl. of the above), Expenses, disbursements, costs, charges",not_indowordnet_lemma,Keep; end; rice; Your; sold
2605,CLE Urdu top-5000 frequency list,مار,,adj. &,direct_mapping_without_independent_corroboration,kill; shoot; killed; kiss; weapon
2590,CLE Urdu top-5000 frequency list,تجویز,,"s.f. Permitting, allowing; approving; permission; approbation; inquiring into, examining, considering;…",direct_mapping_without_independent_corroboration,idea; suggestion; humble; adviser; affair
2585,CLE Urdu top-5000 frequency list,گورنمنٹ,,,not_indowordnet_lemma,
2567,CLE Urdu top-5000 frequency list,ورلڈ,,,not_indowordnet_lemma,At; world; left; World-Wide-Web; Everyone
2563,CLE Urdu top-5000 frequency list,کرنی,,"s.f. An action, act, deed, doing; business",direct_mapping_without_independent_corroboration,talk; gotta; speak; hurry; breathe
2558,CLE Urdu top-5000 frequency list,سرگرمیوں,,,not_indowordnet_lemma,specializes; escalated; cartel; responding; pulling
2546,CLE Urdu top-5000 frequency list,کیمپ,,,ambiguous_direct_mapping_tied_after_corroboration,camp; exiting; Oscar; five-two; overboard
2544,CLE Urdu top-5000 frequency list,دکہائی,,"s.f. Showing (one self, itself, &c.), coming in sight, appearance…",not_indowordnet_lemma,
2540,CLE Urdu top-5000 frequency list,ہزاروں,,,fallback_no_two_source_agreement,Thousands; POURING; STATE; INTO; hijacked
2533,CLE Urdu top-5000 frequency list,اسٹاف,,,ambiguous_direct_mapping_tied_after_corroboration,Staff; AWOL; ;; CNN; earlier
2529,CLE Urdu top-5000 frequency list,فرق,,(inf. n. of فرق 'to make a separation or distinction' (between)),ambiguous_direct_mapping_tied_after_corroboration,matter; difference; probability; changes; Right
2527,CLE Urdu top-5000 frequency list,اننگز,,division of a cricket match during which a team takes its turn at batting,not_indowordnet_lemma,
2523,CLE Urdu top-5000 frequency list,رکہے,,,not_indowordnet_lemma,
2514,CLE Urdu top-5000 frequency list,جہوٹ,,,not_indowordnet_lemma,
2511,CLE Urdu top-5000 frequency list,پوزیشن,,,not_indowordnet_lemma,position; Hawaii; regime; very; Never
2510,CLE Urdu top-5000 frequency list,اضافے,,,not_indowordnet_lemma,ALWAYS; BUSY; RAISING; CAUSE; THESE
2509,CLE Urdu top-5000 frequency list,بننے,,,not_indowordnet_lemma,becoming; Aware; serve; medic; Blithe
2507,CLE Urdu top-5000 frequency list,سروس,,"service; duty, work",ambiguous_direct_mapping_tied_after_corroboration,service; SERVICE; Service; Secret; WENT
2506,CLE Urdu top-5000 frequency list,عائد,,"(act. part. of عود 'to return,' &c.), part.",not_indowordnet_lemma,banned; charged; blame; Why; Yes
2503,CLE Urdu top-5000 frequency list,سمجہ,,,not_indowordnet_lemma,
2502,CLE Urdu top-5000 frequency list,کردہ,,"done, made (Persian participle: قائم کردہ = established)",not_indowordnet_lemma,become; volunteer; Then; effectively; swiftly
2497,CLE Urdu top-5000 frequency list,قیمتوں,,,not_indowordnet_lemma,
2481,CLE Urdu top-5000 frequency list,الطاف,,"s.m. pl. (of لطف lut̤f,), Kindnesses, favours",not_indowordnet_lemma,
2480,CLE Urdu top-5000 frequency list,رکہیں,,,not_indowordnet_lemma,
2455,CLE Urdu top-5000 frequency list,اندازہ,,"estimate, guess (a rough calculation that approximates the actual value); hypothesis (a conjecture to the cause or purpose of something)",ambiguous_direct_mapping_tied_after_corroboration,idea; no; clue; Do; sir
2455,CLE Urdu top-5000 frequency list,نتائج,,s.m. pl. (of natīja,not_indowordnet_lemma,results; consequences; Efficiency; laboratory; observations
2450,CLE Urdu top-5000 frequency list,تباہی,,"s.f. Ruin, wreck, destruction, perdition; wretchedness, misery; wickedness, depravity: — tabāhī-zada",ambiguous_direct_mapping_tied_after_corroboration,THE; DEVASTATION; destruction; SO; DISTRACTION
2444,CLE Urdu top-5000 frequency list,سٹی,,,direct_mapping_without_independent_corroboration,LAKE; HAVASU; NEEDLES; BLYTHE; LAUGHLIN
2424,CLE Urdu top-5000 frequency list,طالب,,seeker (طالب علم = student),direct_mapping_without_independent_corroboration,student; Hampshire; Twenty-six; Med; kid
2411,CLE Urdu top-5000 frequency list,ٹیلی,,,not_indowordnet_lemma,Telephone; telephone; forth; continue; TELEPHONE
2408,CLE Urdu top-5000 frequency list,جنہوں,,,not_indowordnet_lemma,who; people; holding; finish; miracles
2404,CLE Urdu top-5000 frequency list,میڈیا,,media,not_indowordnet_lemma,mainstream; standards; By; anymore; social
2388,CLE Urdu top-5000 frequency list,مظفر,,"(pass. part. of ظفّر 'to cause to be successful, or victorious,' ii of ظفر 'to be successful,' &c.), part.…",direct_mapping_without_independent_corroboration,
2387,CLE Urdu top-5000 frequency list,کیں,,did (feminine plural of کرنا),not_indowordnet_lemma,seized; 17; suffered; See; They
2386,CLE Urdu top-5000 frequency list,مجہ,,,not_indowordnet_lemma,
2358,CLE Urdu top-5000 frequency list,کورٹ,,court,ambiguous_direct_mapping_tied_after_corroboration,court-martial; Court; Refuse; recourse; duration
2355,CLE Urdu top-5000 frequency list,ایچ,,the English letter H (in acronyms),not_indowordnet_lemma,H-HELP; Hm; Doctor; outsmart; Ph
2344,CLE Urdu top-5000 frequency list,مقابلہ,,"(for A. مقابلة muqābalat, inf. n. of قابل 'to stand over against, to face,' &c., iii of قبل 'to look to the…",ambiguous_direct_mapping_tied_after_corroboration,competition; contest; Like; fight; 1200
2342,CLE Urdu top-5000 frequency list,شعبے,,,not_indowordnet_lemma,sector; school; Probably; happy; too
2341,CLE Urdu top-5000 frequency list,گہروں,,,not_indowordnet_lemma,
2341,CLE Urdu top-5000 frequency list,مقام,,"(inf. n., and n. of place, of قام (for قوم) 'to stay, stop,' &c.)",ambiguous_direct_mapping_tied_after_corroboration,location; positions; occupy; once; centers
2338,CLE Urdu top-5000 frequency list,ڈائریکٹر,,,ambiguous_direct_mapping_tied_after_corroboration,director; Director; Deputy; General; Moreira
2337,CLE Urdu top-5000 frequency list,گرد,,part.,direct_mapping_without_independent_corroboration,terrorist; Sun; AROUND; moving; Circle
2333,CLE Urdu top-5000 frequency list,کرائیں,,,not_indowordnet_lemma,Anywhere; connect; Any; F.B.I; any
2329,CLE Urdu top-5000 frequency list,رانا,,"s.m. Title of a prince or rājā (among Hindūs, esp. Rājpūts); name of a tribe of Rājpūts",direct_mapping_without_independent_corroboration,
2316,CLE Urdu top-5000 frequency list,اہل,,"s.m. People, person, member, or individual (belonging to any particular person, house, place, order or…",direct_mapping_without_independent_corroboration,eligible; families; last; Every; York
2316,CLE Urdu top-5000 frequency list,تیزی,,(see tez),direct_mapping_without_independent_corroboration,fast; faster; damn; Han; em
2316,CLE Urdu top-5000 frequency list,کمپنیاں,,,not_indowordnet_lemma,
2306,CLE Urdu top-5000 frequency list,کیو,,the English letter Q (in acronyms),direct_mapping_without_independent_corroboration,cue; barbecue; BQE; course; faster
2298,CLE Urdu top-5000 frequency list,رکہتا,,,not_indowordnet_lemma,
2294,CLE Urdu top-5000 frequency list,اطلاعات,,that which informs; the answer to a question; that from which knowledge can be derived,not_indowordnet_lemma,Sayeed; progress; painstakingly; combed; incriminating
2293,CLE Urdu top-5000 frequency list,شریک,,2001 American film directed by Andrew Adamson and Vicky Jenson,direct_mapping_without_independent_corroboration,
2285,CLE Urdu top-5000 frequency list,بنے,,,not_indowordnet_lemma,marched; market; king; saving; day
2283,CLE Urdu top-5000 frequency list,صدارت,,"(for A. صدارة, v.n. fr. صدر; see ṣadr)",direct_mapping_without_independent_corroboration,
2277,CLE Urdu top-5000 frequency list,ریلیف,,,not_indowordnet_lemma,
2277,CLE Urdu top-5000 frequency list,سلیم,,"a male given name, Salim or Saleem, from Arabic",not_indowordnet_lemma,
2272,CLE Urdu top-5000 frequency list,رکہنا,,"v.t. To protect, preserve, keep, take care of, save; to keep, maintain; to keep, put, place, lay (upon or…",not_indowordnet_lemma,
2272,CLE Urdu top-5000 frequency list,میچوں,,,not_indowordnet_lemma,
2269,CLE Urdu top-5000 frequency list,بنائی,,made (feminine),direct_mapping_without_independent_corroboration,made; every; This; phone; Russian
2253,CLE Urdu top-5000 frequency list,لینڈ,,,not_indowordnet_lemma,Maryland; PUSH-BUTTON; LANDLINE; went; DID
2242,CLE Urdu top-5000 frequency list,خیالات,,"s.m. pl. (of ḵẖayāl), Thoughts, ideas, imaginations, fancies, &c.: — ḵẖayālāt-ě-lā-t̤āʼil, s.m. Vain…",not_indowordnet_lemma,ideas; somewhere; shed; preconceived; figure
2236,CLE Urdu top-5000 frequency list,ادہر,,adj. &,not_indowordnet_lemma,
2227,CLE Urdu top-5000 frequency list,حامل,,(act. part. n. of حمل 'to bear or carry'),ambiguous_direct_mapping_tied_after_corroboration,belief; hold; admit; qualify; dealt
2220,CLE Urdu top-5000 frequency list,پایا,,South Asian spicy meat soup or curry,not_indowordnet_lemma,found; FOUND; tear; recall; prior
