rank,front,meaning,wordfreq_zipf,dictionary_source,opus_strength,opus_details
1134,رکھی,kept,5.20,ReadUrdu,17.831,"[{""stem"":""kept"",""cooccurrence_sentences"":14,""urdu_sentences"":714,""english_sentences"":232,""observed_rate"":0.01961,""lift"":20.28}]"
1135,پیپلز,People's,5.20,ReadUrdu,12.637,"[{""stem"":""people'"",""cooccurrence_sentences"":3,""urdu_sentences"":35,""english_sentences"":124,""observed_rate"":0.08571,""lift"":165.85}]"
1136,ہسپتال,hospital,5.20,ReadUrdu,27.003,"[{""stem"":""hospit"",""cooccurrence_sentences"":117,""urdu_sentences"":227,""english_sentences"":927,""observed_rate"":0.51542,""lift"":133.4}]"
1137,آپریشن,operation,5.19,ReadUrdu,32.84,"[{""stem"":""oper"",""cooccurrence_sentences"":508,""urdu_sentences"":916,""english_sentences"":1899,""observed_rate"":0.55459,""lift"":70.07}]"
1138,دیتی,gives,5.19,ReadUrdu,17.856,"[{""stem"":""give"",""cooccurrence_sentences"":37,""urdu_sentences"":610,""english_sentences"":1575,""observed_rate"":0.06066,""lift"":9.24}]"
1139,طالبان,Taliban,5.19,Kaikki,25.653,"[{""stem"":""taliban"",""cooccurrence_sentences"":83,""urdu_sentences"":90,""english_sentences"":88,""observed_rate"":0.92222,""lift"":2514.34}]"
1140,گنتی,counting,5.19,Kaikki,25.512,"[{""stem"":""count"",""cooccurrence_sentences"":82,""urdu_sentences"":179,""english_sentences"":342,""observed_rate"":0.4581,""lift"":321.37}]"
1141,آصف,Asif,5.18,ReadUrdu,18.516,"[{""stem"":""asif"",""cooccurrence_sentences"":13,""urdu_sentences"":22,""english_sentences"":18,""observed_rate"":0.59091,""lift"":7876.26}]"
1142,روس,Russia,5.18,Kaikki,31.616,"[{""stem"":""russia"",""cooccurrence_sentences"":371,""urdu_sentences"":596,""english_sentences"":460,""observed_rate"":0.62248,""lift"":324.67}]"
1143,زمانہ,times,5.18,ReadUrdu,16.462,"[{""stem"":""time"",""cooccurrence_sentences"":16,""urdu_sentences"":50,""english_sentences"":5919,""observed_rate"":0.32,""lift"":12.97}]"
1144,مشتمل,comprising,5.18,ReadUrdu,28.134,"[{""stem"":""compris"",""cooccurrence_sentences"":189,""urdu_sentences"":1540,""english_sentences"":499,""observed_rate"":0.12273,""lift"":59.01}]"
1145,اگست,August,5.17,Kaikki,36.427,"[{""stem"":""august"",""cooccurrence_sentences"":1258,""urdu_sentences"":2691,""english_sentences"":1518,""observed_rate"":0.46748,""lift"":73.89}]"
1146,میر,Chief,5.17,ReadUrdu,8.206,"[{""stem"":""chief"",""cooccurrence_sentences"":4,""urdu_sentences"":58,""english_sentences"":3449,""observed_rate"":0.06897,""lift"":4.8}]"
1147,نتائج,consequences,5.17,ReadUrdu,21.027,"[{""stem"":""consequenc"",""cooccurrence_sentences"":33,""urdu_sentences"":1600,""english_sentences"":66,""observed_rate"":0.02063,""lift"":74.98}]"
1148,پارلیمنٹ,parliament,5.17,ReadUrdu,34.867,"[{""stem"":""parlia"",""cooccurrence_sentences"":846,""urdu_sentences"":1440,""english_sentences"":1069,""observed_rate"":0.5875,""lift"":131.86}]"
1149,گناہ,sin,5.17,Kaikki,17.302,"[{""stem"":""sin"",""cooccurrence_sentences"":11,""urdu_sentences"":56,""english_sentences"":23,""observed_rate"":0.19643,""lift"":2049.03}]"
1150,یمن,Yemen,5.17,Kaikki,24.051,"[{""stem"":""yemen"",""cooccurrence_sentences"":55,""urdu_sentences"":75,""english_sentences"":63,""observed_rate"":0.73333,""lift"":2792.75}]"
1151,بتایا,informed,5.16,ReadUrdu,30.437,"[{""stem"":""inform"",""cooccurrence_sentences"":764,""urdu_sentences"":3528,""english_sentences"":5160,""observed_rate"":0.21655,""lift"":10.07}]"
1152,ترکی,Turkey,5.16,ReadUrdu,24.576,"[{""stem"":""turkey"",""cooccurrence_sentences"":63,""urdu_sentences"":98,""english_sentences"":83,""observed_rate"":0.64286,""lift"":1858.27}]"
1153,جانتے,know,5.16,ReadUrdu,33.036,"[{""stem"":""know"",""cooccurrence_sentences"":527,""urdu_sentences"":690,""english_sentences"":2101,""observed_rate"":0.76377,""lift"":87.22}]"
1154,مار,Killing,5.16,ReadUrdu,24.526,"[{""stem"":""kill"",""cooccurrence_sentences"":71,""urdu_sentences"":290,""english_sentences"":574,""observed_rate"":0.24483,""lift"":102.33}]"
1155,معنی,meaning,5.16,Kaikki,26.131,"[{""stem"":""mean"",""cooccurrence_sentences"":102,""urdu_sentences"":308,""english_sentences"":1302,""observed_rate"":0.33117,""lift"":61.03}]"
1156,سمجھتے,understand,5.15,ReadUrdu,22.761,"[{""stem"":""understand"",""cooccurrence_sentences"":47,""urdu_sentences"":250,""english_sentences"":1732,""observed_rate"":0.188,""lift"":26.04}]"
1157,شمالی,northern,5.15,ReadUrdu,27.735,"[{""stem"":""northern"",""cooccurrence_sentences"":167,""urdu_sentences"":1046,""english_sentences"":215,""observed_rate"":0.15966,""lift"":178.16}]"
1158,مت,don't,5.15,Kaikki,24.949,"[{""stem"":""don't"",""cooccurrence_sentences"":74,""urdu_sentences"":203,""english_sentences"":1481,""observed_rate"":0.36453,""lift"":59.05}]"
1159,کہتا,say,5.15,ReadUrdu,24.77,"[{""stem"":""say"",""cooccurrence_sentences"":74,""urdu_sentences"":279,""english_sentences"":1189,""observed_rate"":0.26523,""lift"":53.52}]"
1160,نکال,remove,5.14,ReadUrdu,12.259,"[{""stem"":""remove"",""cooccurrence_sentences"":4,""urdu_sentences"":221,""english_sentences"":260,""observed_rate"":0.0181,""lift"":16.7}]"
1161,شک,doubt,5.13,Kaikki,24.379,"[{""stem"":""doubt"",""cooccurrence_sentences"":64,""urdu_sentences"":175,""english_sentences"":126,""observed_rate"":0.36571,""lift"":696.38}]"
1162,ظلم,cruelty,5.12,ReadUrdu,16.293,"[{""stem"":""cruelty"",""cooccurrence_sentences"":9,""urdu_sentences"":118,""english_sentences"":13,""observed_rate"":0.07627,""lift"":1407.63}]"
1163,وفاقی,federal,5.12,ReadUrdu,26.017,"[{""stem"":""feder"",""cooccurrence_sentences"":91,""urdu_sentences"":143,""english_sentences"":539,""observed_rate"":0.63636,""lift"":283.26}]"
1164,پشاور,Peshawar,5.12,Kaikki,19.01,"[{""stem"":""peshawar"",""cooccurrence_sentences"":15,""urdu_sentences"":21,""english_sentences"":21,""observed_rate"":0.71429,""lift"":8160.65}]"
1165,یوسف,Yusuf,5.12,Kaikki,12.811,"[{""stem"":""yusuf"",""cooccurrence_sentences"":3,""urdu_sentences"":19,""english_sentences"":9,""observed_rate"":0.15789,""lift"":4209.18}]"
1166,دیکھتے,see,5.11,ReadUrdu,27.155,"[{""stem"":""see"",""cooccurrence_sentences"":139,""urdu_sentences"":665,""english_sentences"":1685,""observed_rate"":0.20902,""lift"":29.76}]"
1167,رکھتا,keeps,5.11,ReadUrdu,13.09,"[{""stem"":""keep"",""cooccurrence_sentences"":16,""urdu_sentences"":643,""english_sentences"":1190,""observed_rate"":0.02488,""lift"":5.02}]"
1168,ریکارڈ,record,5.11,ReadUrdu,34.603,"[{""stem"":""record"",""cooccurrence_sentences"":784,""urdu_sentences"":1373,""english_sentences"":1339,""observed_rate"":0.57101,""lift"":102.31}]"
1169,مریم,Mary,5.11,Kaikki,21.429,"[{""stem"":""mary"",""cooccurrence_sentences"":28,""urdu_sentences"":37,""english_sentences"":73,""observed_rate"":0.75676,""lift"":2487.17}]"
1170,وزیراعلی,chief minister,5.11,ReadUrdu,28.492,"[{""stem"":""chief"",""cooccurrence_sentences"":560,""urdu_sentences"":950,""english_sentences"":3449,""observed_rate"":0.58947,""lift"":41.01},{""stem"":""minister"",""cooccurrence_sentences"":695,""urdu_sentences"":950,""english_sentences"":26543,""observed_rate"":0.73158,""lift"":6.61}]"
1171,روح,spirit,5.10,Kaikki,25.694,"[{""stem"":""spirit"",""cooccurrence_sentences"":93,""urdu_sentences"":320,""english_sentences"":543,""observed_rate"":0.29063,""lift"":128.41}]"
1172,رکھنا,to keep,5.10,ReadUrdu,23.592,"[{""stem"":""keep"",""cooccurrence_sentences"":60,""urdu_sentences"":548,""english_sentences"":1190,""observed_rate"":0.10949,""lift"":22.07}]"
1173,ثبوت,evidence,5.09,Kaikki,26.879,"[{""stem"":""evidence"",""cooccurrence_sentences"":127,""urdu_sentences"":461,""english_sentences"":288,""observed_rate"":0.27549,""lift"":229.5}]"
1174,سمجھا,considered,5.09,ReadUrdu,21.314,"[{""stem"":""consider"",""cooccurrence_sentences"":34,""urdu_sentences"":353,""english_sentences"":1035,""observed_rate"":0.09632,""lift"":22.33}]"
1175,قائد,A leader,5.09,ReadUrdu,22.364,"[{""stem"":""leader"",""cooccurrence_sentences"":36,""urdu_sentences"":68,""english_sentences"":1752,""observed_rate"":0.52941,""lift"":72.5}]"
1176,بیٹھ,sit,5.08,ReadUrdu,22.051,"[{""stem"":""sit"",""cooccurrence_sentences"":36,""urdu_sentences"":113,""english_sentences"":188,""observed_rate"":0.31858,""lift"":406.57}]"
1177,رہتی,live,5.08,ReadUrdu,19.64,"[{""stem"":""live"",""cooccurrence_sentences"":36,""urdu_sentences"":298,""english_sentences"":2031,""observed_rate"":0.12081,""lift"":14.27}]"
1178,شخصیت,personality,5.08,ReadUrdu,24.352,"[{""stem"":""personal"",""cooccurrence_sentences"":70,""urdu_sentences"":340,""english_sentences"":134,""observed_rate"":0.20588,""lift"":368.63}]"
1179,کھڑا,standing,5.08,Kaikki,24.582,"[{""stem"":""stand"",""cooccurrence_sentences"":72,""urdu_sentences"":288,""english_sentences"":1109,""observed_rate"":0.25,""lift"":54.09}]"
1180,اپوزیشن,opposition,5.07,ReadUrdu,25.987,"[{""stem"":""opposition"",""cooccurrence_sentences"":91,""urdu_sentences"":150,""english_sentences"":201,""observed_rate"":0.60667,""lift"":724.15}]"
1181,بدل,Change,5.07,ReadUrdu,24.261,"[{""stem"":""change"",""cooccurrence_sentences"":99,""urdu_sentences"":717,""english_sentences"":2061,""observed_rate"":0.13808,""lift"":16.07}]"
1182,بیٹا,son,5.07,Kaikki,25.787,"[{""stem"":""son"",""cooccurrence_sentences"":85,""urdu_sentences"":121,""english_sentences"":265,""observed_rate"":0.70248,""lift"":636.0}]"
1183,سنی,' Saturday,5.07,ReadUrdu,15.351,"[{""stem"":""saturday"",""cooccurrence_sentences"":7,""urdu_sentences"":105,""english_sentences"":218,""observed_rate"":0.06667,""lift"":73.37}]"
1184,احتساب,accountability,5.06,Kaikki,19.336,"[{""stem"":""accountabil"",""cooccurrence_sentences"":19,""urdu_sentences"":77,""english_sentences"":143,""observed_rate"":0.24675,""lift"":414.0}]"
1185,ترجمہ,translation,5.06,Kaikki,28.558,"[{""stem"":""transl"",""cooccurrence_sentences"":180,""urdu_sentences"":412,""english_sentences"":291,""observed_rate"":0.43689,""lift"":360.21}]"
1186,جولائی,July,5.06,Kaikki,36.675,"[{""stem"":""july"",""cooccurrence_sentences"":1324,""urdu_sentences"":2762,""english_sentences"":1497,""observed_rate"":0.47936,""lift"":76.83}]"
1187,جہاز,ship,5.06,Kaikki,31.223,"[{""stem"":""ship"",""cooccurrence_sentences"":378,""urdu_sentences"":1474,""english_sentences"":612,""observed_rate"":0.25645,""lift"":100.53}]"
1188,سربراہ,chief,5.06,ReadUrdu,32.315,"[{""stem"":""chief"",""cooccurrence_sentences"":477,""urdu_sentences"":1389,""english_sentences"":3449,""observed_rate"":0.34341,""lift"":23.89}]"
1189,عربی,Arabic,5.06,Kaikki,26.885,"[{""stem"":""arabic"",""cooccurrence_sentences"":113,""urdu_sentences"":123,""english_sentences"":133,""observed_rate"":0.9187,""lift"":1657.27}]"
1190,قربانی,sacrifice,5.06,Kaikki,25.459,"[{""stem"":""sacrifice"",""cooccurrence_sentences"":83,""urdu_sentences"":201,""english_sentences"":161,""observed_rate"":0.41294,""lift"":615.36}]"
1191,مضمون,article,5.06,ReadUrdu,28.963,"[{""stem"":""article"",""cooccurrence_sentences"":197,""urdu_sentences"":448,""english_sentences"":700,""observed_rate"":0.43973,""lift"":150.72}]"
1192,زائد,more,5.05,ReadUrdu,30.925,"[{""stem"":""more"",""cooccurrence_sentences"":666,""urdu_sentences"":2019,""english_sentences"":6449,""observed_rate"":0.32987,""lift"":12.27}]"
1193,سنا,ever,5.05,Kaikki,10.987,"[{""stem"":""ever"",""cooccurrence_sentences"":6,""urdu_sentences"":185,""english_sentences"":857,""observed_rate"":0.03243,""lift"":9.08}]"
1194,مدینہ,Medina,5.05,Kaikki,13.342,"[{""stem"":""medina"",""cooccurrence_sentences"":3,""urdu_sentences"":7,""english_sentences"":3,""observed_rate"":0.42857,""lift"":34274.71}]"
1195,ویڈیو,video,5.05,ReadUrdu,37.421,"[{""stem"":""video"",""cooccurrence_sentences"":1583,""urdu_sentences"":2215,""english_sentences"":1977,""observed_rate"":0.71467,""lift"":86.73}]"
1196,پروفیسر,professor,5.05,ReadUrdu,31.215,"[{""stem"":""professor"",""cooccurrence_sentences"":372,""urdu_sentences"":1202,""english_sentences"":444,""observed_rate"":0.30948,""lift"":167.24}]"
1197,انقلاب,revolution,5.04,Kaikki,30.018,"[{""stem"":""revolution"",""cooccurrence_sentences"":251,""urdu_sentences"":421,""english_sentences"":298,""observed_rate"":0.5962,""lift"":480.01}]"
1198,سمندر,sea,5.04,Kaikki,31.788,"[{""stem"":""sea"",""cooccurrence_sentences"":395,""urdu_sentences"":885,""english_sentences"":809,""observed_rate"":0.44633,""lift"":132.37}]"
1199,سنت,tradition,5.04,ReadUrdu,9.132,"[{""stem"":""tradition"",""cooccurrence_sentences"":4,""urdu_sentences"":124,""english_sentences"":996,""observed_rate"":0.03226,""lift"":7.77}]"
1200,عبادت,worship,5.03,Kaikki,21.747,"[{""stem"":""worship"",""cooccurrence_sentences"":32,""urdu_sentences"":77,""english_sentences"":61,""observed_rate"":0.41558,""lift"":1634.56}]"
1201,عملی,Practical,5.03,ReadUrdu,22.708,"[{""stem"":""practic"",""cooccurrence_sentences"":90,""urdu_sentences"":1814,""english_sentences"":895,""observed_rate"":0.04961,""lift"":13.3}]"
1202,مقامات,Places,5.03,ReadUrdu,33.067,"[{""stem"":""plac"",""cooccurrence_sentences"":588,""urdu_sentences"":1919,""english_sentences"":1318,""observed_rate"":0.30641,""lift"":55.78}]"
1203,پہنچا,to reach,5.03,ReadUrdu,16.995,"[{""stem"":""reach"",""cooccurrence_sentences"":32,""urdu_sentences"":600,""english_sentences"":1501,""observed_rate"":0.05333,""lift"":8.52}]"
1204,یورپ,Europe,5.03,Kaikki,26.44,"[{""stem"":""europe"",""cooccurrence_sentences"":101,""urdu_sentences"":138,""english_sentences"":184,""observed_rate"":0.73188,""lift"":954.33}]"
1205,یوم,day,5.03,Kaikki,37.543,"[{""stem"":""day"",""cooccurrence_sentences"":1624,""urdu_sentences"":2567,""english_sentences"":6751,""observed_rate"":0.63265,""lift"":22.48}]"
1206,بیت,house,5.02,Kaikki,10.299,"[{""stem"":""house"",""cooccurrence_sentences"":7,""urdu_sentences"":350,""english_sentences"":844,""observed_rate"":0.02,""lift"":5.69}]"
1207,ستمبر,September,5.02,Kaikki,37.452,"[{""stem"":""september"",""cooccurrence_sentences"":1627,""urdu_sentences"":3385,""english_sentences"":1818,""observed_rate"":0.48065,""lift"":63.43}]"
1208,شرح,rate,5.02,ReadUrdu,37.577,"[{""stem"":""rate"",""cooccurrence_sentences"":1642,""urdu_sentences"":3165,""english_sentences"":2289,""observed_rate"":0.5188,""lift"":54.38}]"
1209,قسمت,fate,5.02,ReadUrdu,19.823,"[{""stem"":""fate"",""cooccurrence_sentences"":22,""urdu_sentences"":137,""english_sentences"":38,""observed_rate"":0.16058,""lift"":1013.89}]"
1210,نوٹس,notice,5.02,ReadUrdu,28.978,"[{""stem"":""notice"",""cooccurrence_sentences"":198,""urdu_sentences"":458,""english_sentences"":352,""observed_rate"":0.43231,""lift"":294.67}]"
1211,نگار,writer,5.02,Kaikki,16.738,"[{""stem"":""writer"",""cooccurrence_sentences"":10,""urdu_sentences"":97,""english_sentences"":160,""observed_rate"":0.10309,""lift"":154.59}]"
1212,گروہ,group,5.02,Kaikki,27.801,"[{""stem"":""group"",""cooccurrence_sentences"":142,""urdu_sentences"":203,""english_sentences"":3440,""observed_rate"":0.69951,""lift"":48.79}]"
1213,ہندو,Hindu,5.02,ReadUrdu,30.284,"[{""stem"":""hindu"",""cooccurrence_sentences"":265,""urdu_sentences"":415,""english_sentences"":413,""observed_rate"":0.63855,""lift"":370.95}]"
1214,آرمی,army,5.01,Kaikki,30.88,"[{""stem"":""army"",""cooccurrence_sentences"":307,""urdu_sentences"":380,""english_sentences"":1133,""observed_rate"":0.80789,""lift"":171.08}]"
1215,الہی,— Divine,5.01,ReadUrdu,15.087,"[{""stem"":""divine"",""cooccurrence_sentences"":5,""urdu_sentences"":6,""english_sentences"":46,""observed_rate"":0.83333,""lift"":4346.43}]"
1216,بد,evil,5.01,Kaikki,12.535,"[{""stem"":""evil"",""cooccurrence_sentences"":3,""urdu_sentences"":199,""english_sentences"":113,""observed_rate"":0.01508,""lift"":32.01}]"
1217,بنائی,made,5.01,ReadUrdu,19.973,"[{""stem"":""made"",""cooccurrence_sentences"":67,""urdu_sentences"":566,""english_sentences"":3430,""observed_rate"":0.11837,""lift"":8.28}]"
1218,بنائے,made,5.01,ReadUrdu,19.143,"[{""stem"":""made"",""cooccurrence_sentences"":81,""urdu_sentences"":1380,""english_sentences"":3430,""observed_rate"":0.0587,""lift"":4.11}]"
1219,صحافی,journalist,5.01,Kaikki,30.367,"[{""stem"":""journalist"",""cooccurrence_sentences"":274,""urdu_sentences"":356,""english_sentences"":492,""observed_rate"":0.76966,""lift"":375.32}]"
1220,قبضہ,possession,5.01,ReadUrdu,16.645,"[{""stem"":""possession"",""cooccurrence_sentences"":10,""urdu_sentences"":130,""english_sentences"":45,""observed_rate"":0.07692,""lift"":410.12}]"
1221,مجلس,party,5.01,ReadUrdu,8.551,"[{""stem"":""party"",""cooccurrence_sentences"":3,""urdu_sentences"":59,""english_sentences"":1446,""observed_rate"":0.05085,""lift"":8.44}]"
1222,مجموعی,total,5.01,ReadUrdu,34.185,"[{""stem"":""total"",""cooccurrence_sentences"":927,""urdu_sentences"":3594,""english_sentences"":3390,""observed_rate"":0.25793,""lift"":18.25}]"
1223,نومبر,November,5.01,Kaikki,37.435,"[{""stem"":""november"",""cooccurrence_sentences"":1606,""urdu_sentences"":3255,""english_sentences"":1798,""observed_rate"":0.49339,""lift"":65.84}]"
1224,کھلاڑی,player,5.01,ReadUrdu,24.589,"[{""stem"":""player"",""cooccurrence_sentences"":71,""urdu_sentences"":262,""english_sentences"":250,""observed_rate"":0.27099,""lift"":260.07}]"
1225,اصول,rule,5.00,Kaikki,25.431,"[{""stem"":""rule"",""cooccurrence_sentences"":93,""urdu_sentences"":625,""english_sentences"":1097,""observed_rate"":0.1488,""lift"":32.54}]"
1226,اکتوبر,October,5.00,Kaikki,37.469,"[{""stem"":""october"",""cooccurrence_sentences"":1615,""urdu_sentences"":3269,""english_sentences"":1910,""observed_rate"":0.49403,""lift"":62.06}]"
1227,توڑ,break,5.00,ReadUrdu,21.08,"[{""stem"":""break"",""cooccurrence_sentences"":31,""urdu_sentences"":232,""english_sentences"":348,""observed_rate"":0.13362,""lift"":92.12}]"
1228,فہرست,list,5.00,Kaikki,35.489,"[{""stem"":""list"",""cooccurrence_sentences"":989,""urdu_sentences"":2108,""english_sentences"":1401,""observed_rate"":0.46917,""lift"":80.35}]"
1229,نشان,mark,5.00,ReadUrdu,27.029,"[{""stem"":""mark"",""cooccurrence_sentences"":135,""urdu_sentences"":646,""english_sentences"":1123,""observed_rate"":0.20898,""lift"":44.65}]"
1230,وعدہ,promise,5.00,Kaikki,20.529,"[{""stem"":""promise"",""cooccurrence_sentences"":27,""urdu_sentences"":200,""english_sentences"":70,""observed_rate"":0.135,""lift"":462.71}]"
1231,اندازہ,guess,4.99,ReadUrdu,19.552,"[{""stem"":""gues"",""cooccurrence_sentences"":22,""urdu_sentences"":732,""english_sentences"":94,""observed_rate"":0.03005,""lift"":76.71}]"
1232,جنت,heaven,4.99,Kaikki,21.545,"[{""stem"":""heaven"",""cooccurrence_sentences"":29,""urdu_sentences"":53,""english_sentences"":43,""observed_rate"":0.54717,""lift"":3052.99}]"
1233,جون,June,4.99,Kaikki,37.28,"[{""stem"":""june"",""cooccurrence_sentences"":1527,""urdu_sentences"":3076,""english_sentences"":1732,""observed_rate"":0.49642,""lift"":68.77}]"
