rank,front,meaning,frequency_evidence,frequency_source,evidence_tier,iwn_en_english_ids,iwn_en_direct_sense_count,external_selector_score,kaikki_meaning,readurdu_meaning,word2word_meaning,semantic_basis
1113,والدہ,mother,1395,CLE Urdu top-5000 frequency list,A_direct_corroborated,10178093,1,3,mother,"n. mother | Platts: (for A. والدة wālidat, fem. of wālid)",mother; Mother; said; Tacoma; Father,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1114,باہمی,reciprocal; mutual,1389,CLE Urdu top-5000 frequency list,A_direct_corroborated,2015219,1,3,"mutual, shared, reciprocal, together","mutual, shared, reciprocal, together",mutual; mutually; agreeable; settlement; reach,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1115,تنازع,conflict,1389,CLE Urdu top-5000 frequency list,A_direct_corroborated,7083393,1,2,"conflict, struggle","n. conflict, struggle | Platts:",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1116,در,door,1389,CLE Urdu top-5000 frequency list,A_direct_corroborated,3190785,3,2,door,n. door | Platts:,might; wanting; noise; countries; afraid,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1117,نمائش,display,1386,CLE Urdu top-5000 frequency list,A_direct_corroborated,6795336,2,1,,,visibility; Exhibit; Seven; exposure; asked,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1118,لباس,clothing; article of clothing,1384,CLE Urdu top-5000 frequency list,A_direct_corroborated,3021399,1,2,"clothes, clothing, attire","clothes, clothing, attire",robe; dress; cloak; gave; poisoned,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1119,مشورہ,advice,1380,CLE Urdu top-5000 frequency list,A_direct_corroborated,6582579,3,3,advice; consultation; opinion,"advice, consultation",suggest; advice; advised; Advising; EM,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1120,اقدام,determination; purpose,1379,CLE Urdu top-5000 frequency list,A_direct_corroborated,4808915,1,1,,"s.m. Sending on before, causing to go before; pushing forward; boldness, intrepidity, audacity, resolution,…",Move; move; gotta; Hustle; MOVE-MOVE,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1121,شوہر,husband,1379,CLE Urdu top-5000 frequency list,A_direct_corroborated,10041644,1,3,husband,n. husband | Platts:,husband; Back; lad; somewhere; sense,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1122,ہوٹل,hotel,1377,CLE Urdu top-5000 frequency list,A_direct_corroborated,3503531,2,3,hotel; restaurant,"hotel, restaurant",hotel; destinations; locals; Westerners; popular,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1123,احترام,respect,1367,CLE Urdu top-5000 frequency list,A_direct_corroborated,6125143,3,3,"attention; respect, honour; consideration, regardfulness","n. respect, honour; consideration, regardfulness; attention | Platts:",respect; honor; great; DAD; WHAT,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1124,ضائع,squandered; wasted,1364,CLE Urdu top-5000 frequency list,A_direct_corroborated,1502839,4,3,"wasted; squandered; lost, destroyed; perished","adj. wasted; squandered; lost, destroyed; perished | Platts: (act. part. of ضيع 'to perish,' &c.), part. adj. Perishing, becoming lost or destroyed…",disposal; fully; standing; wasted; All,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1125,نامی,celebrated; famous,1359,CLE Urdu top-5000 frequency list,A_direct_corroborated,1426596,3,2,"famous, celebrated; having a good reputation","adj. having a good reputation; famous, celebrated | Platts: (nām",called; named; musical; Rose; piece,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1126,شکر,thanks,1353,CLE Urdu top-5000 frequency list,A_direct_corroborated,7130026,3,2,sugar; Venus; bright,"gratitude, thanks",thank; Thank; Oh; THANK; showed,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1127,بیٹا,son; boy,1351,CLE Urdu top-5000 frequency list,A_direct_corroborated,10464570,1,3,"son, boy; child (any gender)","son, boy; child (any gender)",son; Son; -But; sweetie; Not,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1128,اصول,principle,1348,CLE Urdu top-5000 frequency list,A_direct_corroborated,5879341,12,3,"maxim; principles; law, mot, motto, rule",n. plural of اصل (asl); principles; maxim | Platts:,principle; founded; theory; differences; CONTINUE,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1129,نظیر,example; illustration; instance,1348,CLE Urdu top-5000 frequency list,A_direct_corroborated,5747823,4,1,,,precedent; there; said; no; for,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1130,افراط,excess,1346,CLE Urdu top-5000 frequency list,A_direct_corroborated,14260561,2,1,,"s.f. m. (?), Excess, superfluity, abundance, plenty; — ifrāt̤-i-aḵẖlāt̤, ifrāt̤-i-ḵẖūn, s.f. Plethora: —…",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1131,مسلح,armed,1345,CLE Urdu top-5000 frequency list,A_direct_corroborated,160892,1,2,,"(pass. part. of سلّح 'to arm (a person) with a weapon or weapons,' ii of سلح; but prob. formed fr. silaḥ or…",armed; insurgents; Insurgents; grabbed; Iraqi,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1132,قبضہ,grip; hold,1344,CLE Urdu top-5000 frequency list,A_direct_corroborated,3448131,8,2,a handful; holding; grasp; hinge (of doors and boxes etc.),"possession, occupation, grip",grab; captured; coffee; overnight; Jujitsu,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1133,مختصر,compendious; compact; succinct,1327,CLE Urdu top-5000 frequency list,A_direct_corroborated,574983,1,3,"concise; abbreviated; brief, short (in duration or area)","adj. brief, short (in duration or area); concise; abbreviated | Platts: (pass. part. of اختصر 'to abridge, curtail,' &c., viii of خصر; but prob. fr. ḵẖaṣr, 'middle; waist'), part. &…",short; tiny; cut; weird; hundreds,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1134,استحکام,firmness; firmness of purpose,1320,CLE Urdu top-5000 frequency list,A_direct_corroborated,4806214,2,2,"courage; establishment, stability, firmness, corroboration, ratification, fastness, prolongation","n. establishment, stability, firmness, corroboration, ratification, fastness, prolongation; courage | Platts:",find; their; or; populace; stability,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1135,دلچسپ,interesting,1319,CLE Urdu top-5000 frequency list,A_direct_corroborated,1394947,5,3,interesting,interesting,exciting; fascinating; interesting; Interesting; intriguing,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1136,دراصل,actually,1318,CLE Urdu top-5000 frequency list,A_direct_corroborated,150950,1,3,"in reality, in fact, actually, truly, in essence, in origin","in reality, in fact, actually, truly, in essence, in origin",Actually; really; ACTUALLY; WELL; YESTERDAY,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1137,تکمیل,conclusion,1314,CLE Urdu top-5000 frequency list,A_direct_corroborated,206365,7,2,"finishing, completion, conclusion","n. finishing, completion, conclusion | Platts:",updates; Something; collecting; finished; already,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1138,شعور,awareness; sentience,1313,CLE Urdu top-5000 frequency list,A_direct_corroborated,5607855,5,2,"consciousness; puberty, maturity; intellect, wisdom; good sense","n. intellect, wisdom; good sense; consciousness; puberty, maturity | Platts: (inf. n. of شعر 'to know, to understand,' &c.)",wisdom; remains; men; Our; all,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1139,سنچری,hundred; century,1312,CLE Urdu top-5000 frequency list,A_direct_corroborated,13569316,1,3,century,century,hundred; point; fucking; got; at,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1140,حساب,calculation,1309,CLE Urdu top-5000 frequency list,A_direct_corroborated,856759,3,2,"account; viewpoint, perspective; calculation; arithmetic","n. account; calculation; arithmetic; bill (a list of items needed to paid for) | Platts: (inf. n. of حسب, and also of iii of حسب 'to number,' &c.)",miscalculation; anytime; tiny; One; anyone,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1141,چوری,theft; stealing,1307,CLE Urdu top-5000 frequency list,A_direct_corroborated,769333,1,3,theft,n. theft | Platts:,steal; stealing; stolen; thief; STOLEN,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1142,رخ,direction,1306,CLE Urdu top-5000 frequency list,A_direct_corroborated,13645654,6,3,"rook; face, cheek; direction, attention","n. face, cheek; appearance, countenance; direction, attention | Platts:",informant; daddy; critical; With; course,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1143,پہل,initiative,1296,CLE Urdu top-5000 frequency list,A_direct_corroborated,235414,1,1,,"s.m. A flock (of cotton, wool, &c.)",think; initiative; strides; taking; making,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1144,گرفتاری,apprehension; arrest,1296,CLE Urdu top-5000 frequency list,A_direct_corroborated,86425,2,2,,"s.f. Seizure, capture, arrest, apprehension; — captivity, imprisonment, bondage; embarrassment, entanglement",arrest; understood; immediate; arraign; vandalism,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1145,سوا,merely; simply; just,1291,CLE Urdu top-5000 frequency list,A_direct_corroborated,4711,1,2,,"adj. With a quarter, increased by one-fourth, with one-fourth added (to it), a quarter more (it always…",except; nothing; flee; Google; searching,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1146,شان,splendor; grandeur,1286,CLE Urdu top-5000 frequency list,A_direct_corroborated,4758829,3,2,"honeycomb, beehive; pomp, glory, grandeur; power, authority, rank, eminence","splendor, dignity",Sean; yo; Hey; !,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1147,فرار,fugitive; runaway; fleer,1286,CLE Urdu top-5000 frequency list,A_direct_corroborated,9964527,5,1,,"(inf. n. of فرّ 'to flee,' &c.)",took; Lock; piece; building; shit,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1148,مہر,wife; married woman,1286,CLE Urdu top-5000 frequency list,A_direct_corroborated,10619511,6,2,air; wife; wind,n. chief; headman; woman | Platts:,Opening; seal; breaks; stamp; while,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1149,قاسم,dividing; divisional,1285,CLE Urdu top-5000 frequency list,A_direct_corroborated,594566,1,1,,"(act. part. of قسم 'to divide,' &c.), part.",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1150,محفل,assembly,1283,CLE Urdu top-5000 frequency list,A_direct_corroborated,8051712,3,2,assembly; gathering; congregation,"gathering, assembly",rooms; chat; online; over; someone,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1151,ظلم,cruelty,1280,CLE Urdu top-5000 frequency list,A_direct_corroborated,4790105,3,2,"tyranny, oppression; wrongdoing, misdeed, injustice","oppression, cruelty",oppressed; cruelty; arrogance; From; being,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1152,ترجمہ,translation; interlingual rendition; rendering,1276,CLE Urdu top-5000 frequency list,A_direct_corroborated,6449729,1,2,"rendering, rendition; translation; interpretation",translation,examples; forms; dialect; translate; speak,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1153,جون,June,1276,CLE Urdu top-5000 frequency list,A_direct_corroborated,15012596,1,3,June,name: June | Platts:,June; Can; bun; hot; seat,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1154,جہاز,ship,1272,CLE Urdu top-5000 frequency list,A_direct_corroborated,4145707,1,3,"craft; plane, ship","n. plane, ship; craft; clipping of ہَوائی جَہاز (havāī jahāz, “aircraft”) | Platts:",ship; plane; spaceship; Stop; Evanston,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1155,سوار,rider,1267,CLE Urdu top-5000 frequency list,A_direct_corroborated,10371985,1,3,"rider, horseman","n. rider, horseman | Platts: ( = S.",ride; Ride; Wanna; bride; BUY,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1156,مصنوعات,product,1266,CLE Urdu top-5000 frequency list,A_direct_corroborated,3962771,1,2,,"s.m. pl. (of maṣnūʻ), Created things; things artificially made; creations; works of art or skill; fabrics,…",Austrian; product; inhaling; products; spending,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1157,سردی,winter,1258,CLE Urdu top-5000 frequency list,A_direct_corroborated,15038594,4,3,the cold; shivering; winter (season of the year),"n. the cold; winter (season of the year); the common cold, flu (ie. illness) | Platts:",sweaty; shirt; winter; catch; change,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1158,رشتہ,relationship; human relationship,1256,CLE Urdu top-5000 frequency list,A_direct_corroborated,13599759,5,2,dracunculiasis; thread; string; proposal (of marriage),"relation, tie",relative; safety; In; Before; died,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
