rank,level,target,english,attribution
708,C,Pouvez-vous m'indiquer où se trouve l'entrée du métro ?,Can you tell me where the subway entrance is?,CC-BY 2.0 (France) Attribution: tatoeba.org #277081 (CK) & #129299 (sysko)
709,C,Pouvez-vous me dire où vous êtes en ce moment ?,Can you tell me where you are right now?,CC-BY 2.0 (France) Attribution: tatoeba.org #9849480 (NurseMeeks) & #9965347 (Micsmithel)
710,C,Pouvez-vous me dire qui va venir ce soir ?,Can you tell me who's going to come tonight?,CC-BY 2.0 (France) Attribution: tatoeba.org #5171549 (CK) & #10729029 (sacredceltic)
711,C,Peux-tu me dire quelle sorte de pomme c'est ?,Can you tell me what kind of apple this is?,CC-BY 2.0 (France) Attribution: tatoeba.org #3204030 (CK) & #7528463 (tras) Editorially corrected after complete row-by-row linguistic audit.
712,C,Pourrais-je avoir un mot avec vous en privé ?,Could I have a word with you in private?,CC-BY 2.0 (France) Attribution: tatoeba.org #4013655 (CK) & #7769736 (Aiji)
713,C,"Puis-je avoir encore une canette de bière, s'il vous plaît ?",Can I please have one more can of beer?,CC-BY 2.0 (France) Attribution: tatoeba.org #435802 (CK) & #435903 (gall) Editorially corrected after complete row-by-row linguistic audit.
714,C,"Voudriez-vous bien m'apporter un oreiller et une couverture, je vous prie ?","Could you bring me a pillow and blanket, please?",CC-BY 2.0 (France) Attribution: tatoeba.org #322495 (CK) & #960133 (sacredceltic)
715,C,Tu peux me déposer à l'arrêt de bus ?,Can you drop me off at the bus stop?,CC-BY 2.0 (France) Attribution: tatoeba.org #10576649 (CK) & #10580600 (lbdx) Editorially corrected after complete row-by-row linguistic audit.
716,C,Pourriez-vous me donner votre nom et votre numéro de téléphone ?,Could you give me your name and phone number?,CC-BY 2.0 (France) Attribution: tatoeba.org #4297020 (AlanF_US) & #4313709 (gillux)
717,C,"Pourriez-vous parler un peu plus lentement, s'il vous plaît ?",Could you please speak a little bit more slowly?,CC-BY 2.0 (France) Attribution: tatoeba.org #31566 (CK) & #1117912 (Sibelius) Editorially corrected after complete row-by-row linguistic audit.
718,B,Pourrais-tu me dire comment le faire ?,Could you tell me how to do it?,CC-BY 2.0 (France) Attribution: tatoeba.org #3738490 (CK) & #10557527 (sacredceltic) Editorially corrected after complete row-by-row linguistic audit.
719,C,"Peux-tu, s'il te plaît, me dire pourquoi tu l'aimes ?",Can you please tell me why you love her?,CC-BY 2.0 (France) Attribution: tatoeba.org #467303 (CK) & #467358 (sacredceltic) Editorially corrected after complete row-by-row linguistic audit.
720,C,"Pourrais-tu m'indiquer ta taille et ton poids, je te prie ?",Could you please tell me your height and weight?,CC-BY 2.0 (France) Attribution: tatoeba.org #1981269 (CK) & #1981646 (sacredceltic)
721,C,"Pourriez-vous envoyer quelqu'un à l'étage pour mes bagages, je vous prie ?","Could you send someone up for my bags, please?",CC-BY 2.0 (France) Attribution: tatoeba.org #4013742 (CK) & #6852361 (sacredceltic) Editorially corrected after complete row-by-row linguistic audit.
722,C,Tu peux me montrer comment on se sert d'un tuba ?,Could you show me how to use a snorkel?,CC-BY 2.0 (France) Attribution: tatoeba.org #6660297 (CK) & #10801301 (lbdx)
723,C,Pouvez-vous me montrer comment utiliser cette pompe ?,Can you show me how to use this pump?,CC-BY 2.0 (France) Attribution: tatoeba.org #38372 (CK) & #12848 (mouche) Editorially corrected after complete row-by-row linguistic audit.
724,C,Pouvez-vous m'apprendre à jouer du piano ?,Can you teach me how to play the piano?,CC-BY 2.0 (France) Attribution: tatoeba.org #435660 (kazuya00) & #435689 (jerom) Editorially corrected after complete row-by-row linguistic audit.
725,C,Pourriez-vous m'indiquer comment ajuster le niveau sonore ?,Could you tell me how to adjust the volume?,CC-BY 2.0 (France) Attribution: tatoeba.org #528686 (blay_paul) & #541790 (sacredceltic)
726,C,Pouvez-vous me dire comment utiliser le téléphone ?,Can you tell me how to use the telephone?,CC-BY 2.0 (France) Attribution: tatoeba.org #279291 (CK) & #129527 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
727,C,"Pourriez-vous m’indiquer le mot de passe du wifi, je vous prie ?","Could you tell me the Wi-Fi password, please?",CC-BY 2.0 (France) Attribution: tatoeba.org #4772639 (mailohilohi) & #4772634 (gillux)
728,C,Pouvez-vous m'indiquer la direction du port ?,Can you tell me the way to the port?,CC-BY 2.0 (France) Attribution: tatoeba.org #240943 (sacredceltic) & #11723815 (lbdx) Editorially corrected after complete row-by-row linguistic audit.
729,C,Pouvez-vous m'indiquer le chemin jusqu'à la gare ?,Can you tell me the way to the station?,CC-BY 2.0 (France) Attribution: tatoeba.org #26020 (CK) & #9789 (sacredceltic) Editorially corrected after complete row-by-row linguistic audit.
730,C,Peux-tu m'indiquer la direction à prendre ?,Can you tell me which way I should go?,CC-BY 2.0 (France) Attribution: tatoeba.org #37982 (CK) & #7957327 (Micsmithel) Editorially corrected after complete row-by-row linguistic audit.
731,C,Pourriez-vous vérifier que votre ordinateur est bien branché ?,Could you verify that your computer is plugged in?,CC-BY 2.0 (France) Attribution: tatoeba.org #2951605 (CK) & #2991761 (Ppjet6)
732,B,Ai-je bien vu ce que j'ai vu ?,Did I really see what I saw?,CC-BY 2.0 (France) Attribution: tatoeba.org #3821004 (CK) & #13388241 (lbdx) Editorially corrected after complete row-by-row linguistic audit.
733,C,Je t'ai dit à quel point tu étais belle ce soir ?,Did I tell you how beautiful you looked tonight?,CC-BY 2.0 (France) Attribution: tatoeba.org #2045869 (CK) & #9707474 (lbdx)
734,B,Tu es venu en train ou en bus ?,Did you come by train or by bus?,CC-BY 2.0 (France) Attribution: tatoeba.org #61597 (CK) & #11226 (sacredceltic) Editorially corrected after complete row-by-row linguistic audit.
735,B,L'avez-vous fait délibérément ?,Did you do that deliberately?,CC-BY 2.0 (France) Attribution: tatoeba.org #3652051 (karloelkebekio) & #3211562 (sacredceltic) Editorially corrected after complete row-by-row linguistic audit.
736,C,As-tu découvert à quelle heure commence la réunion ?,Did you find out what time the meeting starts?,CC-BY 2.0 (France) Attribution: tatoeba.org #1553525 (CK) & #1554072 (sacredceltic)
737,C,Vous êtes arrivées en bus ou en train ?,Did you get here by bus or by train?,CC-BY 2.0 (France) Attribution: tatoeba.org #10761578 (sundown) & #1826507 (sacredceltic)
738,C,Es-tu allé à ton cours de danse cet après-midi ?,Did you go to your dance class this afternoon?,CC-BY 2.0 (France) Attribution: tatoeba.org #3738265 (CK) & #8356417 (zarisi)
739,C,Vous êtes-vous bien amusés à la fête ?,Did you have a good time at the party?,CC-BY 2.0 (France) Attribution: tatoeba.org #71549 (CK) & #1186077 (rene1596)
740,C,Tu avais quelque chose à nous dire ?,Did you have something you wanted to tell us?,CC-BY 2.0 (France) Attribution: tatoeba.org #3204589 (CK) & #10511521 (lbdx)
741,C,Savais-tu qu'elle sait bien faire le café ?,Did you know she is good at making coffee?,CC-BY 2.0 (France) Attribution: tatoeba.org #308012 (Dejo) & #133621 (Archibald)
742,C,Tu pensais vraiment que je n'apprendrais pas la vérité ?,Did you really think I wouldn't learn the truth?,CC-BY 2.0 (France) Attribution: tatoeba.org #2060773 (CK) & #9710551 (lbdx)
743,B,As-tu dit à ta sœur de m'inviter ?,Did you tell your sister to invite me?,CC-BY 2.0 (France) Attribution: tatoeba.org #3731908 (CM) & #3849883 (sacredceltic) Editorially corrected after complete row-by-row linguistic audit.
744,C,Vous pensiez vous en tirer comme ça ?,Did you think you would get away with it?,CC-BY 2.0 (France) Attribution: tatoeba.org #11883311 (zogwarg) & #4457560 (sacredceltic)
745,C,Ne t'ai-je pas dit de ne plus faire ça ?,Didn't I tell you not to do that anymore?,CC-BY 2.0 (France) Attribution: tatoeba.org #3204149 (CK) & #6219207 (Aiji)
746,C,Ta mère ne t'a-t-elle pas enseigné à dire merci ?,Didn't your mother teach you to say thank you?,CC-BY 2.0 (France) Attribution: tatoeba.org #3250937 (Hybrid) & #3251622 (sacredceltic)
747,B,Dois-je vous le clarifier ?,Do I have to clarify it for you?,CC-BY 2.0 (France) Attribution: tatoeba.org #596299 (darinmex) & #819591 (sacredceltic) Editorially corrected after complete row-by-row linguistic audit.
748,C,"Dois-je ôter mes chaussures, ici ?",Do I have to take off my shoes here?,CC-BY 2.0 (France) Attribution: tatoeba.org #61905 (kebukebu) & #1989185 (sacredceltic)
749,C,Dois-je porter une cravate au travail ?,Do I have to wear a tie at work?,CC-BY 2.0 (France) Attribution: tatoeba.org #1454938 (CK) & #1461650 (sacredceltic)
750,C,Avons-nous le temps pour un café ?,Do we have time for a cup of coffee?,CC-BY 2.0 (France) Attribution: tatoeba.org #2882845 (CK) & #5380460 (Aiji)
751,C,A-t-on le temps de prendre une autre tasse de café ?,Do we have time for another cup of coffee?,CC-BY 2.0 (France) Attribution: tatoeba.org #3124013 (CK) & #3432817 (felix63)
752,C,Devons-nous nous lever tôt demain matin ?,Do we have to get up early tomorrow morning?,CC-BY 2.0 (France) Attribution: tatoeba.org #323039 (CK) & #1157715 (belgavox) Editorially corrected after complete row-by-row linguistic audit.
753,C,Faut-il vraiment que l'on rentre aussi tôt à la maison ?,Do we really have to go home so early?,CC-BY 2.0 (France) Attribution: tatoeba.org #5797462 (CK) & #5798147 (Toynop)
754,C,Tu penses vraiment que je ferais une chose pareille ?,Do you actually think I'd do something like that?,CC-BY 2.0 (France) Attribution: tatoeba.org #5832600 (CK) & #10540660 (lbdx)
755,B,Que dis-tu de sortir faire une promenade ?,How about going out for a walk?,CC-BY 2.0 (France) Attribution: tatoeba.org #245143 (Eldad) & #3254297 (sacredceltic) Editorially corrected after complete row-by-row linguistic audit.
756,C,Comment oses-tu parler à mon fils de cette façon !,How dare you talk to my son like that!,CC-BY 2.0 (France) Attribution: tatoeba.org #5800827 (CK) & #5804329 (Toynop)
757,C,Quel dommage que vous ne puissiez pas venir !,What a pity it is that you can't come!,CC-BY 2.0 (France) Attribution: tatoeba.org #71622 (CM) & #181830 (minti)
758,C,Un plan nous aide à savoir où nous sommes.,A map helps us to know where we are.,CC-BY 2.0 (France) Attribution: tatoeba.org #277231 (CM) & #129312 (Archibald)
759,C,"Selon notre marché, vous devez payer la moitié.","According to our bargain, you have to pay half.",CC-BY 2.0 (France) Attribution: tatoeba.org #2459467 (sharptoothed) & #8916162 (lbdx)
760,B,"Tout ce que je peux faire, c'est faire de mon mieux.",All I can do is do my best.,CC-BY 2.0 (France) Attribution: tatoeba.org #249724 (CK) & #135872 (TRANG) Editorially corrected after complete row-by-row linguistic audit.
761,C,"Tout ce dont j'ai besoin, c'est d'assez d'argent pour me nourrir.",All I need is enough money to feed myself.,CC-BY 2.0 (France) Attribution: tatoeba.org #10470795 (CK) & #11741592 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
762,B,"Tout ce dont j'ai besoin, c'est d'un peu plus de temps.",All I need is a little more time.,CC-BY 2.0 (France) Attribution: tatoeba.org #9467099 (CK) & #12468539 (lbdx) Editorially corrected after complete row-by-row linguistic audit.
763,C,"Tout ce que je veux, c'est une autre chance de le faire.",All I want is another chance to do it.,CC-BY 2.0 (France) Attribution: tatoeba.org #7735382 (CK) & #8403251 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
764,C,"Tout ce que je veux, c'est que tu sois heureuse.",All I want is for you to be happy.,CC-BY 2.0 (France) Attribution: tatoeba.org #3824172 (CK) & #5350960 (Aiji)
765,C,"Tout ce que je veux, c'est quelqu'un de spécial dans ma vie.",All I want is someone special in my life.,CC-BY 2.0 (France) Attribution: tatoeba.org #2026858 (CK) & #5359091 (Aiji)
766,C,"Tout ce que je veux, c'est rentrer chez moi.",All I want to do is get back home.,CC-BY 2.0 (France) Attribution: tatoeba.org #8993275 (CK) & #12467691 (lbdx)
767,C,"Tout ce qu'on peut faire, c'est l'attendre.",All we can do is to wait for him.,CC-BY 2.0 (France) Attribution: tatoeba.org #307884 (CK) & #133609 (U2FS) | Editorially adapted for learner accuracy; original source attribution retained
768,C,"Tout ce que tu as à faire, c'est suivre son conseil.",All you have to do is follow his advice.,CC-BY 2.0 (France) Attribution: tatoeba.org #15812 (Zifre) & #138896 (minti) | Editorially adapted for learner accuracy; original source attribution retained
769,C,"Tout ce que tu as à faire, c'est appuyer sur ce bouton.",All you have to do is push this button.,CC-BY 2.0 (France) Attribution: tatoeba.org #2641051 (CK) & #5380515 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
770,B,"Tout ce que tu as à faire, c'est nous rejoindre.",All you have to do is join us.,CC-BY 2.0 (France) Attribution: tatoeba.org #16520 (CK) & #8971 (Petro1) Editorially corrected after complete row-by-row linguistic audit.
771,B,"Tout ce que tu as à faire, c'est la rencontrer.",All you have to do is meet her.,CC-BY 2.0 (France) Attribution: tatoeba.org #68990 (CM) & #10428 (Rockaround) Editorially corrected after complete row-by-row linguistic audit.
772,C,"Tout ce que tu as à faire, c'est faire de ton mieux.",All you have to do is do your best.,CC-BY 2.0 (France) Attribution: tatoeba.org #15935 (Swift) & #136214 (TRANG) Editorially corrected after complete row-by-row linguistic audit.
773,C,"Tout ce que tu as à faire, c'est laver les assiettes.",All you have to do is wash the dishes.,CC-BY 2.0 (France) Attribution: tatoeba.org #16521 (CK) & #11706 (Lulantis) Editorially corrected after complete row-by-row linguistic audit.
774,C,"Tout ce que vous avez à faire, c'est l'écrire noir sur blanc.",All you have to do is put it in writing.,CC-BY 2.0 (France) Attribution: tatoeba.org #41804 (CM) & #427237 (slist) Editorially corrected after complete row-by-row linguistic audit.
775,C,"Tout ce que vous avez à faire, c'est vous faire confiance les uns aux autres.",All you need to do is trust each other.,CC-BY 2.0 (France) Attribution: tatoeba.org #4073265 (AlanF_US) & #7815868 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
776,B,Les Américains disent franchement ce qu'ils pensent.,Americans openly say what they think.,CC-BY 2.0 (France) Attribution: tatoeba.org #67473 (CM) & #14096 (dominiko) Editorially corrected after complete row-by-row linguistic audit.
777,C,"Comme je te l'ai dit auparavant, je n'ai pas le choix.","As I told you before, I have no choice.",CC-BY 2.0 (France) Attribution: tatoeba.org #3203815 (CK) & #7553049 (Aiji)
778,C,"Au fait, j'ai quelque chose à te dire.","By the way, I have something to tell you.",CC-BY 2.0 (France) Attribution: tatoeba.org #38067 (Eldad) & #1430350 (Micsmithel)
779,C,Passez me voir n'importe quand demain après-midi.,Come to see me at any time tomorrow afternoon.,CC-BY 2.0 (France) Attribution: tatoeba.org #323146 (CK) & #135351 (Micsmithel)
780,C,Ne t'attends pas à ce que je t'aide pour tes devoirs.,Don't expect me to help you with your homework.,CC-BY 2.0 (France) Attribution: tatoeba.org #2744392 (CK) & #3485381 (Lulantis)
781,C,N'oublie pas de me faire savoir quand il sera temps.,Don't forget to let me know when it's time.,CC-BY 2.0 (France) Attribution: tatoeba.org #47018 (CK) & #12151 (Lulantis)
782,C,N'hésite pas à me dire si tu as besoin de quelque chose.,Don't hesitate to tell me if you need anything.,CC-BY 2.0 (France) Attribution: tatoeba.org #25037 (CK) & #4573607 (Rovo)
783,C,Ne crie pas comme ça. Je t'entends parfaitement.,Don't shout like that. I can hear you perfectly.,CC-BY 2.0 (France) Attribution: tatoeba.org #41521 (CM) & #12457 (nimfeo)
784,C,Ne me dites pas ce que je peux ou ne peux faire.,Don't tell me what I can and can't do.,CC-BY 2.0 (France) Attribution: tatoeba.org #3202667 (CK) & #7790991 (Aiji)
785,C,Ne me dis pas que tu ne sais pas conduire.,Don't tell me you don't know how to drive.,CC-BY 2.0 (France) Attribution: tatoeba.org #3204342 (CK) & #3878262 (Scorpionvenin14)
786,C,Ne me reparlez plus jamais comme cela.,Don't you ever speak to me like that again.,CC-BY 2.0 (France) Attribution: tatoeba.org #3817161 (patgfisher) & #7079939 (Aiji)
787,C,"Excusez-moi, mais je pense que c'est ma place.","Excuse me, but I think this is my seat.",CC-BY 2.0 (France) Attribution: tatoeba.org #51500 (CK) & #11943 (dominiko)
788,C,N'hésite pas à m'appeler si tu as besoin de quoi que ce soit.,Feel free to call me if you need anything.,CC-BY 2.0 (France) Attribution: tatoeba.org #6568009 (Hybrid) & #6568199 (GB3)
789,C,"Pour une fois dans ta vie, fais ce que je demande.","For once in your life, do what I ask.",CC-BY 2.0 (France) Attribution: tatoeba.org #3724518 (CM) & #12346256 (lbdx)
790,C,"Pour la millième fois, je n'ai pas besoin de ton aide.","For the thousandth time, I don't need your help.",CC-BY 2.0 (France) Attribution: tatoeba.org #4889626 (warrenbisch) & #11252380 (lbdx)
791,C,Donne-moi ta parole que tu ne feras pas ça.,Give me your word that you won't do that.,CC-BY 2.0 (France) Attribution: tatoeba.org #3154037 (CK) & #3485393 (Lulantis)
792,C,Il est ce qu'on appelle un homme de culture.,He is what we call a man of culture.,CC-BY 2.0 (France) Attribution: tatoeba.org #289310 (CM) & #130778 (Nyans)
793,C,Il a dit qu'il reviendrait ici demain.,He said that he would come back here tomorrow.,CC-BY 2.0 (France) Attribution: tatoeba.org #323108 (CK) & #135348 (nimfeo)
794,A,Si tu te dépêches tu peux encore attraper ton train.,If you hurry,CC-BY 2.0 (France) Attribution: tatoeba.org #476262 (morganlmallory) & #481288 (Goofy) Editorially corrected after complete row-by-row linguistic audit.
795,C,Je brosse toujours mon manteau quand je rentre à la maison.,I always brush my coat when I come home.,CC-BY 2.0 (France) Attribution: tatoeba.org #256789 (CM) & #391460 (Sushiman)
796,B,J'apprécie beaucoup votre aide.,I really appreciate your help.,CC-BY 2.0 (France) Attribution: tatoeba.org #54433 (mamat) & #477748 (mamat) Editorially corrected after complete row-by-row linguistic audit.
797,C,Je ne suis pas content de ce que vous avez fait.,I am not pleased with what you have done.,CC-BY 2.0 (France) Attribution: tatoeba.org #257032 (CK) & #6625 (TRANG)
798,C,J'apprécie que tu prennes le temps de me voir.,I appreciate your taking the time to see me.,CC-BY 2.0 (France) Attribution: tatoeba.org #1933568 (CK) & #6479779 (Aiji)
799,C,Je lui ai demandé où je pourrais garer ma voiture.,I asked him where I could park my car.,CC-BY 2.0 (France) Attribution: tatoeba.org #674306 (yessoos) & #341862 (sysko)
800,C,Je t'assure que tout sera prêt à temps.,I assure you everything will be ready on time.,CC-BY 2.0 (France) Attribution: tatoeba.org #2258701 (_undertoad) & #13343848 (genes1s)
801,C,"J'ai appelé ton bureau aujourd'hui, mais tu n'y étais pas.","I called your office today, but you weren't in.",CC-BY 2.0 (France) Attribution: tatoeba.org #2300095 (CK) & #5389559 (Aiji)
802,C,Je me souviens à peine de ce à quoi ressemblait mon grand-père.,I can barely remember what my grandfather looked like.,CC-BY 2.0 (France) Attribution: tatoeba.org #2300614 (CK) & #3428158 (Micsmithel) | Editorially adapted for learner accuracy; original source attribution retained
803,C,Je peux être convaincant quand je le veux.,I can be persuasive when I want to be.,CC-BY 2.0 (France) Attribution: tatoeba.org #6247043 (CK) & #7790947 (Aiji)
804,C,Je ressens des douleurs dans mes deux genoux.,I can feel pain in both of my knees.,CC-BY 2.0 (France) Attribution: tatoeba.org #4498501 (CK) & #11390769 (lbdx)
805,C,Je peux arriver à la station avant toi.,I can get to the station before you do.,CC-BY 2.0 (France) Attribution: tatoeba.org #5177465 (AlanF_US) & #8608104 (Aiji)
806,C,Je peux te ramener chez toi si tu veux.,I can give you a lift if you like.,CC-BY 2.0 (France) Attribution: tatoeba.org #5452154 (CK) & #11860488 (lbdx)
807,C,Je peux retenir mon souffle pendant longtemps.,I can hold my breath for a long time.,CC-BY 2.0 (France) Attribution: tatoeba.org #3330099 (CK) & #7063988 (Aiji)
808,B,Je peux marcher plus rapidement si tu veux.,I can walk faster if you want.,CC-BY 2.0 (France) Attribution: tatoeba.org #5725670 (CM) & #11322560 (aleUCY) Editorially corrected after complete row-by-row linguistic audit.
809,C,Je ne peux pas croire que tu veuilles vraiment faire cela.,I can't believe you really want to do that.,CC-BY 2.0 (France) Attribution: tatoeba.org #3408866 (CK) & #5441350 (Aiji)
810,C,"Je ne peux pas, aujourd'hui, aller au restaurant avec toi.",I can't go to the restaurant with you today.,CC-BY 2.0 (France) Attribution: tatoeba.org #11252562 (sundown) & #2876994 (Rovo)
811,C,Je ne peux pas aller avec vous. J'ai une réunion.,I can't go with you. I have a meeting.,CC-BY 2.0 (France) Attribution: tatoeba.org #2484962 (AlanF_US) & #5920207 (Aiji)
812,C,Je ne peux m'empêcher de penser que mon père est toujours en vie.,I can't help thinking my father is still alive.,CC-BY 2.0 (France) Attribution: tatoeba.org #549903 (CK) & #5616265 (Aiji)
813,C,Je ne peux te dire combien cela m'énerve.,I can't tell you how much that annoys me.,CC-BY 2.0 (France) Attribution: tatoeba.org #3722795 (CM) & #3862639 (Scorpionvenin14) Editorially corrected after complete row-by-row linguistic audit.
814,C,Je ne peux pas te raconter ce que nous avons fait hier soir.,I can't tell you what we did last night.,CC-BY 2.0 (France) Attribution: tatoeba.org #953408 (CK) & #1200849 (rene1596)
815,B,Je ne peux pas vous remercier suffisamment pour votre gentillesse.,I can't thank you enough for your kindness.,CC-BY 2.0 (France) Attribution: tatoeba.org #1341390 (CK) & #1533038 (Guilmaeire) Editorially corrected after complete row-by-row linguistic audit.
816,C,Je ne comprends pas ce qu'il essaie de dire.,I don't understand what he is trying to say.,CC-BY 2.0 (France) Attribution: tatoeba.org #391971 (CK) & #439252 (chtof) Editorially corrected after complete row-by-row linguistic audit.
817,C,Je n'arrive pas à comprendre ce qu'il veut que je fasse.,I can't understand what he wants me to do.,CC-BY 2.0 (France) Attribution: tatoeba.org #260067 (CK) & #10904767 (lbdx)
818,C,Je me soucie beaucoup de ce que vous pensez.,I care a good deal about what you think.,CC-BY 2.0 (France) Attribution: tatoeba.org #252834 (CK) & #7428 (Cocorico)
819,C,Je me fiche complètement de ce que tu penses de moi.,I couldn't care less what you think of me.,CC-BY 2.0 (France) Attribution: tatoeba.org #9764024 (AlanF_US) & #11238340 (lbdx)
820,C,J'ai fait tout ce que je pouvais pour être votre ami.,I did everything I could to be your friend.,CC-BY 2.0 (France) Attribution: tatoeba.org #3627315 (karloelkebekio) & #3624922 (Rovo)
821,C,J'ai fait exactement ce que tu m'as dit de faire.,I did exactly what you told me to do.,CC-BY 2.0 (France) Attribution: tatoeba.org #2314833 (CK) & #13060534 (lbdx)
822,C,Je l'ai fait et je le referais.,I did it and I would do it again.,CC-BY 2.0 (France) Attribution: tatoeba.org #5242915 (CK) & #9009759 (Aiji)
823,C,Je l'ai fait comme tu me l'as demandé.,I did it the way you asked me to.,CC-BY 2.0 (France) Attribution: tatoeba.org #6740638 (CK) & #9707426 (lbdx) Editorially corrected after complete row-by-row linguistic audit.
824,B,J'ai fait ce qu'elle m'a demandé de faire.,I did what she asked me to do.,CC-BY 2.0 (France) Attribution: tatoeba.org #261147 (CK) & #1863051 (Wakano) Editorially corrected after complete row-by-row linguistic audit.
825,C,Je n'ai pas fait ce qu'ils m'avaient dit de faire.,I didn't do what they had told me to do.,CC-BY 2.0 (France) Attribution: tatoeba.org #5288478 (CK) & #8270074 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
826,C,Je ne m'attendais pas à ce que tu dises quelque chose comme ça.,I didn't expect you to say something like that.,CC-BY 2.0 (France) Attribution: tatoeba.org #10073888 (CK) & #10073979 (lbdx)
827,C,Je n'ai pas eu assez de temps pour finir ma présentation.,I didn't have enough time to finish my presentation.,CC-BY 2.0 (France) Attribution: tatoeba.org #3110762 (CK) & #11426650 (lbdx)
828,C,Je ne savais pas que tu avais besoin de faire ça.,I didn't know that you needed to do that.,CC-BY 2.0 (France) Attribution: tatoeba.org #6659368 (CK) & #6878586 (GB3)
829,C,Je ne savais pas que nous étions censés faire ça.,I didn't know we were supposed to do that.,CC-BY 2.0 (France) Attribution: tatoeba.org #3536387 (CK) & #7982946 (Aiji)
830,C,Je ne savais pas ce que ça voulait dire à l'époque.,I didn't know what it meant at that time.,CC-BY 2.0 (France) Attribution: tatoeba.org #3722912 (CM) & #11052474 (lbdx)
831,C,Je ne savais pas que tu voulais travailler pour moi.,I didn't know you wanted to work for me.,CC-BY 2.0 (France) Attribution: tatoeba.org #2314971 (CK) & #6927774 (Rockaround)
832,C,Je ne savais pas que tu allais revenir.,I didn't know you were going to come back.,CC-BY 2.0 (France) Attribution: tatoeba.org #6342808 (CK) & #11224427 (lbdx)
833,C,Je ne pensais pas que nous serions si occupés aujourd'hui.,I didn't think we would be so busy today.,CC-BY 2.0 (France) Attribution: tatoeba.org #6108585 (CK) & #7790943 (Aiji)
834,C,Je ne pensais pas que tu voudrais me revoir.,I didn't think you'd want to see me again.,CC-BY 2.0 (France) Attribution: tatoeba.org #2028355 (CK) & #11548239 (Aiji)
835,C,Je ne voulais pas que qui que ce soit sache que j'étais là.,I didn't want anyone to know I was here.,CC-BY 2.0 (France) Attribution: tatoeba.org #2026544 (CK) & #5955822 (Aiji)
836,C,Je ne voulais pas partir sans dire merci.,I didn't want to leave without saying thank you.,CC-BY 2.0 (France) Attribution: tatoeba.org #2032005 (CK) & #8406936 (Aiji)
837,C,Je ne voulais pas te le dire au téléphone.,I didn't want to tell you over the phone.,CC-BY 2.0 (France) Attribution: tatoeba.org #2026875 (CK) & #12906700 (lbdx)
838,C,Ça m'est égal que tu m'aides ou non.,I don't care if you help me or not.,CC-BY 2.0 (France) Attribution: tatoeba.org #2540296 (CK) & #7934891 (felix63)
839,C,Je n'ai pas envie de faire mes devoirs de mathématiques maintenant.,I don't feel like doing my math homework now.,CC-BY 2.0 (France) Attribution: tatoeba.org #241832 (CK) & #678660 (Paiooooo)
840,C,Je n'ai pas autant de patience que toi.,I don't have as much patience as you do.,CC-BY 2.0 (France) Attribution: tatoeba.org #6243519 (CK) & #8459104 (Aiji)
841,C,Je n'ai pas assez de temps pour déjeuner aujourd'hui.,I don't have enough time to eat lunch today.,CC-BY 2.0 (France) Attribution: tatoeba.org #242932 (CK) & #7853414 (Aiji)
842,C,Je n'ai pas le temps de faire ça cet après-midi.,I don't have time to do that this afternoon.,CC-BY 2.0 (France) Attribution: tatoeba.org #9793306 (CK) & #10623230 (Rovo)
843,C,Je n'ai pas le temps d'aller au cinéma.,I don't have time to go to the movies.,CC-BY 2.0 (France) Attribution: tatoeba.org #3260303 (CK) & #3260302 (Aiji)
844,C,Je n'ai pas le temps de te faire un sandwich.,I don't have time to make you a sandwich.,CC-BY 2.0 (France) Attribution: tatoeba.org #2568655 (Hybrid) & #6365667 (Aiji)
845,C,Je n'ai pas le temps de te parler maintenant.,I don't have time to talk to you now.,CC-BY 2.0 (France) Attribution: tatoeba.org #3330263 (CK) & #5589116 (Aiji)
846,C,Je ne sais pas comment je vais m'y prendre.,I don't know how I'm going to go about it.,CC-BY 2.0 (France) Attribution: tatoeba.org #6246842 (CK) & #11166632 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
847,C,Je ne sais pas combien de temps il nous reste.,I don't know how much time we have left.,CC-BY 2.0 (France) Attribution: tatoeba.org #2897814 (AlanF_US) & #8483169 (Aiji)
848,C,Je ne sais pas comment nous allons faire ça.,I don't know how we're going to do that.,CC-BY 2.0 (France) Attribution: tatoeba.org #5699737 (CK) & #6936909 (Aiji)
849,C,Je ne sais pas si je peux le refaire.,I don't know if I can do it again.,CC-BY 2.0 (France) Attribution: tatoeba.org #6346582 (CK) & #11072790 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
850,C,Je ne sais pas si je peux encore faire ceci.,I don't know if I can still do this.,CC-BY 2.0 (France) Attribution: tatoeba.org #3618900 (CK) & #5707590 (Aiji) Editorially corrected after complete row-by-row linguistic audit.
851,C,Je ne sais pas si je peux faire ce travail.,I don't know if I can do this job.,CC-BY 2.0 (France) Attribution: tatoeba.org #2540702 (CK) & #6069345 (Aiji)
852,C,J'ignore si je peux aider ou non.,I don't know if I can help or not.,CC-BY 2.0 (France) Attribution: tatoeba.org #2361242 (CK) & #5226914 (nimfeo)
