rank,target,english,pos,ipa_candidate,learner_hint_candidate,source_sha256
681,زبانوں,languages; tongues (oblique plural),noun,zəbˈaːnõː,zohohhbanõ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
682,مسئلے,"problems; issues; problem/issue (oblique/vocative singular, context-dependent)",noun,mˈʌslˌeː,mʌslay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
683,جمہوریت,democracy,noun,ɟˌəmhˌuːriˈat,gyohohhmhohohrayayat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
684,کہاں,where,adv,kˈʌhãː,kʌhã,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
685,ذاتی,personal; private; individual; one's own; inherent (context-dependent),adjective,zˈaːti,zatayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
686,خوراک,food; diet; nourishment; dose,noun,xoːrˈaːk,khohrak,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
687,اسپتال,hospital,noun,ˌɪspətˈaːl,ayayspohohhtal,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
688,وزارت,ministry; vizierate; premiership,noun,ʋəzˈaːrət,ʋohohhzarohohht,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
689,خاتون,woman; lady; respected lady,noun / honorific,xaːtˈuːn,khatohohn,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
690,خراب,bad; spoiled; broken; out of order; poor; ruined,adjective,xərˈaːb,khohohhrab,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
691,کمپیوٹر,computer,noun,kˌəmpeːˈoːʈər,kohohhmpayohtohohhr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
692,ناکام,failed; unsuccessful,adj,naːkˈaːm,nakam,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
693,نور,"light; radiance; divine/spiritual light; Noor (name, context-dependent)",noun / name,nˈuːr,nohohr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
694,تحقیق,"research, investigation; truth, exactness, fact, verification",noun,tˌɛhqˈiːq,tayhqayayq,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
695,مقصد,purpose (ie. intention; goal; aim),noun,mˈaqʂad,maqʂad,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
696,افغان,Afghan (a person from Afghanistan); Pashtun (a person of Pashtun ethnicity),noun,ˌafɣˈaːn,afghan,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
697,حضور,presence; sir; respected/honored person; honorific form of address,noun / honorific,hʊzˈuːr,hohohzohohr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
698,تسلیم,acceptance; acknowledgment; admission; recognition; surrender/submission,noun,tˌəslˈiːm,tohohhslayaym,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
699,منہ,face; mouth; bad mood,noun,mˈuːn,mohohn,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
700,ذریعہ,"source, resource; means, way, agency",noun,zarˈiːa,zarayaya,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
701,ادارہ,"academy, body, institute; institution, department, establishment, organisation",noun,ɪdˈaːrˌa,ayaydara,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
702,انٹرنیشنل,international,adj,ˌɪnʈarnˈeːʃnal,ayayntarnayshnal,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
703,ادھر,here; this way; on this side; over there/that way (context-dependent),adverb,ɪdʰˈar,ayaydʰar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
704,امر,"command, order; permission, allowance; point, fact, case, thing",noun,ˈamər,amohohhr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
705,ابتدائی,"early; beginning, inchoate, incipient, initial, primary, primordial, abortive, elementary, fundamental, primal, rudimental",adj / adv,ˈɪbtˌɪdaːˌiː,ayaybtayaydaayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
706,کہانی,"story, tale; lie, fiction; plot (to a book, movie or some play etc.)",noun,kəhˈaːni,kohohhhanayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
707,مرد,man,noun,mˈʌrd,mʌrd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
708,لڑکا,boy; son,noun,lˈʌr.kˌaː,lʌr.ka,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
709,کلو,Kallu/Kallo (nickname/name); dark/black-colored person or thing (can be derogatory when referring to skin),noun / name,kˈɪloː,kayayloh,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
710,بحث,"discussion; argument, debate",noun,bˈɛhɛs,bayhays,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
711,الفاظ,words,noun,alfˈaːʐ,alfaʐ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
712,ٹھیک,okay; fine; correct; right; exactly; properly,adjective / adverb / interjection,ʈʰˈiːk,tʰayayk,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
713,اگلے,next (masculine plural/oblique),adj,ˈaɡlˌeː,aglay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
714,بیٹے,sons; son (oblique/vocative singular),noun,bˈeːʈeː,baytay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
715,مسترد,"revoked, refuted; rejected, refused",adj,mˌʊstarˈad,mohohstarad,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
716,مصروف,"busy, occupied, engaged",adj,mˌəʂrˈuːf,mohohhʂrohohf,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
717,آگ,fire; rage; anger,noun,ˈaːɡ,ag,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
718,عورتوں,women (oblique plural),noun,aˈoːrtˌõː,aohrtõ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
719,سالانہ,"yearly, annual",adj,saːlˈaːnˌa,salana,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
720,چینی,sugar; Chinese,adj / noun,cˈiːni,cayaynayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
721,نقشہ,map; plan; layout; diagram; blueprint,noun,nˈaqʃa,naqsha,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
722,امور,affairs; matters,noun,ʊmˈuːr,ohohmohohr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
723,کریم,"generous; noble; Kareem/Karim (name); cream (loanword, context-dependent)",adjective / name / noun,kərˈiːm,kohohhrayaym,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
724,ابو,dad; father; Abu/father of (in Arabic-style names and kunyas),noun / name element,ˈabuː,abohoh,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
725,ترجمان,"spokesman; translator, interpreter",noun,tˈarɟˌʊmaːn,targyohohman,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
726,گول,"round, circular, spherical",adj,ɡˈoːl,gohl,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
727,دفعہ,time; occasion; section; article; clause (especially legal),noun,dˈafaː,dafa,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
728,راستے,"roads; ways; routes; paths; road/way (oblique/vocative singular, context-dependent)",noun,rˈaːstˌeː,rastay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
729,دہلی,"threshold, doorstep; Delhi (a megacity and union territory of India, containing the national capital New Delhi)",name / noun,dˈɛhli,dayhlayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
730,ظفر,"success; profit, gain; victory, triumph",noun,ʐafˈar,ʐafar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
731,وسیع,wide; broad; extensive; spacious; vast,adjective,ʋˈʌsi,ʋʌsayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
732,غیرت,honor; self-respect; dignity; sense of honor; modesty/shame (context-dependent),noun,ɣˈeːrət,ghayrohohht,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
733,متعدد,"several, many; numerous, multiple; various (ie. different)",adj,mʊtˈaːdɪd,mohohtadayayd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
734,تنقید,criticism,noun,tˌənqˈiːd,tohohhnqayayd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
735,آسان,easy,adj,aːsˈaːn,asan,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
736,جیل,"jail, the slammer",noun,ɟˈeːl,gyayl,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
737,مہمان,guest,noun,mˈɛhmaːn,mayhman,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
738,مرکز,center; centre; hub; headquarters; central point,noun,mˌarkˈaz,markaz,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
739,معروف,well-known; famous; known,adj,mˈaːruːf,marohohf,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
740,تشکیل,"formation; foundation, establishment",noun,tˌəʃkˈiːl,tohohhshkayayl,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
741,انکار,refusal; denial; rejection,noun,ɪnkˈaːr,ayaynkar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
742,مطلب,"purpose, motive; topic (ie. subject, matter); meaning (of a word, sentence etc.)",noun,mˈatlab,matlab,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
743,کھانا,food; meal; to eat,noun / verb,kʰˈaːnaː,kʰana,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
744,موضوع,topic; subject; theme; matter,noun,mˈoːzuː,mohzohoh,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
745,پیدائش,birth; origin; creation; genesis,noun,peːdˈaɪʃ,paydaayaysh,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
746,دینی,religious,adj,dˈeːni,daynayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
747,دار,"holder; possessor; having/-ful (suffix); gallows (noun, context-dependent)",suffix / noun,dˈaːr,dar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
748,جنہیں,whom; which; to whom; to which (plural),relative pronoun,ɟˈʌnhˌẽː,gyʌnhẽ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
749,کرو,"do!; make! (imperative form of کرنا); Kuru (proper name, rare/context-dependent)",imperative verb form / proper name,kˈʌroː,kʌroh,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
750,اقتدار,power; control; authority,noun,ˌɪqtɪdˈaːr,ayayqtayaydar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
751,منصوبہ,"plan, design, scheme, project",noun,mˌənʂˈuːba,mohohhnʂohohba,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
752,کوٹ,"coat; barracks; citadel, stronghold",noun,kˈoːʈ,koht,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
753,توقع,expectation; anticipation; hope,noun,taʋˈaqoː,taʋaqoh,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
754,راستہ,"manner; path, way; route, street",noun,rˈaːstˌa,rasta,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
755,گیند,ball,noun,ɡˈeːnd,gaynd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
756,محور,axis,noun,mɛhʋˈar,mayhʋar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
757,مند,having; possessing; endowed with; -ful (suffix),suffix,mˈʌnd,mʌnd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
758,لینا,"to take on; to take, get; to pick up (a person or an item to take somewhere)",verb,lˈeːnaː,layna,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
759,کاشت,"cultivation, agriculture",noun,kˈaːʃt,kasht,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
760,انصاف,justice,noun,ɪnʂˈaːf,ayaynʂaf,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
761,مالک,"God; owner, lord; boss, supervisor",noun,mˈaːlɪk,malayayk,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
762,بدھ,Buddha; Wednesday,name / noun,bˈʊdʰ,bohohdʰ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
763,بخش,"share; portion; gift; forgive!; spare!; grant/give (verb stem, context-dependent)",noun / verb stem / imperative,bˈaxʃ,bakhsh,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
764,البتہ,"but, however; although, but; of course, surely, certainly",adv / conj,albˈʌta,albʌta,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
765,مخصوص,specific; particular; reserved,adj,mˌəxʂˈuːʂ,mohohhkhʂohohʂ,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
766,روشن,bright; illuminated; clear,adjective,rˈoːʃən,rohshohohhn,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
767,وفد,delegation; deputation,noun,ʋˈʌfəd,ʋʌfohohhd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
768,عشق,love; passionate love; passion; devotion,noun,ˈɪʃq,ayayshq,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
769,اختلاف,"dissent; discord, clash, difference, disagreement, misunderstanding, quarrel, schism, variance, variation, disparity, diversity",noun,ˌɪxtɪlˈaːf,ayaykhtayaylaf,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
770,بنگلہ,"bungalow; Bengali, of or relating to Bengal; Bengali language, Bengali ethnicity",adj / name / noun,bˈʌnəɡˌəlˌa,bʌnohohhgohohhla,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
771,قابو,control,noun,qˈaːbuː,qabohoh,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
772,تعریف,praise; commendation; admiration; definition; description,noun,tˈaːrif,tarayayf,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
773,پندرہ,fifteen,numeral,pˈʌndəra,pʌndohohhra,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
774,تیاری,preparation; readiness,noun,tˌaiˈaːri,taayayarayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
775,حالیہ,recent; current; latest,adjective,haːlˈiːa,halayaya,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
776,قابل,"capable; worthy, deserving",adj,qˈaːbɪl,qabayayl,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
777,محروم,deprived; denied; excluded,adjective,mɛhrˈuːm,mayhrohohm,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
778,اخبار,"newspaper; gazette, journal",noun,ˌaxbˈaːr,akhbar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
779,دعوت,invitation; feast; banquet; call/mission (context-dependent),noun,dˈaːʋət,daʋohohht,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
780,بری,bad (feminine of برا); free; acquitted; cleared/innocent of a charge (context-dependent),adjective,bˈʌri,bʌrayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
781,بیوی,wife,noun,bˈiːʋi,bayayʋayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
782,اکثریت,majority,noun,ˌaksˈariˌat,aksarayayat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
783,فورا,"immediately, instantly, urgently, promptly, rapidly, instantaneously",adv,fˈoːraː,fohra,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
784,پچاس,fifty,numeral,pəcˈaːs,pohohhcas,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
785,عید,"Eid; festival, celebration",noun,ˈiːd,ayayd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
786,منظر,view; scene; sight,noun,mˌanʐˈar,manʐar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
787,کمال,perfection; excellence; mastery; wonder; amazing! (exclamatory use),noun / interjection,kəmˈaːl,kohohhmal,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
788,منگل,"Tuesday; prosperity; auspicious, lucky",adj / noun,mˈʌnəɡˌəl,mʌnohohhgohohhl,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
789,درجہ,degree; level; rank; class; status; extent,noun,dˈarɟa,dargya,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
790,معمولی,"common; ordinary; regular, usual",adj,mˈaːmuːlˌiː,mamohohlayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
791,مذہب,"religion; any school of thought; creed, sectarian belief",noun,mˈazhab,mazhab,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
792,بھاری,heavy,adj,bʰˈaːri,bʰarayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
793,خواب,"dream; sleep; vision, illusion",noun,xʋˈaːb,khʋab,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
794,خوف,fear,noun,xˈoːf,khohf,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
795,تیسرے,third (masculine plural/oblique),adjective / determiner,tˈiːsreː,tayaysray,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
796,وجود,existence,noun,ʋʊɟˈuːd,ʋohohgyohohd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
797,بلوچ,Baloch,noun,bəlˈoːc,bohohhlohc,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
798,حج,"hajj, pilgrimage to Mecca",noun,hˈʌɟ,hʌgy,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
799,اقتصادی,economic,adj,ˌɪqtɪʂˈaːdi,ayayqtayayʂadayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
800,واپسی,"return, coming-back; reimbursement, restoration",noun,ʋˈaːpsˌiː,ʋapsayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
801,یار,"beloved; companion; bro, mate, dude",noun,jˈaːr,yar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
802,نظم,"order, arrangement, sequence; nazm (a genre of poem, poetry); discipline, order (of law and rule)",noun,nˈaʐm,naʐm,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
803,تکلیف,"affliction, pain; trouble, difficulty; suffering, hardship, distress",noun,tˌəklˈiːf,tohohhklayayf,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
804,آس,"hope, expectation",noun,ˈaːs,as,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
805,خاطر,"consideration, respect; attention to; hospitality",noun,xˈaːtɪr,khatayayr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
806,مراد,"desire, will; wish, intention; meaning (ie. interpretation of text)",noun,mʊrˈaːd,mohohrad,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
807,صلاحیت,ability; capability; capacity; talent; aptitude,noun,ʂˌəlaːhiˈat,ʂohohhlahayayat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
808,خیر,goodness; well-being; welfare; well; anyway,noun / discourse marker,xˈeːr,khayr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
809,استاد,"expert, master; spiritual leader; professor; teacher, tutor",noun,ʊstˈaːd,ohohstad,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
810,مجبور,forced; helpless; compelled,adj,mˌəɟbˈuːr,mohohhgybohohr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
811,نزدیک,"near, nearby; close, closeby",adj / adv,nˌəzdˈiːk,nohohhzdayayk,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
812,بھوت,"ghost; spirit; demon; ghost-like/ghastly person (derogatory, context-dependent)",noun,bʰˈoːt,bʰoht,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
813,باقاعدہ,"regular, standard, proper",adj,baːqˈaːjda,baqayda,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
814,مارچ,March,name,mˈaːrc,marc,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
815,روک,stop; prevention; restraint; stop! (stem/imperative of روکنا),noun / verb stem / imperative,rˈoːk,rohk,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
816,زراعت,agriculture,noun,zərˈaːat,zohohhraat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
817,شہید,martyr; martyred person; one killed for a cause/faith (context-dependent),noun / adjective,ʃəhˈiːd,shohohhhayayd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
818,بل,force; might; power,noun,bˈʌl,bʌl,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
819,آہستہ,slowly; gently; softly; slow,adj / adv,aːhˈɪsta,ahayaysta,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
820,داخلہ,admission; entry; enrollment; entrance,noun,dˈaːxəla,dakhohohhla,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
821,غدار,"traitor, backstabber; treacherous, disloyal, traitor",adj / noun,ɣədˈaːr,ghohohhdar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
822,امراض,diseases; illnesses,noun,ˌamrˈaːz,amraz,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
823,نسل,"generation; family, lineage; race, ethnic group",noun,nˈasl,nasl,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
824,ارشاد,"command, direction, order",noun,ɪrʃˈaːd,ayayrshad,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
825,خطرہ,"risk, danger",noun,xˈatra,khatra,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
826,مخالفت,opposition (ie. hostility); opposition (ie. disagreement),noun,mˌʊxaːlɪfˈat,mohohkhalayayfat,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
827,زمانے,"times; eras; ages; time/era (oblique/vocative singular, context-dependent)",noun,zəmˈaːneː,zohohhmanay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
828,آمد,arrival,noun,ˈaːməd,amohohhd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
829,غزل,"ghazal (a poetic form mostly used for love poetry in Middle Eastern, South, and Central Asian poetry)",noun,ɣˈʌzəl,ghʌzohohhl,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
830,دفاع,defence (military); defence (of character against allegations),noun,dˈɪfaː,dayayfa,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
831,واحد,one; single; sole; only; singular (grammar),adjective / numeral / noun,ʋˈaːhɪd,ʋahayayd,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
832,شاندار,splendid; magnificent; excellent,adj,ʃˈaːndaːr,shandar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
833,شوق,interest; hobby; enthusiasm; desire; passion,noun,ʃˈoːq,shohq,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
834,گیارہ,eleven,numeral,ɡjˈaːrˌa,gyara,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
835,آگاہ,"knowledgeable, knowing; informed, aware, known to",adj,aːɡˈaːh,agah,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
836,شیر,lion; milk; tiger,noun,ʃˈeːr,shayr,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
837,گزر,passage; passing; pass/go by (verb stem); livelihood (in constructions/context-dependent),noun / verb stem,ɡʊzˈar,gohohzar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
838,برداشت,patience; endurance; tolerance,noun,bərdˈaːʃt,bohohhrdasht,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
839,انٹرنیٹ,the Internet,noun,ˌɪnʈˌarnˈeːʈ,ayayntarnayt,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
840,روزانہ,daily; every day,adverb / adjective,roːzˈaːnˌa,rohzana,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
841,پا,"foot; leg; get; obtain; find (verb stem of پانا, context-dependent)",noun / verb stem,pˈaː,pa,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
842,معاملہ,"matter, affair, issue",noun,mˈaːməla,mamohohhla,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
843,رفتار,pace; speed; motion,noun,rˈaftaːr,raftar,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
844,ملوث,"involved, implicated; tainted, polluted, befouled, contaminated",adj,mʊlˈaʋʋas,mohohlaʋʋas,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
845,قاضی,qazi; judge,noun,qˈaːzi,qazayay,f6adda7e0c251276eb233728e09ebceab37b6db3e3e948bc32c3c353f3312918
