rank,target,english,pos,ipa_candidate,learner_hint_candidate,source_sha256
688,dégager,"to clear; to free; to release; to give off/emit; get out! (dégage!, informal)",verb,deɡaʒˈe,daygazhay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
689,mission,mission,noun,misjˈɔ̃,mayaysyohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
690,souhaiter,hope; wish; desire,verb,suɛtˈe,sohohaytay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
691,surveiller,"to monitor, to survey, to watch",verb,syʁvɛjˈe,syrvayyay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
692,colère,"wrath; anger, rage",noun,kolˈɛʁ,kohlayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
693,risquer,"to face, to incur; to risk, to put at risk; to run the risk of; to be likely to",verb,ʁiskˈe,rayayskay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
694,décision,decision,noun,desizjˈɔ̃,daysayayzyohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
695,signifier,"to signify, mean",verb,siɲifjˈe,sayaynyayayfyay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
696,ennemi,enemy; hostile; enemy (attributive adjective),noun / adjective,ɛnmˈi,aynmayay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
697,paix,peace,noun,pˈɛ,pay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
698,soin,care,noun,swˈɛ̃,swayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
699,proche,"close, near (a time); loved one, close relative; close, near, closeby, nearby (to a place)",adjective / noun,pʁˈɔʃ,prohsh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
700,retirer,to remove; to withdraw; to take out; to take off; to retire/withdraw oneself (se retirer),verb,ʁətiʁˈe,rohohhtayayray,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
701,exact,exact; precise,adjective,ɛɡzˈakt,aygzakt,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
702,faim,hunger,noun,fˈɛ̃,fayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
703,manière,manner; way; fashion/method,noun,manjˈɛʁ,manyayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
704,papier,paper,noun,papjˈe,papyay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
705,coin,corner; area; spot; nook; wedge,noun,kwˈɛ̃,kwayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
706,bois,"wood; woods; drink!; I/you drink (forms of boire, context-dependent)",noun / finite verb form / imperative form,bwˈa,bwa,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
707,camp,camp; campsite; side; faction; group,noun,kˈɑ̃,kan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
708,arrière,rear; back; behind,adjective / adverb / noun,aʁjˈɛʁ,aryayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
709,paraître,"to appear; to seem; to be published; appearance (le paraître, noun use)",verb / noun,paʁˈɛtʁ,paraytr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
710,armée,army; armed (feminine form/past participle),noun / past participle / adjective,aʁmˈe,armay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
711,club,"club (an implement to hit the ball in certain ball games, such as golf); club (an association of members joining together for some common purpose, especially sports or recreation)",noun,klˈœb,kleub,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
712,dedans,inside,adverb / noun,dədˈɑ̃,dohohhdan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
713,boîte,box; tin,noun,bwˈat,bwat,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
714,information,information; piece of information; news; inquiry/investigation (context-dependent),noun,ɛ̃fɔʁmasjˈɔ̃,ayaynfohrmasyohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
715,professeur,teacher; professor,noun,pʁofɛsˈœʁ,prohfayseur,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
716,jambe,leg,noun,ʒˈɑ̃b,zhanb,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
717,vol,"flight; stealing, theft, robbery",noun,vˈɔl,vohl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
718,fond,bottom; back; background; depth; base; core/substance,noun,fˈɔ̃,fohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
719,vaisseau,vessel,noun,vɛsˈo,vaysoh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
720,tenter,to tempt; to attempt; to be desirable or interesting to; to be something one feels like doing,verb,tɑ̃tˈe,tantay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
721,gauche,left,adjective / noun,ɡˈoʃ,gohsh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
722,régler,to adjust; to set; to regulate; to pay; to settle; to resolve,verb,ʁeɡlˈe,rayglay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
723,soldat,soldier,noun,sɔldˈa,sohlda,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
724,tranquille,calm; quiet; tranquil,adjective,tʁɑ̃kˈil,trankayayl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
725,âme,soul,noun,ˈaːm,am,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
726,gosse,kid; child (informal),noun,ɡˈɔs,gohs,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
727,déjeuner,lunch; to have lunch (standard France); breakfast/to have breakfast in some regional varieties,noun / verb,deʒønˈe,dayzheunay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
728,diriger,"to aim, to direct; to direct (a film); to steer (vehicles)",verb,diʁiʒˈe,dayayrayayzhay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
729,compris,understood; included,past participle / adjective,kɔ̃pʁˈi,kohnprayay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
730,échapper,"to go away, run away; to escape (from), evade; to drop an object unintentionally",verb,eʃapˈe,ayshapay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
731,partager,to share; to divide,verb,paʁtaʒˈe,partazhay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
732,ravir,to delight; to thrill; to enchant; to abduct/carry off (older/formal),verb,ʁavˈiʁ,ravayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
733,vue,view; sight,noun,vˈy,vy,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
734,avancer,"to progress; to advance, to go forward; to propose, to put forward",verb,avɑ̃sˈe,avansay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
735,marché,"market; deal; contract; walked/worked (past participle of marcher, context-dependent)",noun / past participle,maʁʃˈe,marshay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
736,brûler,"to burn; to be boiling, to be very close to the answer; to pass an obstacle, to blow (through or past), to run",verb,bʁylˈe,brylay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
737,visite,"visit; visits; visit! (forms of visiter, context-dependent)",noun / finite verb form / imperative form,vizˈit,vayayzayayt,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
738,poste,post; position; job; station; post office; set/device (context-dependent),noun,pˈɔst,pohst,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
739,crier,to creak; to shout; to cry out,verb,kʁiˈe,krayayay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
740,intérêt,"interest; benefit, advantage; point (purpose, objective)",noun,ɛ̃teʁˈɛ,ayayntayray,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
741,souffrir,to endure; to suffer,verb,sufʁˈiʁ,sohohfrayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
742,sentiment,"an opinion; a sentiment, general thought, sense or feeling",noun,sɑ̃timˈɑ̃,santayayman,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
743,laquelle,which one; which (feminine singular),pronoun,lakˈɛl,lakayl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
744,drogue,drug,noun,dʁˈoɡ,drohg,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
745,couvrir,cover,verb,kuvʁˈiʁ,kohohvrayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
746,mur,wall,noun,mˈyʁ,myr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
747,trou,hole,noun,tʁˈu,trohoh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
748,forme,"form; shape; forms/shapes; form! (forms of former, context-dependent)",noun / finite verb form / imperative form,fˈɔʁm,fohrm,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
749,responsable,"responsible; person in charge, manager",adjective / noun,ʁɛspɔ̃sˈabl,rayspohnsabl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
750,dame,lady; queen; indeed!/well! (dated interjection),noun / interjection,dˈam,dam,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
751,capable,able; capable,adjective,kapˈabl,kapabl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
752,allô,hello,interjection,alˈoː,aloh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
753,anniversaire,birthday; anniversary,noun,anivɛʁsˈɛʁ,anayayvayrsayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
754,obliger,to oblige; to require; to compel; to force; to do a favor for (older/polite use); to have to (être obligé de),verb,ɔbliʒˈe,ohblayayzhay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
755,contrôle,"test; control (all senses); verification, checking",noun,kɔ̃tʁˈoːl,kohntrohl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
756,rêver,dream,verb,ʁɛvˈe,rayvay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
757,danger,danger,noun,dɑ̃ʒˈe,danzhay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
758,bar,bass (fish); bar (counter); bar (establishment),noun,bˈaʁ,bar,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
759,animal,animal,adjective / noun,animˈal,anayaymal,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
760,selon,according to; depending on; in accordance with,preposition,səlˈɔ̃,sohohhlohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
761,remarquer,notice,verb,ʁəmaʁkˈe,rohohhmarkay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
762,bleu,blue; bruise; billiard chalk,adjective / noun,blˈø,bleu,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
763,traverser,"to cross, to go across",verb,tʁavɛʁsˈe,travayrsay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
764,triste,sad,adjective,tʁˈist,trayayst,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
765,entier,whole,adjective / noun,ɑ̃tjˈe,antyay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
766,doucement,gently; softly; slowly; quietly,adverb,dusmˈɑ̃,dohohsman,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
767,mignon,cute; pretty; charming; lovely,adjective / noun,minjˈɔ̃,mayaynyohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
768,charger,to load; to charge; to charge a battery/device; to load a firearm; to entrust/assign; to overact (context-dependent),verb,ʃaʁʒˈe,sharzhay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
769,or,gold; now; yet; however; whereas (formal/written connector),noun / conjunction,ˈɔʁ,ohr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
770,blague,joke; prank,noun,blˈaɡ,blag,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
771,étrange,strange; odd; unusual,adjective,etʁˈɑ̃ʒ,aytranzh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
772,dépêcher,to dispatch; to send; to hurry (se dépêcher),verb,depɛʃˈe,daypayshay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
773,répéter,repeat,verb,ʁepetˈe,raypaytay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
774,appartenir,belong to,verb,apaʁtənˈiʁ,apartohohhnayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
775,chaud,"hot; warm; heat/warmth (noun use, context-dependent)",adjective / noun,ʃˈo,shoh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
776,parole,word; speech; one's word/promise; right to speak; words/lyrics (plural),noun,paʁˈɔl,parohl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
777,parier,to bet; to wager,verb,paʁjˈe,paryay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
778,opération,operation; surgical operation,noun,opeʁasjˈɔ̃,ohpayrasyohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
779,compagnie,company,noun,kɔ̃panˈi,kohnpanayay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
780,classe,class,noun,klˈas,klas,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
781,douter,doubt,verb,dutˈe,dohohtay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
782,test,test; trial,noun,tˈɛst,tayst,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
783,plusieurs,several; several of them/people/things,indefinite determiner / pronoun,plyzjˈœʁ,plyzyeur,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
784,reposer,"to rest; to be based on; to put down, to place",verb,ʁəpozˈe,rohohhpohzay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
785,bord,"rim; side; shore, by",noun,bˈɔʁ,bohr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
786,contact,contact,noun,kɔ̃tˈakt,kohntakt,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
787,plaisanter,to joke (make a joke),verb,plɛzɑ̃tˈe,playzantay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
788,but,goal; aim; objective; purpose,noun,bˈyt,byt,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
789,réunion,"meeting; reunion; Réunion (island, as a proper name)",noun,ʁeynjˈɔ̃,rayynyohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
790,second,second,adjective / noun,səɡˈɔ̃,sohohhgohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
791,signe,"sign; gesture; indication; signs; sign! (forms of signer, context-dependent)",noun / finite verb form / imperative form,sˈiɲ,sayayny,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
792,deviner,guess,verb,dəvinˈe,dohohhvayaynay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
793,travers,fault; defect; crosswise; through/across (in à travers),noun,tʁavˈɛʁ,travayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
794,projet,project; plan; proposal; draft,noun,pʁoʒˈɛ,prohzhay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
795,soleil,sun,noun,solˈɛj,sohlayy,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
796,coupable,guilty,adjective / noun,kupˈabl,kohohpabl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
797,moi-même,myself,pronoun,mwˌamˈɛm,mwamaym,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
798,libérer,to free; to release; to liberate,verb,libeʁˈe,layaybayray,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
799,pute,prostitute; whore; insulting term for a woman; fucking (intensifier) — vulgar/offensive,noun / intensifier (vulgar/offensive),pˈyt,pyt,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
800,moitié,half,noun,mwatjˈe,mwatyay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
801,rater,miss,verb,ʁatˈe,ratay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
802,engager,to hire; to employ; to engage; to commit; to involve; to enlist; to pawn (context-dependent),verb,ɑ̃ɡaʒˈe,angazhay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
803,gueule,"mouth/muzzle; face or mouth (informal, often rude); gob/mug (informal/rude)",noun,ɡˈœl,geul,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
804,chat,cat,noun,ʃˈa,sha,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
805,appartement,flat; apartment,noun,apaʁtəmˈɑ̃,apartohohhman,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
806,excuse,"excuse; excuses/is excusing; excuse! (forms of excuser, context-dependent)",noun / finite verb form / imperative form,ɛkskˈyz,aykskyz,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
807,surprise,surprise,noun,syʁpʁˈiz,syrprayayz,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
808,respirer,breathe,verb,ʁɛspiʁˈe,rayspayayray,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
809,naître,to be born,verb,nˈɛtʁ,naytr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
810,survivre,to outlive; to survive,verb,syʁvˈivʁ,syrvayayvr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
811,debout,standing; upright; up; on one's feet,adverb,dəbˈu,dohohhbohoh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
812,bière,beer; bier; coffin,noun,bjˈɛʁ,byayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
813,horrible,horrible; awful,adjective,oʁˈibl,ohrayaybl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
814,doigt,finger,noun,dwˈa,dwa,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
815,intelligent,intelligent,adjective,ɛ̃tɛliʒˈɑ̃,ayayntaylayayzhan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
816,riche,rich; wealthy; rich/abundant; rich person,adjective / noun,ʁˈiʃ,rayaysh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
817,télé,"TV, telly",noun,telˈe,taylay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
818,santé,health,noun,sɑ̃tˈe,santay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
819,cerveau,brain,noun,sɛʁvˈo,sayrvoh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
820,pourtant,"however, yet",adverb,puʁtˈɑ̃,pohohrtan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
821,contrôler,to control; to check or examine,verb,kɔ̃tʁolˈe,kohntrohlay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
822,sourire,smile,noun / verb,suʁˈiʁ,sohohrayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
823,parfait,perfect,adjective / noun,paʁfˈɛ,parfay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
824,fonctionner,"to function, to work",verb,fɔ̃ksjɔnˈe,fohnksyohnay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
825,enfer,Hell,noun,ɑ̃fˈɛʁ,anfayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
826,ciel,sky; heaven,noun,sjˈɛl,syayl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
827,combat,fight; battle; combat,noun,kɔ̃bˈa,kohnba,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
828,course,race; run/running; errand; shopping/groceries (especially plural: les courses),noun,kˈuʁs,kohohrs,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
829,excellent,excellent; great,adjective,ɛksɛlˈɑ̃,ayksaylan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
830,bête,beast; animal; stupid; silly; foolish,adjective / noun,bˈɛt,bayt,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
831,bruit,a noise; a rumor or report,noun,bʁyˈi,bryayay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
832,risque,"risk; risks/is risking; risk! (forms of risquer, context-dependent)",noun / finite verb form / imperative form,ʁˈisk,rayaysk,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
833,membre,limb; member,noun,mˈɑ̃bʁ,manbr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
834,enquête,inquiry; investigation,noun,ɑ̃kˈɛt,ankayt,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
835,parfaire,"to finish, to complete; to make a supplementary payment",verb,paʁfˈɛʁ,parfayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
836,chacun,"each, each one; every, everyone",pronoun,ʃakˈœ̃,shakohohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
837,bosser,to work (informal); emboss/dent,verb,bɔsˈe,bohsay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
838,dommage,pity; shame; damage,noun / interjection,dɔmˈaʒ,dohmazh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
839,lieutenant,lieutenant,noun,ljøtnˈɑ̃,lyeutnan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
840,base,base,noun,bˈaz,baz,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
841,héros,hero,noun,eʁˈo,ayroh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
842,diable,devil,noun / interjection,djˈabl,dyabl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
843,officier,officer; to officiate,noun / verb,ɔfisjˈe,ohfayaysyay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
844,expérience,experience; experiment,noun,ɛkspeʁjˈɑ̃s,aykspayryans,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
845,attaque,"attack; assault; aggression; attacks/is attacking; attack! (forms of attaquer, context-dependent)",noun / finite verb form / imperative form,atˈak,atak,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
846,habiter,"to live (in); to live in, to occupy (to have as a home.)",verb,abitˈe,abayaytay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
847,supporter,"to bear; to support; supporter, fan",noun / verb,sypɔʁtˈe,sypohrtay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
848,bombe,bomb,noun,bˈɔ̃b,bohnb,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
849,juge,"judge; judges/is judging; judge! (forms of juger, context-dependent)",noun / finite verb form / imperative form,ʒˈyʒ,zhyzh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
850,vidéo,video,adjective / noun,videˈo,vayaydayoh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
851,directeur,"director; leading, guiding; school principal",adjective / noun,diʁɛktˈœʁ,dayayraykteur,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
852,retenir,to keep; to retain; to hold back; to remember; to reserve/book,verb,ʁətnˈiʁ,rohohhtnayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
853,prince,prince,noun,pʁˈɛ̃s,prayayns,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
854,dingue,"madman, maniac; mad, crazy, nuts; incredible, unbelievable",adjective / noun,dˈɛ̃ɡ,dayayng,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
855,connerie,bullshit; stupidity; stupid thing (vulgar),noun,kɔnʁˈi,kohnrayay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
